,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6293103694915771,0.5068126402872745,[0.76056759 0.4249497  0.33492063],0.49949403362431916,[0.78653074 0.41476826 0.2971831 ],0.5185145547521784,[0.73626374 0.43564356 0.38363636],,0.6687540411949158,0.5682368975550612,[0.7891296  0.49108644 0.42449465],0.561244306601239,[0.80323591 0.50589051 0.37460651],0.5807821070815158,[0.7755102  0.47712418 0.48971193],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6323754787445068,0.5100909394860303,[0.75906311 0.44197138 0.32923833],0.5033028736318846,[0.78397535 0.42638037 0.29955291],0.5199619291021064,[0.73568537 0.45874587 0.36545455],,0.6698779463768005,0.5696909212216216,[0.78681375 0.50394218 0.41831683],0.5630252662340113,[0.80141103 0.50660502 0.38105975],0.5792315828937885,[0.77273873 0.50130719 0.46364883],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6588122844696045,0.517376103288548,[0.78244658 0.44960597 0.32007576],0.5207126275146345,[0.77610242 0.45204337 0.33399209],0.5144542539852597,[0.78889532 0.44719472 0.30727273],,0.6785485148429871,0.5504096514742652,[0.80148331 0.4914248  0.35832084],0.559249635093181,[0.78670226 0.49600533 0.39504132],0.5438683017788734,[0.81683044 0.4869281  0.32784636],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6325670480728149,0.49383820390325467,[0.76546506 0.4286244  0.28742515],0.4978920818207319,[0.78586659 0.38922559 0.31858407],0.4949372936136876,[0.74609601 0.47689769 0.26181818],,0.6600834727287292,0.5426713716688069,[0.78954082 0.4728972  0.3655761 ],0.543645556964442,[0.799535   0.45178571 0.37961595],0.5428031843738866,[0.7797934  0.49607843 0.35253772],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6256704926490784,0.5031321600043538,[0.7545018  0.43535826 0.31953642],0.4965698892444405,[0.78415471 0.41224189 0.29331307],0.5130466817647641,[0.72700983 0.46122112 0.35090909],,0.6612074375152588,0.5618139782133976,[0.77816764 0.5119541  0.3953202 ],0.553963584072365,[0.80354267 0.49968886 0.35865922],0.5731706674439323,[0.75434618 0.5248366  0.44032922],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6381226181983948,0.5081496918537235,[0.76542483 0.43943662 0.31958763],0.5038725550041052,[0.77977798 0.42890809 0.3029316 ],0.513422460811726,[0.75159051 0.45049505 0.33818182],,0.6726076006889343,0.5640981367392651,[0.79161372 0.50358306 0.39709763],0.5609754369567853,[0.7985132  0.50194805 0.38246506],0.5676518618421306,[0.78483245 0.50522876 0.41289438],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6329501867294312,0.4131170438897966,[0.76976643 0.43184885 0.03773585],0.49032455318272156,[0.77234352 0.3652968  0.33333333],0.43841976100444047,[0.76720648 0.52805281 0.02      ],,0.6594412326812744,0.4544992900294888,[0.7933635  0.49596557 0.0741688 ],0.586710606338594,[0.79157261 0.4213894  0.54716981],0.4791858032650646,[0.79516251 0.60261438 0.03978052],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6383141875267029,0.4820574223767995,[0.76927478 0.41710367 0.25979381],0.4897200172195364,[0.76110954 0.40805051 0.3       ],0.4777585618596562,[0.77761712 0.42656766 0.22909091],,0.671162486076355,0.5445764299024138,[0.79170311 0.50546624 0.33655994],0.5502904233461965,[0.78532474 0.49746835 0.36807818],0.5406417162200957,[0.79818594 0.51372549 0.31001372],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6454023122787476,0.4862710178117273,[0.77412849 0.43891229 0.24577227],0.5014201202557621,[0.77123995 0.40957827 0.32344214],0.4826642820441674,[0.77703875 0.47277228 0.19818182],,0.6668272614479065,0.521073192225149,[0.79333084 0.49537893 0.2745098 ],0.538273854645536,[0.78367748 0.46853147 0.36261261],0.5165218899631182,[0.80322499 0.5254902  0.22085048],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6381226181983948,0.5146361318938654,[0.76369559 0.44581281 0.3344    ],0.5082208239282768,[0.78246359 0.44362745 0.29857143],0.5246088755781303,[0.74580682 0.4480198  0.38      ],,0.6695568561553955,0.5665302314784054,[0.78655419 0.51111111 0.40192539],0.5610841681228566,[0.79818418 0.52708333 0.35798499],0.5764995161301832,[0.77525825 0.49607843 0.45816187],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(128, 128)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6272030472755432,0.5092054430045864,[0.75381394 0.43171806 0.34208433],0.5014087455516681,[0.78066914 0.41945525 0.30410184],0.5214578340425136,[0.72874494 0.44471947 0.39090909],,0.6673089265823364,0.5679627852544303,[0.78293278 0.50821828 0.41273729],0.5610288702379508,[0.79905561 0.51124339 0.37278761],0.5783178566351095,[0.76744772 0.50522876 0.46227709],20,3,5,6,15,3,umap,16,,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,"(12,)",300,"(128, 128)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,3
