,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size
0,0.7852612137794495,0.5278449614260327,[0.87235714 0.43153348 0.27964427],0.5092865355162836,[0.89744108 0.38217292 0.24824561],0.5547695835848349,[0.84863729 0.49553571 0.32013575],0.781334638595581,0.5338500108613997,[0.86872617 0.44763595 0.28518791],0.5133255328334148,[0.8987925  0.38624339 0.25494071],0.5654727246035205,[0.84060627 0.53223331 0.3235786 ],1e-06,1,focal,2,True,5,8
0,0.7766609191894531,0.5306313545535675,[0.86600126 0.44467171 0.28122109],0.5065673591459121,[0.90348025 0.37835016 0.23787167],0.5715286022429575,[0.8315079  0.53918651 0.3438914 ],0.7763327956199646,0.5389379420750227,[0.864795   0.45873261 0.29328622],0.5141620905830042,[0.90445033 0.38405797 0.25397797],0.5816386732297382,[0.82847095 0.5694551  0.34698997],1e-06,12,focal,2,True,5,8
0,0.7895076274871826,0.53451440625591,[0.87507757 0.44180842 0.28665724],0.515502558082398,[0.89822327 0.40252855 0.24575586],0.5621898296591518,[0.85309475 0.48958333 0.3438914 ],0.7857946753501892,0.535356877760558,[0.87213633 0.45732315 0.27661115],0.5154140908972048,[0.89920564 0.40310304 0.24393359],0.5648143893025485,[0.84664917 0.52839601 0.31939799],1e-06,123,focal,2,True,5,8
