,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.8062244653701782,0.4862493114633983,[0.88893119 0.40339995 0.16641679],0.5027059449665648,[0.88575583 0.37569534 0.24666667],0.48440362588687486,[0.89212939 0.43551587 0.12556561],,0.8029261231422424,0.4885736644919842,[0.88657648 0.42377261 0.1553719 ],0.499736659912892,[0.88692807 0.38449515 0.22778675],0.49203528978557615,[0.88622517 0.47198772 0.11789298],35,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)","(32, 32)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.7991292476654053,0.48644951048397883,[0.8848852  0.38550984 0.18895349],0.5004821791492288,[0.8862417  0.3509772  0.26422764],0.48605701549312763,[0.88353286 0.42757937 0.14705882],,0.7936309576034546,0.47792742929855997,[0.88073851 0.41063213 0.14241164],0.4807929585686557,[0.8849     0.36929206 0.18818681],0.48451964942394726,[0.87661598 0.46239447 0.11454849],35,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)","(32, 32)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.7982692122459412,0.4844466569117485,[0.88413502 0.41065141 0.15855355],0.48805367192907506,[0.88931839 0.36906646 0.20577617],0.49025620394192665,[0.87901172 0.46279762 0.12895928],,0.7891709208488464,0.48286440935559405,[0.87770072 0.4084507  0.1624418 ],0.48555869295454857,[0.88736458 0.35628571 0.21302578],0.4926757050441382,[0.86824508 0.47851113 0.1312709 ],35,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)","(32, 32)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.8087508082389832,0.47504877053252365,[0.89120838 0.38740009 0.14653784],0.5017073171069445,[0.88274613 0.36818588 0.25418994],0.47050192409561326,[0.89983444 0.40873016 0.10294118],,0.8110124468803406,0.4899076127683116,[0.89217301 0.4195606  0.15798923],0.5178341165089938,[0.88587753 0.38973009 0.27789474],0.4877542204533691,[0.89855862 0.45433615 0.11036789],35,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)","(32, 32)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.8021393418312073,0.4888537731117896,[0.88572614 0.40441176 0.17642342],0.5164266837933357,[0.88773748 0.35851227 0.3030303 ],0.49064932122733057,[0.88372389 0.46378968 0.12443439],,0.7966320514678955,0.4913149144143825,[0.8819764  0.42965595 0.1623124 ],0.5012283641229013,[0.89057214 0.37099024 0.24212272],0.5019930948035299,[0.873545   0.51036071 0.12207358],35,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)","(32, 32)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7994517087936401,0.49764208738291127,[0.88470074 0.42150353 0.18672199],0.5016232232733429,[0.89375528 0.37090087 0.24021352],0.5055459949304905,[0.87582781 0.48809524 0.15271493],,0.7943812012672424,0.5031299676712567,[0.87984516 0.43857965 0.19096509],0.5055320409707219,[0.89322717 0.37602852 0.24734043],0.5161567382789239,[0.86685819 0.52609363 0.15551839],35,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)","(32, 32)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7862287759780884,0.5022933479451471,[0.87540269 0.41062603 0.22085133],0.49635165933858866,[0.89512211 0.35105634 0.24287653],0.517855235290471,[0.85653337 0.49454365 0.20248869],,0.7830019593238831,0.5096239291580094,[0.87219765 0.42483056 0.23184358],0.5040682652234866,[0.89578656 0.35486361 0.26155462],0.5290588857769524,[0.84981921 0.52916347 0.20819398],35,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)","(32, 32)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.807407021522522,0.5089156830765039,[0.88922242 0.42222718 0.21529745],0.5211742412906023,[0.89187112 0.38377282 0.28787879],0.5092603790256692,[0.8865894  0.46924603 0.1719457 ],,0.7989662885665894,0.49860459125562473,[0.88381825 0.4192625  0.19273302],0.5076168496075376,[0.88900025 0.37353735 0.26031294],0.503150007226773,[0.87869632 0.47774367 0.15301003],35,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)","(32, 32)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8088045716285706,0.4988562717834047,[0.89034109 0.42714571 0.17908202],0.515039410104294,[0.89142091 0.38628159 0.26741573],0.5005192792858356,[0.88926388 0.47767857 0.13461538],,0.8062607049942017,0.5035135325965427,[0.88794863 0.44558047 0.17701149],0.5220557697838837,[0.89239081 0.39068826 0.28308824],0.5102440076902311,[0.88355045 0.51841903 0.12876254],35,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)","(32, 32)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8019242882728577,0.5094701387589269,[0.88562824 0.41443067 0.22835151],0.5115932486902849,[0.89116699 0.37990905 0.2637037 ],0.5124561874050576,[0.88015792 0.45585317 0.20135747],,0.7986745238304138,0.5169931528321463,[0.88271404 0.43654652 0.2317189 ],0.5163040744183468,[0.89316499 0.38761536 0.26813187],0.525378159144921,[0.87250483 0.49961627 0.20401338],35,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)","(128, 128)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
