,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.8141260147094727,0.55805547504151,[0.89150454 0.49285867 0.28980322],0.5489376119843258,[0.90823203 0.43214953 0.30643127],0.5745605481678718,[0.87538207 0.5734127  0.27488688],,0.8062189817428589,0.5534625654822222,[0.88568314 0.49650572 0.27819884],0.5429198739560973,[0.90718812 0.42357724 0.29799427],0.5752711440051226,[0.8651741  0.59976976 0.26086957],5,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(10,)","(32, 32)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.8158460259437561,0.5620247937766317,[0.89271746 0.48844444 0.30491248],0.5511157158310666,[0.90651874 0.44243156 0.30439684],0.5766329533737987,[0.87933011 0.54513889 0.30542986],,0.8079279661178589,0.5545049089265316,[0.88714322 0.49426625 0.28210526],0.5417470558790988,[0.90515953 0.43594254 0.2841391 ],0.5735122443735886,[0.86983011 0.57060629 0.28010033],5,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(10,)","(32, 32)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.8229950666427612,0.5689607016626667,[0.89697555 0.50158299 0.30832356],0.562475002636693,[0.90654266 0.46093101 0.31995134],0.5784062570802929,[0.88760825 0.55009921 0.29751131],,0.812388002872467,0.5581334682629192,[0.8898856  0.50266489 0.28184991],0.5481568605066133,[0.9056778  0.44408476 0.29470803],0.574583313886405,[0.8746347  0.57904835 0.27006689],5,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(10,)","(32, 32)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64
