,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,transformer_encoder_layers,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.8155772686004639,0.5297847120180184,[0.89419338 0.4389234  0.25623736],0.5405036202500098,[0.89504913 0.40926641 0.31719533],0.5271618963428469,[0.89333928 0.47321429 0.21493213],,0.8114709854125977,0.5350502518561143,[0.89069814 0.45626191 0.25819071],0.540758121110533,[0.89546934 0.41585096 0.31095406],0.5373618388061817,[0.88597751 0.50537222 0.22073579],20,3,5,6,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.820898711681366,0.5124347871011153,[0.89762536 0.44042806 0.19925094],0.5360800480155697,[0.89031571 0.42302421 0.29490022],0.5049446407305777,[0.90505604 0.4593254  0.15045249],,0.8178483843803406,0.5091830131064548,[0.8955849  0.45679012 0.17517401],0.5332033422765373,[0.89097505 0.42265013 0.28598485],0.5078090160642786,[0.90024271 0.49693016 0.12625418],20,3,5,6,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.816329836845398,0.5337880765635069,[0.89450858 0.44449573 0.26235992],0.5419789264339632,[0.89593714 0.41562365 0.31437599],0.5319587526808992,[0.89308456 0.47767857 0.22511312],,0.8111374974250793,0.5348120894901732,[0.89054118 0.4655794  0.24831569],0.5370002110656994,[0.89723479 0.42124884 0.29251701],0.5400011498224447,[0.8839467  0.52033768 0.21571906],20,3,5,6,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.8288002610206604,0.5027671847225036,[0.90345835 0.39466806 0.21017515],0.5664469327947607,[0.88221373 0.41712707 0.4       ],0.4809297686075052,[0.9257514  0.37450397 0.14253394],,0.8206827640533447,0.5002010740914263,[0.89801183 0.41684373 0.18574766],0.5368248767808694,[0.88265404 0.41968106 0.30813953],0.4869670579125565,[0.91391352 0.41404451 0.13294314],20,3,5,6,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.8281552195549011,0.4939811922159689,[0.90322181 0.38644438 0.19227738],0.5422192701293431,[0.87946429 0.43031041 0.31688312],0.47233400562919453,[0.92829852 0.35069444 0.13800905],,0.8221833109855652,0.48990630422676995,[0.89946222 0.38455044 0.18570625],0.5292455271276215,[0.87644515 0.42729831 0.28399312],0.4704195338204258,[0.92372084 0.3495779  0.13795987],20,3,5,6,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.8229413032531738,0.505210750476838,[0.89940385 0.39351125 0.22271715],0.5407987798269641,[0.88203245 0.41638981 0.32397408],0.48672412871867493,[0.91747326 0.37301587 0.16968326],,0.8179734349250793,0.49883946315697375,[0.89648604 0.42398778 0.17604457],0.523313799114908,[0.88411521 0.42205323 0.26377295],0.48908504870005287,[0.90920798 0.42594014 0.13210702],20,3,5,6,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0003,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7944527864456177,0.4084489380041214,[0.88337124 0.34197557 0.        ],0.3925076657105732,[0.87650451 0.30101848 0.        ],0.4287265806305542,[0.89034641 0.39583333 0.        ],,0.7965487241744995,0.42120074441471456,[0.88419236 0.37940988 0.        ],0.4021176848788459,[0.88045774 0.32589532 0.        ],0.44730373564595843,[0.88795879 0.45395242 0.        ],20,3,5,6,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.7948828339576721,0.418645356242352,[0.88261035 0.36459209 0.00873362],0.4401552677812899,[0.87904245 0.31642336 0.125     ],0.4402639154659996,[0.88620734 0.43005952 0.00452489],,0.7918803095817566,0.42381177407015236,[0.88014851 0.38326756 0.00801925],0.4344217173498655,[0.87966949 0.32555645 0.09803922],0.45021890325739616,[0.88062806 0.46584804 0.0041806 ],20,3,5,6,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8080520033836365,0.41237493681190635,[0.89173007 0.34539474 0.        ],0.4006240833537033,[0.87374725 0.328125   0.        ],0.42501733457859286,[0.91046867 0.36458333 0.        ],,0.8028843998908997,0.41293163861926246,[0.88849446 0.35030046 0.        ],0.3990957913885413,[0.87258226 0.32470511 0.        ],0.4284246855194873,[0.90499777 0.38027629 0.        ],20,3,5,6,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8185336589813232,0.5397691219955459,[0.89557455 0.43925006 0.28448276],0.5457167945110856,[0.89361567 0.43137255 0.31216216],0.5354249598747066,[0.89754203 0.44742063 0.26131222],,0.8127214312553406,0.5339253638287715,[0.89184287 0.46073487 0.24919835],0.5348285935435609,[0.89475521 0.434148   0.27558257],0.5357215535232606,[0.88894943 0.49079048 0.22742475],20,3,5,6,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(128, 128)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,3
