,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,num_layers,bidirectional,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size
0,,0.8204687237739563,0.5477858357145058,[0.8962698  0.48057554 0.26651217],0.5457887812765777,[0.89902614 0.46518106 0.27315914],0.5502450385825921,[0.89353031 0.49702381 0.260181  ],,0.8178066611289978,0.55027216611884,[0.89394316 0.48443891 0.27243442],0.55088161168577,[0.89823474 0.45144183 0.30296827],0.5532747023163059,[0.88969241 0.52264006 0.24749164],1,True,300,0.1,0.0005,1,focal,2,True,5,64
0,,0.8077295422554016,0.5386993837016885,[0.88839315 0.47943649 0.24826851],0.5264428705798855,[0.90233811 0.44234801 0.2346425 ],0.5539202655364518,[0.87487264 0.52331349 0.26357466],,0.8043432831764221,0.5461831250513525,[0.88459498 0.4852071  0.26874729],0.5353151841589344,[0.90253582 0.42438183 0.2790279 ],0.5643120328416942,[0.86735351 0.56638526 0.25919732],1,True,300,0.1,0.0005,12,focal,2,True,5,64
0,,0.8128359317779541,0.544028697472937,[0.89144514 0.47646795 0.264173  ],0.5367178214187418,[0.90228948 0.43458708 0.2732769 ],0.5545987448865323,[0.88085838 0.52728175 0.25565611],,0.8065941333770752,0.5454754978340023,[0.88657612 0.48028909 0.26956128],0.5386166381698353,[0.90238022 0.41987364 0.29359606],0.5604976632054796,[0.87131606 0.56101305 0.24916388],1,True,300,0.1,0.0005,123,focal,2,True,5,64
