,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.8084282875061035,0.545042739967741,[0.88769673 0.46433204 0.28309945],0.5400064199821005,[0.90124024 0.41149425 0.30728477],0.5565785959484829,[0.87455425 0.5327381  0.26244344],,0.8025092482566833,0.5484023728437536,[0.88358315 0.47086689 0.29075708],0.5436276256607845,[0.90376547 0.40005366 0.32706374],0.5660431427652372,[0.86428253 0.57214121 0.26170569],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,10,1,384,"(32, 32)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.8023543357849121,0.5473270940635709,[0.88406886 0.47476636 0.28314607],0.5324166031157079,[0.90763968 0.40836013 0.28125   ],0.5712411492870199,[0.86169129 0.56696429 0.28506787],,0.7934642434120178,0.5340917797387529,[0.87803637 0.46344525 0.26079372],0.5223277144545049,[0.90243647 0.39198514 0.27256153],0.5572299970700264,[0.854921   0.56676899 0.25      ],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,10,1,384,"(32, 32)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.8154160380363464,0.5351579651737312,[0.89378975 0.45414645 0.25753769],0.5372656828533292,[0.89725983 0.42498919 0.28954802],0.5366153557987411,[0.89034641 0.48759921 0.23190045],,0.8104289174079895,0.5416452055875866,[0.88938363 0.4716306  0.26392139],0.5407496330599408,[0.89841815 0.42414956 0.29968119],0.5491323574357198,[0.880529   0.53108212 0.23578595],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,10,1,384,"(32, 32)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.8032143712043762,0.4679655105282283,[0.88757733 0.37508914 0.14123007],0.48493417665776023,[0.87991239 0.36010954 0.2147806 ],0.4639832138493027,[0.89537697 0.39136905 0.10520362],,0.8053019642829895,0.4733536506509602,[0.88886707 0.39284436 0.13834951],0.5003761317177707,[0.88095354 0.36796247 0.25221239],0.4711923910688691,[0.89692407 0.42133538 0.09531773],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,10,1,384,"(32, 32)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7931627631187439,0.49161275479231964,[0.88122408 0.40171907 0.19189511],0.4872591989417548,[0.88977605 0.36923077 0.20277078],0.4984792779397376,[0.87283495 0.44047619 0.1821267 ],,0.7880871891975403,0.49834205416077887,[0.87665287 0.43213476 0.18623853],0.49124807351489586,[0.89356448 0.37387892 0.20630081],0.5139991916997452,[0.86036951 0.51189563 0.16973244],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,10,1,384,"(32, 32)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7973554134368896,0.49938160084411853,[0.88214424 0.42360683 0.19239374],0.512616965073338,[0.89379085 0.36178433 0.28227571],0.5092125164437201,[0.87079725 0.5109127  0.1459276 ],,0.7850860953330994,0.4780774628638227,[0.87428326 0.42353294 0.13641618],0.4869431916159501,[0.89206186 0.34779394 0.22097378],0.49910149888827154,[0.85719947 0.54144282 0.09866221],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,10,1,384,"(32, 32)",0.1,0.0003,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.8019780516624451,0.4223270303497868,[0.8877535  0.34234234 0.03688525],0.46340170114482704,[0.87418976 0.32036316 0.19565217],0.42988876438671914,[0.90174478 0.36755952 0.02036199],,0.7957150340080261,0.42171001992986606,[0.88370726 0.35433476 0.02708804],0.4433360535531386,[0.87407336 0.32059646 0.13533835],0.4348717578386842,[0.8935559  0.39600921 0.01505017],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,10,1,384,"(32, 32)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.7902064323425293,0.43665468649393224,[0.88148008 0.32425863 0.10422535],0.443373514150694,[0.87413901 0.31792183 0.1380597 ],0.4345030244791639,[0.88894549 0.33085317 0.08371041],,0.7830853462219238,0.4386698090465442,[0.87661069 0.34162579 0.09777295],0.44308936914791214,[0.87541988 0.31431335 0.13953488],0.44239739636891495,[0.87780475 0.37413661 0.07525084],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,10,1,384,"(32, 32)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8023005723953247,0.4446606554305272,[0.88657965 0.38857879 0.05882353],0.5030255576817056,[0.88221942 0.34254353 0.28431373],0.45756578300647255,[0.89098319 0.44890873 0.03280543],,0.7943812012672424,0.44005013625302164,[0.88145159 0.39331082 0.04538799],0.46729667192409224,[0.88103721 0.33849986 0.18235294],0.45902923565924314,[0.88186636 0.46930161 0.02591973],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,10,1,384,"(32, 32)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8049881458282471,0.5482926817142451,[0.88615245 0.46467274 0.29405286],0.5345920253810869,[0.90467029 0.4126251  0.28648069],0.5673865714282543,[0.86837748 0.53174603 0.3020362 ],,0.7975490689277649,0.5435182206543153,[0.88041436 0.47147921 0.27866109],0.5294817712130306,[0.90316195 0.40638889 0.27889447],0.5662031189721083,[0.85878449 0.56139678 0.27842809],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,10,1,384,"(128, 128)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,3
