,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,num_layers,bidirectional,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,model_id
0,,0.8258439302444458,0.5436232173982165,[0.90023437 0.46572631 0.26490898],0.5526065882309207,[0.89552615 0.46469136 0.29760226],0.5368153381520152,[0.90499236 0.46676587 0.23868778],,0.8195156455039978,0.549480163224507,[0.89525981 0.47071623 0.28246445],0.5559889111744424,[0.8957259  0.44620144 0.32603939],0.5473464750621118,[0.89479419 0.49808135 0.24916388],11,1,True,200,0.1,0.001,1,focal,2,True,5,64,0
0,,0.8115459084510803,0.5415674474909933,[0.89096593 0.47545455 0.25828186],0.532403775536385,[0.90204268 0.43875839 0.25641026],0.5530627077909899,[0.88015792 0.51884921 0.260181  ],,0.8019673824310303,0.541588421819507,[0.88342413 0.46986347 0.27147766],0.5313822681508903,[0.89999486 0.415      0.27915194],0.557703148085962,[0.86745257 0.54144282 0.26421405],11,1,True,200,0.1,0.001,12,focal,2,True,5,64,0
0,,0.7991292476654053,0.5320055784839289,[0.88198272 0.47247706 0.24155695],0.5186444438221968,[0.90388343 0.40755396 0.24449594],0.5539366458362368,[0.86111819 0.56200397 0.23868778],,0.7965903878211975,0.5419367465597901,[0.8791813  0.47920237 0.26742657],0.5296260527638038,[0.90441523 0.40335694 0.28110599],0.5668368300366149,[0.85531725 0.59017652 0.25501672],11,1,True,200,0.1,0.001,123,focal,2,True,5,64,0
0,,0.8071920275688171,0.5320249373169699,[0.888163   0.4656017  0.24231011],0.527535934826774,[0.90240536 0.40798806 0.27221439],0.5449505699432656,[0.87436322 0.5421627  0.21832579],,0.7959651350975037,0.5316745161499291,[0.87979306 0.46269592 0.25253456],0.5246099484727847,[0.9014187  0.39109698 0.28131417],0.5515543322427886,[0.85918074 0.56638526 0.22909699],11,1,True,200,0.1,0.0005,1,focal,2,True,5,64,1
0,,0.8173511028289795,0.5281002810859464,[0.89570239 0.45872832 0.22987013],0.5323346898445468,[0.89756378 0.42962321 0.26981707],0.5287128124584298,[0.8938487  0.49206349 0.20022624],,0.8047600984573364,0.5253646977529539,[0.88602086 0.45431685 0.23575639],0.528005062027126,[0.89490703 0.40339387 0.28571429],0.5326440915545257,[0.87730943 0.51995395 0.2006689 ],11,1,True,200,0.1,0.0005,12,focal,2,True,5,64,1
0,,0.8109546303749084,0.5276272288550333,[0.89053207 0.45876289 0.23358673],0.5346717760628797,[0.89929225 0.40454545 0.30017762],0.5342930940418279,[0.88194091 0.5297619  0.19117647],,0.8061356544494629,0.5308256934386871,[0.88625223 0.47273304 0.23349181],0.5398611467321238,[0.899755   0.40275527 0.31707317],0.5433575218825784,[0.87314874 0.57214121 0.18478261],11,1,True,200,0.1,0.0005,123,focal,2,True,5,64,1
0,,0.8098258376121521,0.5084233037170787,[0.89008249 0.44241634 0.19277108],0.5252479340576672,[0.89379735 0.39365816 0.28828829],0.5120516891309644,[0.88639837 0.50496032 0.14479638],,0.8025509715080261,0.5073144147104512,[0.88462116 0.45059543 0.18672666],0.5221793976677255,[0.89328822 0.38802661 0.28522337],0.5173794807476699,[0.87612066 0.5372218  0.13879599],11,1,True,200,0.1,0.0001,1,focal,2,True,5,64,2
0,,0.8051494359970093,0.4985440109076727,[0.88759255 0.43770174 0.17033774],0.5076004793033416,[0.89357857 0.38654504 0.24267782],0.5057907332571338,[0.88168619 0.50446429 0.13122172],,0.7974240183830261,0.5090247974083586,[0.88128175 0.4492298  0.19656284],0.5168250613635805,[0.89524248 0.38045793 0.27477477],0.5230365865983982,[0.86774976 0.54834996 0.15301003],11,1,True,200,0.1,0.0001,12,focal,2,True,5,64,2
0,,0.810793399810791,0.5065980930544781,[0.89116452 0.44778685 0.18084291],0.5236677806720761,[0.8957221  0.39499621 0.28028504],0.5123341080927758,[0.88665308 0.51686508 0.13348416],,0.8006335496902466,0.5013772389231884,[0.88357193 0.44709626 0.17346353],0.5173216551795075,[0.89300349 0.38189725 0.27706422],0.513244045418057,[0.87433751 0.53914045 0.12625418],11,1,True,200,0.1,0.0001,123,focal,2,True,5,64,2
0,,0.8225650191307068,0.5418843131052706,[0.89801493 0.4699183  0.25771971],0.5453931271457804,[0.89582409 0.46910529 0.27125   ],0.5388085818184182,[0.90021651 0.47073413 0.24547511],,0.8166812658309937,0.5510147346445556,[0.89309771 0.473589   0.2863575 ],0.5515176052371377,[0.89632808 0.44798084 0.3102439 ],0.5526930670666556,[0.88989053 0.50230238 0.26588629],11,1,True,300,0.1,0.001,1,focal,2,True,5,64,3
0,,0.8042356371879578,0.5394317664418633,[0.88579947 0.46539485 0.26710098],0.5265353639437192,[0.90187409 0.42094703 0.25678497],0.5563018897772501,[0.87028782 0.5203373  0.27828054],,0.79634028673172,0.5410496038745223,[0.87923982 0.47663551 0.26727348],0.5259929466384866,[0.90260824 0.41083333 0.26453726],0.5648847377511695,[0.85705087 0.56753645 0.27006689],11,1,True,300,0.1,0.001,12,focal,2,True,5,64,3
0,,0.7988604307174683,0.5305428720827822,[0.88172043 0.47262005 0.23728814],0.5168503699087968,[0.90284265 0.41068814 0.23702032],0.5518893709631926,[0.86156393 0.55654762 0.23755656],,0.7966737747192383,0.5408067708688827,[0.87912088 0.48069074 0.2626087 ],0.5279742577655197,[0.90362391 0.40674814 0.27355072],0.5653034676688159,[0.85591164 0.58749041 0.25250836],11,1,True,300,0.1,0.001,123,focal,2,True,5,64,3
0,,0.8267039060592651,0.5265841611688861,[0.9010282  0.46074835 0.21797594],0.5460558750051886,[0.89263842 0.45441389 0.29111531],0.5170157424491277,[0.90957718 0.4672619  0.17420814],,0.8195573091506958,0.5314285532576649,[0.89565797 0.4638404  0.23478729],0.5517920555871004,[0.89272709 0.43284574 0.32980333],0.526832890197345,[0.89860815 0.49961627 0.18227425],11,1,True,300,0.1,0.0005,1,focal,2,True,5,64,4
0,,0.8145560026168823,0.5363506649954216,[0.89305997 0.46923077 0.24676126],0.5342514048180518,[0.9000194  0.43136439 0.27137042],0.5422788667456567,[0.88620734 0.51438492 0.22624434],,0.8051769137382507,0.5398161825476351,[0.8856741  0.46337818 0.27039627],0.5374770270884573,[0.89835431 0.40849195 0.30558483],0.5503749783439353,[0.87334687 0.53530315 0.24247492],11,1,True,300,0.1,0.0005,12,focal,2,True,5,64,4
0,,0.8077832460403442,0.5217886583253222,[0.88825788 0.46621905 0.21088904],0.5247380452249949,[0.90037287 0.404      0.26984127],0.5335442626419448,[0.8764646  0.55109127 0.17307692],,0.8050935864448547,0.5317330737388682,[0.88562651 0.47223094 0.23734177],0.5405257255682493,[0.90073247 0.39941614 0.32142857],0.5455531308362288,[0.87101887 0.57751343 0.18812709],11,1,True,300,0.1,0.0005,123,focal,2,True,5,64,4
0,,0.8148247599601746,0.5026755913850646,[0.89398609 0.43890386 0.17513683],0.5255474375423217,[0.89203069 0.40106732 0.2835443 ],0.5024233082886179,[0.89595008 0.48462302 0.12669683],,0.8100954294204712,0.5079276831339302,[0.88993195 0.45363908 0.18021201],0.5324178994835699,[0.89241421 0.40005862 0.30478088],0.5130603808568517,[0.88746347 0.52379125 0.12792642],11,1,True,300,0.1,0.0001,1,focal,2,True,5,64,5
0,,0.8149322867393494,0.5172624294521185,[0.89385831 0.4471823  0.21074669],0.5277952854268981,[0.89431413 0.41402619 0.27504554],0.516776181803451,[0.89340295 0.48611111 0.17081448],,0.805510401725769,0.5186527479276609,[0.88685931 0.45128723 0.2178117 ],0.5245932874046441,[0.89363842 0.40185796 0.27828349],0.5245645926076877,[0.88018228 0.51458173 0.17892977],11,1,True,300,0.1,0.0001,12,focal,2,True,5,64,5
0,,0.8039668798446655,0.5078536637303244,[0.88672868 0.44153651 0.19529579],0.5149383731116632,[0.89656968 0.38427627 0.26396917],0.5169759857868544,[0.87710138 0.51884921 0.15497738],,0.7931724190711975,0.50214934978289,[0.87844956 0.4448249  0.18317359],0.5068610971350399,[0.89420215 0.37418172 0.25219941],0.5184683434526474,[0.86324236 0.54834996 0.14381271],11,1,True,300,0.1,0.0001,123,focal,2,True,5,64,5
0,,0.8203611969947815,0.5433493122429816,[0.89656051 0.4752426  0.25824483],0.5429408107920233,[0.89678899 0.47678482 0.25524862],0.5437848931104677,[0.89633214 0.47371032 0.26131222],,0.8147638440132141,0.5496068599475071,[0.89179643 0.47291362 0.28411054],0.5471773880421859,[0.89571778 0.45206438 0.29375   ],0.5529239470535313,[0.88790926 0.49577897 0.27508361],11,1,True,400,0.1,0.001,1,focal,2,True,5,64,6
0,,0.8041818737983704,0.5404093065076062,[0.88550015 0.47397564 0.26175214],0.5262797700481029,[0.90269233 0.42817127 0.24797571],0.5589512917863132,[0.86895059 0.53075397 0.27714932],,0.7976324558258057,0.5429388117306249,[0.88034513 0.47673657 0.27173474],0.527233958196191,[0.90263322 0.41595197 0.26311668],0.5661315342500496,[0.85913121 0.55832694 0.28093645],11,1,True,400,0.1,0.001,12,focal,2,True,5,64,6
0,,0.7956891059875488,0.5329767343158145,[0.8791079  0.4847866  0.23503569],0.5155987122338087,[0.90639794 0.41200972 0.22838847],0.561428091217242,[0.85341314 0.58878968 0.24208145],,0.7918385863304138,0.5423021561314126,[0.87543244 0.48582259 0.26565144],0.5257878924307074,[0.90692365 0.40160441 0.26883562],0.574443938242626,[0.84605478 0.61473523 0.26254181],11,1,True,400,0.1,0.001,123,focal,2,True,5,64,6
0,,0.827671468257904,0.5280530723101566,[0.90168274 0.45930661 0.22316986],0.5493642855227469,[0.89251404 0.45538762 0.3001912 ],0.5173124111817139,[0.91104177 0.46329365 0.17760181],,0.8207244277000427,0.5304058734929797,[0.89665362 0.45709124 0.23747277],0.5546838510866154,[0.89153854 0.43188802 0.340625  ],0.5231734136677917,[0.90182773 0.48541827 0.18227425],11,1,True,400,0.1,0.0005,1,focal,2,True,5,64,7
0,,0.8144485354423523,0.5347208781843082,[0.89294521 0.46617238 0.24504505],0.5322486733585008,[0.89815113 0.4373913  0.26120359],0.5391921513610255,[0.88779929 0.49900794 0.23076923],,0.8057605028152466,0.5385428564305564,[0.88609753 0.46304752 0.26648352],0.5352306749957831,[0.89718725 0.41397037 0.29453441],0.5479719414113512,[0.87527862 0.52532617 0.24331104],11,1,True,400,0.1,0.0005,12,focal,2,True,5,64,7
0,,0.8060632348060608,0.5249937271287363,[0.88732667 0.46204476 0.22560976],0.5192709803084335,[0.89886319 0.41424076 0.24470899],0.5358933244719182,[0.87608253 0.52232143 0.20927602],,0.8063023686408997,0.5385629004854106,[0.88620889 0.47403989 0.25543992],0.5362832868510178,[0.89924536 0.41548685 0.29411765],0.5503670128094009,[0.873545   0.55180353 0.22575251],11,1,True,400,0.1,0.0005,123,focal,2,True,5,64,7
0,,0.8137497305870056,0.5049500030922833,[0.89322304 0.4381122  0.18351477],0.5278485896788857,[0.89259824 0.39741519 0.29353234],0.5051427006530239,[0.8938487  0.48809524 0.13348416],,0.8077195882797241,0.5031454068183451,[0.88843057 0.44771188 0.17329377],0.5276875353915165,[0.89139865 0.39309545 0.29856851],0.5091699080954603,[0.88548219 0.51995395 0.12207358],11,1,True,400,0.1,0.0001,1,focal,2,True,5,64,8
0,,0.8112233877182007,0.5197191052637424,[0.89174054 0.44534231 0.22207447],0.5241266557949649,[0.89630106 0.40672407 0.26935484],0.5227345678748093,[0.88722618 0.49206349 0.18891403],,0.7995498180389404,0.5137623694112868,[0.88281603 0.451474   0.20699708],0.512695330635986,[0.8938417  0.39714452 0.24709977],0.5243921595961706,[0.87205904 0.52302379 0.17809365],11,1,True,400,0.1,0.0001,12,focal,2,True,5,64,8
0,,0.8134809732437134,0.4899274415843439,[0.89285147 0.43893959 0.13799127],0.5281988156940854,[0.89134988 0.39056458 0.30268199],0.4949055682158525,[0.89435813 0.50099206 0.08936652],,0.8068858981132507,0.4963270196598537,[0.8877622  0.4473727  0.15384615],0.5281418918685805,[0.89090637 0.38830839 0.30521092],0.505037169814249,[0.88464015 0.52762855 0.10284281],11,1,True,400,0.1,0.0001,123,focal,2,True,5,64,8
