,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.806331992149353,0.5413028105240499,[0.88593476 0.47053925 0.26743442],0.5385855056295921,[0.90249703 0.40545389 0.3078056 ],0.5556368823071199,[0.86996943 0.56051587 0.23642534],,0.7993831038475037,0.5394639171906165,[0.88107848 0.47309136 0.26422191],0.5343948001318558,[0.90199232 0.39936609 0.30182599],0.5587539530993216,[0.86111249 0.58019954 0.23494983],11,3,5,3,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.818264901638031,0.5376638365130054,[0.89444462 0.48128342 0.23726346],0.552464800145419,[0.90164995 0.42309139 0.33265306],0.5432594650188144,[0.88735354 0.55803571 0.18438914],,0.811887800693512,0.5378553541400476,[0.88992505 0.48351295 0.24012807],0.5496701209337255,[0.90092376 0.41622819 0.33185841],0.5480215667162924,[0.87919164 0.57674597 0.18812709],11,3,5,3,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.8276177048683167,0.5286952455127106,[0.90088832 0.48161435 0.20358306],0.5668380537808261,[0.89769853 0.43944354 0.36337209],0.5260805587305392,[0.90410087 0.5327381  0.14140271],,0.8203909993171692,0.5206724559336368,[0.8959635  0.49015025 0.17590361],0.5484826217268683,[0.89698655 0.43380615 0.31465517],0.526777265054672,[0.89494279 0.56331543 0.12207358],11,3,5,3,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.8135347366333008,0.5601537351903471,[0.89043941 0.49670423 0.29331756],0.5499794372707197,[0.90794176 0.43468552 0.30731103],0.5778357162755293,[0.87359908 0.57936508 0.28054299],,0.8057605028152466,0.5529174775361771,[0.88528073 0.48775742 0.28571429],0.5426691577636326,[0.90444938 0.42235327 0.30120482],0.5719255177174475,[0.86690772 0.5771297  0.27173913],11,3,5,3,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.81186842918396,0.5468329130581604,[0.89024153 0.48171501 0.2685422 ],0.5441042259991818,[0.90554604 0.41794311 0.30882353],0.5604848961150091,[0.87544575 0.56845238 0.23755656],,0.8047184348106384,0.5413138070873978,[0.88496603 0.48037975 0.25859564],0.5395818376851217,[0.90277205 0.40872375 0.30724971],0.5578649647921583,[0.86784883 0.58250192 0.22324415],11,3,5,3,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.8127821683883667,0.5572000927741739,[0.89104022 0.49581814 0.28474192],0.5439365510893581,[0.90953707 0.43672082 0.28555176],0.5768766809378417,[0.87328069 0.5734127  0.28393665],,0.8025509715080261,0.5498011855022541,[0.88288059 0.49558916 0.2709338 ],0.5372158022210026,[0.90649134 0.42036344 0.28479263],0.5741456122124485,[0.86046857 0.60360706 0.2583612 ],11,3,5,3,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.8056331872940063,0.563444851856855,[0.88527812 0.49168745 0.31336898],0.5439608478833434,[0.91161787 0.42310443 0.29716024],0.5928904157746191,[0.86041773 0.58680556 0.33144796],,0.7974240183830261,0.5514048696049045,[0.87944422 0.49230286 0.28246753],0.5330254984952846,[0.90787323 0.41675532 0.27444795],0.5816720577085962,[0.85274159 0.60130468 0.2909699 ],11,3,5,3,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8046119213104248,0.5553280736168058,[0.8844684  0.48332988 0.29818594],0.5405702029136715,[0.90798739 0.41485958 0.29886364],0.5795057983288409,[0.86213704 0.57886905 0.29751131],,0.7949230670928955,0.5472751779169956,[0.87787801 0.48124711 0.28270042],0.53153488536289,[0.90672508 0.40253034 0.28534923],0.5763816746884257,[0.85080985 0.59823484 0.28010033],11,3,5,3,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8026768565177917,0.555007008939642,[0.88391213 0.49080482 0.29030407],0.5388623179429648,[0.91396899 0.40808944 0.29452852],0.585847907539084,[0.85576923 0.6155754  0.2861991 ],,0.7979242205619812,0.5530643306950985,[0.87950572 0.497397   0.28229028],0.5395139179632125,[0.91156933 0.40612096 0.30085147],0.5857012282017949,[0.84962108 0.64159632 0.26588629],11,3,5,3,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8106321096420288,0.555442695952491,[0.88943712 0.47932131 0.29756965],0.5461386766308807,[0.90716461 0.41867358 0.31257783],0.572280574934451,[0.8723892  0.56051587 0.28393665],,0.800258457660675,0.5500285021075977,[0.88182534 0.47701511 0.29124505],0.539025839573806,[0.90531093 0.40443139 0.30733519],0.5725446824603386,[0.85952747 0.58135073 0.27675585],11,3,5,3,15,3,umap,16,,['time_encoding'],['z_score'],True,True,384,1,True,signature,"(12,)",300,"(128, 128)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
