,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,transformer_encoder_layers,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.7959040999412537,0.4043189112580659,[0.88403477 0.32448245 0.00443951],0.4287292904263318,[0.87158859 0.29695222 0.11764706],0.4189143004516008,[0.89684157 0.35763889 0.00226244],,0.7944229245185852,0.41590557931041094,[0.88282883 0.36324856 0.00163934],0.4118496110066012,[0.87659928 0.31728289 0.04166667],0.43825754152704044,[8.89147556e-01 4.24788949e-01 8.36120401e-04],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.8085895776748657,0.3890587287698644,[0.89401489 0.26882291 0.00433839],0.4019867848884202,[0.8646044  0.28872437 0.05263158],0.39308240913957704,[0.92549669 0.2514881  0.00226244],,0.7981743216514587,0.3890789317280596,[0.88759531 0.26847721 0.01116427],0.418321093114679,[0.86279461 0.27147901 0.12068966],0.39508596241410426,[0.91386399 0.26554106 0.00585284],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.8145022392272949,0.4090678850431318,[0.89635802 0.32439402 0.00645161],0.4242518251704582,[0.86972928 0.33780881 0.06521739],0.41335550252817493,[0.92466887 0.31200397 0.00339367],,0.8125547170639038,0.41896762906171287,[0.89443211 0.36085396 0.00161681],0.417216104190417,[0.87184311 0.35541496 0.02439024],0.42850697524562925,[9.18222795e-01 3.66462011e-01 8.36120401e-04],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.8196624517440796,0.5274988878442367,[0.89671809 0.44865121 0.23712737],0.5395016201316781,[0.89393748 0.42895928 0.29560811],0.5225726476700376,[0.89951605 0.4702381  0.1979638 ],,0.8180567622184753,0.531151928262409,[0.89523857 0.4669247  0.23129252],0.5450847094790187,[0.89503911 0.43112411 0.30909091],0.529810078352614,[0.89543811 0.50920952 0.18478261],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.8170823454856873,0.5352515143920088,[0.8951444  0.42489586 0.28571429],0.5424180245855124,[0.89225611 0.41985472 0.31514325],0.5298077309544976,[0.89805145 0.43005952 0.26131222],,0.8126380443572998,0.5348890761796673,[0.89158902 0.46148295 0.25159526],0.535525586248657,[0.89454527 0.43547838 0.27655311],0.5367373168783951,[0.88865224 0.49079048 0.23076923],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.8249838948249817,0.4839531536463486,[0.90076669 0.40166748 0.14942529],0.5889379737832953,[0.88212672 0.3971872  0.4875    ],0.4715655684076992,[0.92021141 0.40625    0.08823529],,0.8195573091506958,0.4795025096650936,[0.89710046 0.43396905 0.10743802],0.5325015022880645,[0.88428042 0.40853659 0.3046875 ],0.4794310941026037,[0.91029769 0.4627782  0.06521739],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0003,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.8112771511077881,0.5330962544126626,[0.89072508 0.44869726 0.25986642],0.5318976105434045,[0.89600515 0.41921586 0.28047182],0.5367424046938071,[0.88550688 0.48263889 0.24208145],,0.8069276213645935,0.5281481890716532,[0.88790494 0.46694073 0.22959889],0.5248590638660301,[0.89694734 0.4217203  0.25590956],0.5367536048084796,[0.87904304 0.52302379 0.20819398],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8175123333930969,0.5352204375565144,[0.89515105 0.43562874 0.27488152],0.5396722345704449,[0.89220648 0.43825301 0.28855721],0.5311980943676503,[0.89811513 0.43303571 0.26244344],,0.8130549192428589,0.5388571456028802,[0.89189391 0.46156642 0.26311111],0.5381430103919809,[0.89520958 0.43838454 0.28083491],0.5411437526836574,[0.8886027  0.48733691 0.24749164],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.8204687237739563,0.5138571661934275,[0.89714719 0.4412993  0.203125  ],0.5446901329954191,[0.89122785 0.41455972 0.32828283],0.5073102364566134,[0.9031457  0.47172619 0.14705882],,0.8144304156303406,0.5242104889589349,[0.89272962 0.4561882  0.22371365],0.5473683709307474,[0.89383783 0.41042945 0.33783784],0.5240929256432548,[0.89162415 0.51343054 0.16722408],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(32, 32)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.801870584487915,0.4096425502095789,[0.88758395 0.33294034 0.00840336],0.4157318347359486,[0.8710686  0.31730337 0.05882353],0.41982031534524716,[0.90473765 0.35019841 0.00452489],,0.8028427362442017,0.426940230679862,[0.88787286 0.37737151 0.01557632],0.44435069366646535,[0.87668389 0.34273183 0.11363636],0.442504265431217,[0.89935113 0.41980046 0.0083612 ],35,3,5,11,15,3,umap,16,12,['time_encoding'],['z_score'],True,True,384,1,True,signature,2,10,1,"(128, 128)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,3
