,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.7995592355728149,0.5455749189969202,[0.8817858  0.47184874 0.28309022],0.5286640944039075,[0.90579467 0.40925656 0.27094105],0.5708135174316514,[0.85901681 0.55704365 0.29638009],,0.7872952222824097,0.5371640991842135,[0.87360747 0.47008547 0.26779935],0.5187758683957854,[0.90665459 0.39026863 0.25940439],0.5701948558328408,[0.84288474 0.59094398 0.27675585],35,3,5,11,15,3,umap,16,10,['time_encoding'],['z_score'],True,True,384,1,True,signature,5,1,384,"(128, 128)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.8056869506835938,0.5492364618214901,[0.8865839  0.46471523 0.29641026],0.5340882302792711,[0.90288506 0.42827269 0.27110694],0.5685735040039676,[0.87086093 0.50793651 0.32692308],,0.8018423318862915,0.5475493914565112,[0.88350226 0.47614196 0.28300395],0.5324998391071277,[0.90208527 0.42704843 0.26836582],0.5676632610622482,[0.86566942 0.53798926 0.2993311 ],35,3,5,11,15,3,umap,16,10,['time_encoding'],['z_score'],True,True,384,1,True,signature,5,1,384,"(128, 128)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.8077295422554016,0.555305865547466,[0.88767869 0.4638004  0.3144385 ],0.5410604691595017,[0.90406075 0.42094622 0.29817444],0.5736093363308984,[0.87187978 0.51636905 0.33257919],,0.7990496158599854,0.5512009064195347,[0.88095842 0.476348   0.2962963 ],0.5340713907508126,[0.90343068 0.41860465 0.28017884],0.5755097527669474,[0.859577   0.55257099 0.31438127],35,3,5,11,15,3,umap,16,10,['time_encoding'],['z_score'],True,True,384,1,True,signature,5,1,384,"(128, 128)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64
