,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size
0,,0.8044506311416626,0.5350274916020571,[0.88617206 0.43805935 0.28085106],0.5258885642327452,[0.89556509 0.41704036 0.26506024],0.5456420257014336,[0.87697402 0.46130952 0.29864253],,0.7991330027580261,0.5366943801076405,[0.88213253 0.4487873  0.27916331],0.525485420379751,[0.89594401 0.41152    0.26899225],0.5507835916443216,[0.8687404  0.49347659 0.29013378],"(512, 512)",0.1,0.0001,1,focal,2,True,5,64
0,,0.8110621571540833,0.5351282141909075,[0.89104425 0.42800397 0.28633642],0.532432002590666,[0.89289597 0.42842942 0.27597062],0.5380969603554333,[0.8892002  0.42757937 0.29751131],,0.8045933842658997,0.5321337458680024,[0.88626513 0.43624285 0.27389326],0.5275659275116623,[0.89141655 0.42019197 0.27108927],0.5371658188103448,[0.88117292 0.45356869 0.27675585],"(512, 512)",0.1,0.0001,12,focal,2,True,5,64
0,,0.8124059438705444,0.5325628723052208,[0.89184109 0.43089031 0.27495722],0.5323428646066055,[0.89238126 0.42731707 0.27733026],0.5328166077094787,[0.89130158 0.43452381 0.27262443],,0.8053436875343323,0.528692879874136,[0.88701015 0.43013899 0.2689295 ],0.5272994782222412,[0.89059769 0.41090147 0.28039927],0.5310262989831459,[0.88345138 0.45126631 0.2583612 ],"(512, 512)",0.1,0.0001,123,focal,2,True,5,64
