,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,transformer_encoder_layers,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6392720341682434,0.37996787088722034,[0.78156313 0.17167382 0.18666667],0.43449309935945096,[0.68935042 0.33412888 0.28      ],0.3859223967509533,[0.90225564 0.11551155 0.14      ],,0.6461143493652344,0.41658468867414644,[0.78586909 0.27741331 0.18647166],0.48633432428916007,[0.68948469 0.49006623 0.27945205],0.41565399822480437,[0.91358025 0.19346405 0.1399177 ],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6463601589202881,0.3573790477982814,[0.78500307 0.17518248 0.11195159],0.44978975126505594,[0.68270259 0.33333333 0.33333333],0.3698169053458267,[0.92336611 0.11881188 0.06727273],,0.6535003185272217,0.40161516960005605,[0.78672182 0.27932961 0.13879408],0.5238025297248599,[0.67930403 0.48543689 0.40666667],0.4047490052262332,[0.93449232 0.19607843 0.08367627],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6643677949905396,0.429111576408801,[0.79863395 0.24816626 0.24053452],0.4996252022454905,[0.70975719 0.47877358 0.31034483],0.42560361704186606,[0.91295547 0.16749175 0.19636364],,0.6568722128868103,0.45166081586292134,[0.79102354 0.30257611 0.2613828 ],0.5241444509693526,[0.69938057 0.5338843  0.33916849],0.4446786670772562,[0.91030486 0.21111111 0.21262003],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6605364084243774,0.3432060134665013,[0.79583938 0.17963314 0.05414552],0.48635314488973025,[0.68399168 0.38482385 0.3902439 ],0.3658898764370364,[0.951417   0.11716172 0.02909091],,0.6480411291122437,0.3489856593878406,[0.78343949 0.20732336 0.05619413],0.5200849935167625,[0.66140503 0.49144254 0.40740741],0.37408208825368283,[0.96069539 0.13137255 0.03017833],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6637930870056152,0.3421165677326541,[0.79571961 0.1865623  0.0440678 ],0.48382906264018105,[0.68100432 0.44548287 0.325     ],0.3661782239531067,[0.95691151 0.1179868  0.02363636],,0.6483622193336487,0.34019746999352557,[0.78333333 0.17282609 0.06443299],0.5670883540075632,[0.65644694 0.51290323 0.53191489],0.36974685621848197,[0.97102545 0.10392157 0.03429355],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6618773937225342,0.36414907723790013,[0.79811069 0.14555256 0.14878398],0.4775511624688446,[0.68660138 0.39705882 0.34899329],0.3788390973278936,[0.95286293 0.08910891 0.09454545],,0.655266523361206,0.38651278468073497,[0.79038301 0.22767624 0.1414791 ],0.521036505333888,[0.67334634 0.56623377 0.32352941],0.3965609288983083,[0.95666415 0.14248366 0.09053498],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0003,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6505746841430664,0.2904099784803612,[0.78842292 0.08280702 0.        ],0.31448741714651135,[0.66646695 0.27699531 0.        ],0.33789618117393,[0.96500868 0.04867987 0.        ],,0.6400128602981567,0.3112710222278789,[0.77600485 0.15780822 0.        ],0.37856668771145974,[0.64756447 0.48813559 0.        ],0.35403988755996224,[0.96800202 0.09411765 0.        ],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6354405879974365,0.3164960541392632,[0.77713319 0.10774411 0.06461087],0.3761818898402424,[0.66756645 0.29304029 0.16793893],0.3452449224101126,[0.92972817 0.0660066  0.04      ],,0.631342351436615,0.3428523133818162,[0.77267544 0.17810372 0.07777778],0.43654009046620895,[0.6563931  0.44854881 0.20467836],0.36604984929499923,[0.93902746 0.11111111 0.04801097],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6618773937225342,0.31445330323664983,[0.7937374  0.14962251 0.        ],0.3725770863342321,[0.6728333  0.44489796 0.        ],0.35251510981057627,[0.96761134 0.08993399 0.        ],,0.6425818800926208,0.3060574393535648,[0.7786137  0.1368301  0.00272851],0.477515873015873,[0.64683333 0.53571429 0.25      ],0.3525437609886204,[0.97782817 0.07843137 0.00137174],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6599617004394531,0.2808009591521408,[0.79460026 0.04780262 0.        ],0.3431849857761995,[0.66484907 0.36470588 0.        ],0.3376178132561665,[0.98727588 0.02557756 0.        ],,0.6401734352111816,0.2864164912784381,[0.77808654 0.08116293 0.        ],0.3985351227264382,[0.64188636 0.55371901 0.        ],0.3438150568869523,[0.98765432 0.04379085 0.        ],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,1e-05,1,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6409961581230164,0.30489558949099116,[0.7797098  0.11734029 0.01763668],0.413224263721861,[0.66605204 0.27950311 0.29411765],0.34116238113111486,[0.94013881 0.07425743 0.00909091],,0.6371226906776428,0.31536423626319804,[0.7754895  0.14926988 0.02133333],0.4875570365520703,[0.64911685 0.43260188 0.38095238],0.3547109927647328,[0.96296296 0.09019608 0.01097394],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,1e-05,12,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6365900635719299,0.3056257112677976,[0.78451301 0.08894879 0.04341534],0.34115438530532627,[0.67443312 0.24264706 0.10638298],0.33975477362658185,[0.93753615 0.05445545 0.02727273],,0.6351959109306335,0.3138759203114916,[0.77455471 0.15931109 0.00776197],0.3897207531128963,[0.64976093 0.45121951 0.06818182],0.3531756735616058,[0.95867977 0.09673203 0.00411523],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,1e-05,123,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.632758617401123,0.4977834150517885,[0.76433309 0.42455043 0.30446673],0.4960333341117913,[0.77938082 0.40341753 0.30530165],0.5005038577889022,[0.74985541 0.4480198  0.30363636],,0.6547848582267761,0.5314626482251461,[0.78245436 0.47714465 0.33478894],0.5339892055261461,[0.78744578 0.45793269 0.35658915],0.5303552422340678,[0.77752583 0.49803922 0.31550069],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6555555462837219,0.43838543606626174,[0.78344612 0.34245187 0.18925831],0.49159750830140964,[0.71225745 0.44356955 0.31896552],0.42795622882126266,[0.87044534 0.27887789 0.13454545],,0.6620102524757385,0.4568509156681612,[0.79210555 0.36423298 0.21421421],0.530869937703511,[0.70732673 0.48898678 0.3962963 ],0.44564909640124917,[0.8999748  0.29019608 0.14677641],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6459770202636719,0.5244968474336525,[0.76713559 0.47530864 0.33104631],0.5182212286700366,[0.79497519 0.44637681 0.31331169],0.5334465962501398,[0.74117987 0.50825083 0.35090909],,0.6647399067878723,0.5469516073083515,[0.78995026 0.4971537  0.35375086],0.5454783546905818,[0.79984504 0.48161765 0.35497238],0.5488535057369999,[0.7802973  0.51372549 0.35253772],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.644444465637207,0.4875430479237708,[0.77342756 0.4109589  0.27824268],0.4991826734903764,[0.75642798 0.41353383 0.32758621],0.48048093820371046,[0.79120879 0.40841584 0.24181818],,0.6690751314163208,0.5159927246171,[0.79555072 0.47331787 0.27910959],0.5387401269108457,[0.76476058 0.4801614  0.37129841],0.5063949310862891,[0.82892416 0.46666667 0.22359396],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6415708661079407,0.44379063377844186,[0.77489472 0.36574871 0.19072848],0.48804457193511047,[0.73071996 0.38219424 0.35121951],0.4354411166969791,[0.82475419 0.35066007 0.13090909],,0.6653821468353271,0.4841506597328859,[0.79326365 0.4322807  0.22690763],0.5419068117019208,[0.73583279 0.46666667 0.42322097],0.4726798263887173,[0.86041824 0.40261438 0.15500686],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,5
