,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.632758617401123,0.5082325979743624,[0.75727003 0.44983819 0.31758958],0.5021517034475894,[0.77757465 0.44126984 0.28761062],0.5170967241316381,[0.73799884 0.45874587 0.35454545],,0.6668272614479065,0.5573425235912814,[0.78566891 0.50479656 0.3815621 ],0.5537362726141478,[0.79241415 0.51105157 0.3577431 ],0.5621698336399031,[0.77903754 0.49869281 0.40877915],11,3,5,3,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.2,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6549808382987976,0.5192621647806849,[0.78064237 0.44270153 0.3344426 ],0.5183226594544631,[0.77761836 0.46906741 0.30828221],0.5227621512874249,[0.78368999 0.41914191 0.36545455],,0.6677906513214111,0.5479944364480097,[0.79088771 0.47461213 0.37848347],0.5505145324091958,[0.7775073  0.51531394 0.35872236],0.5483848957964531,[0.80473671 0.43986928 0.4005487 ],11,3,5,3,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.2,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6285440325737,0.5121856030773212,[0.75536993 0.43243243 0.34875445],0.5056629403170556,[0.78003697 0.45040214 0.28654971],0.5311704276269155,[0.73221515 0.41584158 0.44545455],,0.6610468626022339,0.5574966120890799,[0.78421859 0.48207313 0.40619812],0.5543355976586996,[0.794978   0.52758353 0.34044527],0.5736555802019024,[0.77374654 0.44379085 0.50342936],11,3,5,3,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.2,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64
