,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size
0,0.6440613269805908,0.5168758702340039,[0.7660938  0.4453817  0.33915212],0.5132276817631907,[0.77171362 0.45556514 0.31240429],0.5223692965016571,[0.76055523 0.43564356 0.37090909],0.6668272614479065,0.5488464614759849,[0.78636082 0.48442907 0.3757495 ],0.5513869261070684,[0.77416992 0.51470588 0.36528497],0.5477631381770816,[0.7989418  0.45751634 0.38683128],1e-06,1,focal,2,True,5,8
0,0.6427202820777893,0.5159951520074273,[0.7644901  0.45603944 0.32745592],0.5114587074181983,[0.77599047 0.45417349 0.30421217],0.5219306227904456,[0.75332562 0.45792079 0.35454545],0.6671483516693115,0.5499639523260195,[0.78615327 0.50133156 0.36240703],0.5503018109585274,[0.78271728 0.51085482 0.35733333],0.549801100138272,[0.78961955 0.49215686 0.36762689],1e-06,12,focal,2,True,5,8
0,0.6501915454864502,0.5230128644503665,[0.77080925 0.44698636 0.35124298],0.5211204242325553,[0.77036395 0.47879359 0.31420373],0.5295262643673274,[0.77125506 0.41914191 0.39818182],0.6745343804359436,0.5556978777722864,[0.79140049 0.49163999 0.38405316],0.5613606267904486,[0.77223687 0.53942233 0.37242268],0.5532022960075662,[0.81153943 0.45163399 0.39643347],1e-06,123,focal,2,True,5,8
