,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,num_layers,bidirectional,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,model_id
0,,0.6275861859321594,0.5111325040497589,[0.75121065 0.45668079 0.32550607],0.5031753365453858,[0.78793651 0.42815884 0.29343066],0.5241614670431763,[0.71775593 0.48927393 0.36545455],,0.7162812948226929,0.6290724902107029,[0.8129934  0.6013363  0.47288777],0.619751566942091,[0.83581692 0.58586485 0.43757293],0.6411445236530826,[0.79138322 0.61764706 0.51440329],80,1,True,200,0.1,0.001,1,focal,2,True,5,64,0
0,,0.6352490186691284,0.5105835643418223,[0.76203209 0.44826176 0.32145685],0.5042007512434122,[0.78344533 0.44444444 0.28471248],0.520998121790201,[0.74175824 0.45214521 0.36909091],,0.7180474996566772,0.6296544906931597,[0.81500514 0.59895833 0.475     ],0.6214542258939556,[0.83145478 0.59662776 0.43628014],0.6405876479535573,[0.79919375 0.60130719 0.521262  ],80,1,True,200,0.1,0.001,12,focal,2,True,5,64,0
0,,0.6373563408851624,0.5155316098375895,[0.7628866  0.45389507 0.32981316],0.508385104262862,[0.78918083 0.43788344 0.29809104],0.526167016354614,[0.73828803 0.47112211 0.36909091],,0.7178869843482971,0.6319300583303565,[0.81513149 0.59910771 0.48155097],0.622013061131126,[0.83893333 0.58457711 0.44252874],0.6450475937974641,[0.79264298 0.61437908 0.52812071],80,1,True,200,0.1,0.001,123,focal,2,True,5,64,0
0,,0.6237547993659973,0.498004110727136,[0.74716079 0.44756839 0.29928315],0.49429274108337884,[0.77303649 0.41478873 0.295053  ],0.5041904034243795,[0.72296125 0.4859736  0.30363636],,0.7029544115066528,0.6145876367157748,[0.80130293 0.59569075 0.44676923],0.6043250911931967,[0.82973556 0.57810578 0.40513393],0.6290252726605046,[0.77475435 0.61437908 0.49794239],80,1,True,200,0.1,0.0001,1,focal,2,True,5,64,1
0,,0.6118773818016052,0.4828593946082865,[0.73992891 0.41832669 0.29032258],0.47836997300681183,[0.75834851 0.40446841 0.27229299],0.48882009600613036,[0.72238288 0.43316832 0.31090909],,0.7039178013801575,0.6176857661959033,[0.80269815 0.59141914 0.45894001],0.607797161902425,[0.82727273 0.59733333 0.39878543],0.6352095845196789,[0.77954145 0.58562092 0.54046639],80,1,True,200,0.1,0.0001,12,focal,2,True,5,64,1
0,,0.6189655065536499,0.4884518142229946,[0.74674171 0.43096568 0.28764805],0.4838763036843973,[0.7653309  0.41731066 0.26898734],0.49455652910577347,[0.72903412 0.44554455 0.30909091],,0.7042388916015625,0.6131401383631857,[0.80600462 0.57919463 0.45422117],0.6057294462453361,[0.82117647 0.59517241 0.40083945],0.6264803315015993,[0.79138322 0.56405229 0.52400549],80,1,True,200,0.1,0.0001,123,focal,2,True,5,64,1
0,,0.6293103694915771,0.5120872544358152,[0.75098217 0.46095527 0.32432432],0.5051996610710363,[0.78639241 0.42636746 0.30283912],0.5231215186295958,[0.71862348 0.50165017 0.34909091],,0.7190108895301819,0.6326982933232452,[0.81455581 0.60466583 0.47887324],0.6236732368174526,[0.83799627 0.58404385 0.44897959],0.6440733220585902,[0.79239103 0.62679739 0.51303155],80,1,True,200,0.1,0.0005,1,focal,2,True,5,64,2
0,,0.6312260627746582,0.5095597000169987,[0.75355737 0.47428139 0.30084034],0.5027324663290104,[0.79066074 0.43784916 0.2796875 ],0.5208538326360108,[0.71978022 0.51732673 0.32545455],,0.7143545150756836,0.6274083772633875,[0.81337338 0.59758738 0.47126437],0.6174848647489305,[0.84436009 0.56723429 0.44086022],0.6407086291306646,[0.7845805  0.63137255 0.50617284],80,1,True,200,0.1,0.0005,12,focal,2,True,5,64,2
0,,0.6448276042938232,0.5143326529085649,[0.77283372 0.44588185 0.32428239],0.5107655594731454,[0.78245406 0.467028   0.28281461],0.5233382453340765,[0.76344708 0.42656766 0.38      ],,0.7127488851547241,0.625039074206169,[0.81299769 0.58675722 0.47536232],0.6171441723523555,[0.82918522 0.61060071 0.41164659],0.6415167438717599,[0.79743008 0.56470588 0.56241427],80,1,True,200,0.1,0.0005,123,focal,2,True,5,64,2
0,,0.629118800163269,0.5122697280999782,[0.75083258 0.46142266 0.32455395],0.5055494771854938,[0.78780178 0.42422145 0.3046252 ],0.5234086213711019,[0.71717756 0.50577558 0.34727273],,0.7140334248542786,0.6296331538493367,[0.81035836 0.60229031 0.47625079],0.6189680256962065,[0.84253468 0.57201646 0.44235294],0.6440906678171955,[0.78054926 0.63594771 0.51577503],80,1,True,200,0.2,0.001,1,focal,2,True,5,64,3
