,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6411877274513245,0.5147023712818413,[0.7688457  0.44520842 0.33005299],0.5101556793676365,[0.78314337 0.46457399 0.28274968],0.526272368127501,[0.75506073 0.42739274 0.39636364],,0.6602440476417542,0.5489872936327178,[0.78433857 0.48447205 0.37815126],0.5460914094474374,[0.78893704 0.51315789 0.3361793 ],0.5569052312282937,[0.7797934  0.45882353 0.43209877],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6316092014312744,0.4972343260716361,[0.7655683  0.39089347 0.33524121],0.4936309742176081,[0.76858059 0.40770609 0.30460624],0.5035731132396063,[0.76257953 0.37541254 0.37272727],,0.6607257723808289,0.5449251498276034,[0.78816239 0.47586905 0.37074401],0.542098885131692,[0.7912646  0.49197488 0.34305718],0.5497202996424907,[0.7850844  0.46078431 0.40329218],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6300766468048096,0.5044897994083188,[0.7588642  0.41891892 0.33568627],0.49887503331200095,[0.77238694 0.42906574 0.29517241],0.5147128859791705,[0.74580682 0.40924092 0.38909091],,0.660565197467804,0.5490059962399947,[0.78577778 0.47860963 0.38263059],0.5451143831709562,[0.7921147  0.48974008 0.35348837],0.5548416348706835,[0.77954145 0.46797386 0.4170096 ],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6457854509353638,0.5218093515804497,[0.76948343 0.46610169 0.32984293],0.5165410642179338,[0.79537037 0.43713873 0.31711409],0.5293465789609614,[0.74522846 0.49917492 0.34363636],,0.6517341136932373,0.5320650247849729,[0.77819833 0.46909564 0.3489011 ],0.5319094155685172,[0.77937832 0.46696891 0.34938102],0.5322287488383557,[0.77702192 0.47124183 0.3484225 ],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6316092014312744,0.4771308922252319,[0.76958262 0.38867439 0.27313567],0.47856327647698743,[0.76088185 0.40482574 0.26998224],0.4762035619409251,[0.77848467 0.37376238 0.27636364],,0.6575144529342651,0.5287990354296493,[0.78829051 0.448709   0.34939759],0.5318882560140911,[0.77320087 0.48128743 0.34117647],0.5274223269554735,[0.80398085 0.42026144 0.35802469],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6488505601882935,0.5040233166102336,[0.77782553 0.4238355  0.31040892],0.5064652819358529,[0.77065001 0.43125534 0.31749049],0.5018129823392982,[0.78513592 0.41666667 0.30363636],,0.6618497371673584,0.5308524656363699,[0.79049623 0.46732137 0.3347398 ],0.5350254637967476,[0.77675097 0.48489108 0.34343434],0.5273972414754654,[0.80473671 0.45098039 0.32647462],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6463601589202881,0.458111786125619,[0.77691238 0.40783687 0.18958611],0.5002772498305994,[0.74839228 0.39565555 0.35678392],0.45252509866371254,[0.80769231 0.42079208 0.12909091],,0.6571933031082153,0.47679705121129623,[0.78641007 0.45331574 0.19066534],0.515668674665193,[0.74398741 0.45769487 0.34532374],0.47155668851902904,[0.83396321 0.44901961 0.13168724],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.64616858959198,0.4503056502983264,[0.78170699 0.31491443 0.25429553],0.4845443564910423,[0.7234252  0.38655462 0.34365325],0.43923239287491506,[0.85020243 0.26567657 0.20181818],,0.6620102524757385,0.4913137374706101,[0.79154148 0.41104294 0.27135678],0.5255535763067891,[0.73105656 0.49721707 0.3483871 ],0.4784955957691719,[0.86293777 0.3503268  0.22222222],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6486589908599854,0.4447743056564007,[0.78156531 0.38445466 0.16830295],0.499006889167517,[0.73942208 0.38950042 0.36809816],0.43914387968582863,[0.82880278 0.37953795 0.10909091],,0.6663455367088318,0.4696750534880206,[0.79542537 0.45275323 0.16084656],0.5214642683904087,[0.74086957 0.47167139 0.35185185],0.46606703037868097,[0.85865457 0.43529412 0.1042524 ],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6482758522033691,0.5185167090215537,[0.78029412 0.44067797 0.33457804],0.5144348133874018,[0.79383603 0.46556474 0.28390368],0.530932012229563,[0.76720648 0.41831683 0.40727273],,0.6560693383216858,0.5476330527389403,[0.78152437 0.47394024 0.38743455],0.5439195029020573,[0.78946015 0.50593472 0.33636364],0.5587627643650053,[0.77374654 0.44575163 0.45679012],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(128, 128)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
