,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6358237266540527,0.508796582943588,[0.76397606 0.42424242 0.33817126],0.5073880919708006,[0.77129384 0.46946947 0.28140097],0.5224652985830682,[0.75679584 0.3869637  0.42363636],,0.6758188605308533,0.5709166817382693,[0.79412872 0.48640812 0.43221321],0.5703164250156143,[0.79085457 0.54597234 0.37412237],0.5825506608679136,[0.79743008 0.43856209 0.51165981],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6310344934463501,0.5143292399861472,[0.76071964 0.4347454  0.34752268],0.5077997736456913,[0.78985056 0.45155556 0.2819932 ],0.5351767542283435,[0.73366108 0.41914191 0.45272727],,0.6541425585746765,0.5459692909922716,[0.78124602 0.47046263 0.38619922],0.543839600869403,[0.79020619 0.51640625 0.32490637],0.5601691431030574,[0.77248677 0.43202614 0.47599451],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6256704926490784,0.5169821869411526,[0.74877751 0.45948072 0.34268833],0.5071876432584574,[0.79390797 0.43909774 0.28855721],0.5373894636427206,[0.70850202 0.48184818 0.42181818],,0.6578356027603149,0.5643641575544839,[0.77511713 0.49734043 0.42063492],0.555386163394211,[0.80161507 0.50608931 0.35845411],0.5827067178037195,[0.75031494 0.48888889 0.50891632],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.5980842709541321,0.46547332709439576,[0.73682648 0.37138389 0.28820961],0.4623821630827141,[0.75693809 0.35289747 0.27731092],0.469890039900462,[0.71775593 0.39191419 0.3       ],,0.6938021779060364,0.592108571473368,[0.80816641 0.53846154 0.42969777],0.5868431677472529,[0.82403771 0.52413366 0.41235813],0.598349792591934,[0.79289494 0.55359477 0.44855967],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6178160905838013,0.46752312975607574,[0.75652931 0.37725701 0.26878307],0.47789180953197047,[0.75917298 0.35298347 0.32151899],0.4633095310687807,[0.75390399 0.40511551 0.23090909],,0.6946049928665161,0.5907365842932331,[0.80619368 0.53926022 0.42675585],0.5880544817751788,[0.81227621 0.53543814 0.41644909],0.5936415169634383,[0.80020156 0.54313725 0.43758573],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6047892570495605,0.49252352600100774,[0.73346451 0.4038835  0.34022258],0.4844072927411473,[0.76945062 0.38151137 0.30225989],0.5062759520602147,[0.70069404 0.4290429  0.38909091],,0.6865767240524292,0.5967381178393929,[0.79483164 0.54683065 0.44855206],0.5866760390087381,[0.8245329  0.52833638 0.40715884],0.6110588542687309,[0.76719577 0.56666667 0.49931413],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6204980611801147,0.5021445512656006,[0.74621549 0.41437803 0.34584013],0.4953091041565048,[0.76646341 0.40585443 0.31360947],0.511910568153403,[0.72700983 0.42326733 0.38545455],,0.6982980370521545,0.6061232905098444,[0.80482428 0.56413529 0.4494103 ],0.5969295787828977,[0.8292357  0.55112219 0.41043084],0.6187191474669428,[0.78180902 0.57777778 0.49657064],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6105363965034485,0.49574549080932484,[0.74515193 0.41390205 0.32818249],0.48733573122850343,[0.78938855 0.3969697  0.27564895],0.5144693196907892,[0.70561018 0.43234323 0.40545455],,0.6730892658233643,0.5874583073538535,[0.78389719 0.5252324  0.45324532],0.5764678494365154,[0.81733661 0.53373819 0.37832874],0.6117458780494366,[0.75308642 0.51699346 0.56515775],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6325670480728149,0.5073972106830152,[0.7628866  0.41846419 0.34084084],0.5020364777721765,[0.77731092 0.43851718 0.29028133],0.5206267144933117,[0.74898785 0.40016502 0.41272727],,0.6877006888389587,0.5869049356980951,[0.80105501 0.50838986 0.45126994],0.5850340070730269,[0.79864763 0.56018883 0.39626556],0.5976139701422407,[0.80347695 0.46535948 0.52400549],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6237547993659973,0.5014069087646374,[0.75656217 0.42628337 0.32137519],0.49437452236183405,[0.78591462 0.42436631 0.27284264],0.5161500736539819,[0.72932331 0.42821782 0.39090909],,0.6756583452224731,0.5785229531716177,[0.79141104 0.5030843  0.44107351],0.5718958764828752,[0.80311284 0.52881844 0.38375635],0.5927674773613149,[0.78004535 0.47973856 0.51851852],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6218391060829163,0.5036054145259263,[0.75353265 0.40867159 0.34861201],0.5031544577441531,[0.77580398 0.46338912 0.27027027],0.5296416599439008,[0.73250434 0.36551155 0.49090909],,0.6592806577682495,0.5613878641049483,[0.78143828 0.47084871 0.43187661],0.5604932670216286,[0.7954071  0.54067797 0.34539474],0.587025592129856,[0.76795163 0.41699346 0.57613169],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6350574493408203,0.5167166816971717,[0.75994675 0.43709186 0.35311143],0.5112399398689721,[0.77777778 0.46267281 0.29326923],0.5335809208451209,[0.74291498 0.41419142 0.44363636],,0.6575144529342651,0.5586098509111346,[0.77820414 0.47351582 0.42410959],0.5541777369418163,[0.79033515 0.51909587 0.35310219],0.5775327414916585,[0.76643991 0.43529412 0.5308642 ],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6051723957061768,0.4756723353553453,[0.73920191 0.40185471 0.28596038],0.47150565226109936,[0.76492422 0.37790698 0.27168576],0.48200478463115254,[0.71515327 0.4290429  0.30181818],,0.6907514333724976,0.5995992803888627,[0.80020771 0.5435963  0.45499383],0.5900483316836115,[0.82538832 0.53154279 0.41321389],0.612966668148741,[0.77651801 0.55620915 0.50617284],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.5967432856559753,0.4673164888851164,[0.73439153 0.38716578 0.28039216],0.47150764651490285,[0.76940133 0.34086629 0.30425532],0.4701496505925897,[0.70242915 0.4480198  0.26      ],,0.6701990962028503,0.5781023830980279,[0.7853665  0.52098765 0.427953  ],0.5684151528649136,[0.82203857 0.49356725 0.38963964],0.5926944714785778,[0.75182666 0.55163399 0.47462277],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6216475367546082,0.4895283555143615,[0.75396825 0.40589198 0.30872483],0.48526291116131964,[0.76658697 0.4025974  0.28660436],0.4951815401320352,[0.74175824 0.40924092 0.33454545],,0.6913937330245972,0.596180546173407,[0.80261807 0.53679654 0.44912703],0.588447078598542,[0.81794402 0.54718262 0.40021459],0.6087710255569991,[0.78785588 0.52679739 0.51165981],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6088122725486755,0.4949832317432863,[0.73980906 0.41464418 0.33049645],0.48717497365912904,[0.77714104 0.41345365 0.27093023],0.5151257705296267,[0.70589936 0.41584158 0.42363636],,0.6878612637519836,0.6036845756365338,[0.79758625 0.54148472 0.47198276],0.5925406320560703,[0.83196497 0.55701451 0.38864241],0.631185478306549,[0.765936   0.52679739 0.60082305],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6147509813308716,0.4912721756525764,[0.75081967 0.39470312 0.32829374],0.48518800786051,[0.77460025 0.40921169 0.27175209],0.5080631093762933,[0.72845575 0.38118812 0.41454545],,0.6877006888389587,0.5918336948789639,[0.80010225 0.52994429 0.44545455],0.5864033412145961,[0.81193256 0.56706408 0.38021339],0.6079067566670014,[0.78861174 0.49738562 0.53772291],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6312260627746582,0.5125304068087836,[0.7582205  0.42898312 0.3503876 ],0.5047945964408299,[0.78087649 0.42810189 0.30540541],0.5258730609903096,[0.73684211 0.42986799 0.41090909],,0.6881824135780334,0.5902334332912039,[0.80071174 0.52165019 0.44833837],0.5846025221237828,[0.80789946 0.54526016 0.40064795],0.6008557057939773,[0.79365079 0.5        0.50891632],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6360152959823608,0.509266938533031,[0.76360968 0.42512479 0.33906634],0.5040942905675766,[0.77509681 0.42869128 0.30849478],0.51681295544245,[0.75245807 0.42161716 0.37636364],,0.673570990562439,0.5615064822117116,[0.79278598 0.50451052 0.38722295],0.5595646175165626,[0.79368687 0.51606288 0.3689441 ],0.5642528616384825,[0.79188713 0.49346405 0.40740741],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6279693245887756,0.5097797538500469,[0.75494901 0.44499586 0.32939439],0.50252605094982,[0.78411215 0.44610282 0.27736318],0.5257421068885374,[0.72787739 0.44389439 0.40545455],,0.6607257723808289,0.5663332539264277,[0.77869487 0.48418905 0.43611584],0.5581072926880927,[0.79762219 0.50460666 0.37209302],0.5842511490192785,[0.760645   0.46535948 0.52674897],110,3,5,36,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,6
