,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6141762733459473,0.49947416805609773,[0.74030658 0.41950833 0.33860759],0.4913958317884026,[0.77065081 0.40381679 0.29971989],0.5126069929144448,[0.71226142 0.43646865 0.38909091],,0.6567116379737854,0.5574392921820234,[0.77333681 0.51012658 0.38885449],0.5496626973657087,[0.80010776 0.49447853 0.35440181],0.5686079095561407,[0.74829932 0.52679739 0.43072702],20,3,5,6,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6203064918518066,0.5009803037416741,[0.74985233 0.39090909 0.36217949],0.49382738647318836,[0.76614363 0.39155629 0.32378223],0.5118041873591639,[0.73423944 0.39026403 0.41090909],,0.6607257723808289,0.5541773317579762,[0.78003362 0.5097057  0.37279267],0.5489026438050083,[0.80127524 0.48918269 0.35625   ],0.5609539288966615,[0.75988914 0.53202614 0.3909465 ],20,3,5,6,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6402298808097839,0.5122494769082088,[0.76253492 0.44934963 0.32486388],0.5100382182619269,[0.77565061 0.43018868 0.32427536],0.5152023276358867,[0.74985541 0.47029703 0.32545455],,0.6685934662818909,0.553797231709424,[0.78682711 0.50584149 0.3687231 ],0.555637298201515,[0.79113602 0.48930971 0.38646617],0.5528773374919241,[0.78256488 0.52352941 0.35253772],20,3,5,6,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6457854509353638,0.5214594498834696,[0.77230634 0.43828715 0.35378486],0.5154662445760624,[0.78535127 0.44615385 0.31489362],0.5313390378945355,[0.75968768 0.43069307 0.40363636],,0.665703296661377,0.5567995678614751,[0.78640777 0.49967721 0.38431373],0.552759870055366,[0.79761596 0.49362245 0.3670412 ],0.561561579364256,[0.7755102  0.50588235 0.40329218],20,3,5,6,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6438697576522827,0.5170844471055724,[0.76871148 0.43953395 0.34300792],0.513646210092349,[0.78039333 0.42834769 0.33219761],0.5210799304337606,[0.7573742  0.45132013 0.35454545],,0.6742132306098938,0.5596280422552399,[0.79320327 0.50576227 0.37991859],0.5593219071506003,[0.79250503 0.50962177 0.37583893],0.5599837740308743,[0.79390275 0.50196078 0.38408779],20,3,5,6,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6302682161331177,0.49749995170067546,[0.75897138 0.40557149 0.32795699],0.49623858960233685,[0.76262774 0.40276648 0.32332155],0.49883100918536044,[0.75534991 0.40841584 0.33272727],,0.6734104156494141,0.5611335465321038,[0.79062698 0.51287001 0.37990365],0.5604139590117434,[0.7949567  0.50506971 0.38121547],0.5619533410071847,[0.78634417 0.52091503 0.37860082],20,3,5,6,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6229885220527649,0.5201984165045793,[0.74442908 0.4491654  0.36700077],0.5095656358785016,[0.79435881 0.41573034 0.31860776],0.5405269919704522,[0.70040486 0.48844884 0.43272727],,0.6546242833137512,0.5605724967211797,[0.77076238 0.5031407  0.40781441],0.551481929559445,[0.80272851 0.48428053 0.36743674],0.5743119744468432,[0.74124465 0.52352941 0.45816187],20,3,5,6,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6187739372253418,0.509497292401612,[0.7404384  0.43066516 0.35738832],0.5033146027408568,[0.77573646 0.39544513 0.33876221],0.519722311733776,[0.70821284 0.47277228 0.37818182],,0.660565197467804,0.5601661731767299,[0.77450344 0.51407589 0.39191919],0.5557033299926183,[0.7988752  0.48331415 0.38492063],0.5665904221771013,[0.7515747  0.54901961 0.39917695],20,3,5,6,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6258620619773865,0.5014152310335519,[0.7594527  0.39306886 0.35172414],0.4985556205826242,[0.77298592 0.4393476  0.28333333],0.5218773728153613,[0.74638519 0.35561056 0.46363636],,0.6615285873413086,0.554152653880688,[0.782929   0.48703956 0.3924894 ],0.5500430558408324,[0.78944672 0.50927247 0.35140998],0.5625430419081213,[0.77651801 0.46666667 0.44444444],20,3,5,6,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6314176321029663,0.5021965330352403,[0.7590309  0.40959574 0.33796296],0.49961119915101887,[0.76157205 0.44369586 0.29356568],0.5116838352429807,[0.75650665 0.38036304 0.39818182],,0.6639370322227478,0.5568363953502012,[0.78214692 0.49517906 0.3931832 ],0.5539022436077513,[0.78502538 0.52328967 0.35339168],0.5640989454766817,[0.77928949 0.46993464 0.4430727 ],20,3,5,6,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
