,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,transformer_encoder_layers,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6270114779472351,0.4163714742376461,[0.77809026 0.26589595 0.20512821],0.43639791110943915,[0.72461961 0.31944444 0.26512968],0.41169215706995804,[0.84008097 0.22772277 0.16727273],,0.6469171643257141,0.46609882813301257,[0.79202873 0.34663626 0.25963149],0.4935546679415889,[0.73316173 0.41416894 0.33333333],0.457277780796818,[0.8611741  0.29803922 0.21262003],35,3,5,11,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,2,10,1,"(32, 32)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.665134072303772,0.394877472399755,[0.80172202 0.16689098 0.21601942],0.4916440647601907,[0.69755993 0.45255474 0.32481752],0.4021935657996106,[0.94245228 0.10231023 0.16181818],,0.6401734352111816,0.3709020119595934,[0.78446926 0.14607359 0.18216319],0.47402192738430987,[0.66963649 0.45704467 0.29538462],0.38848444727685316,[0.94683799 0.0869281  0.13168724],35,3,5,11,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,2,10,1,"(32, 32)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6544061303138733,0.34772344356679713,[0.79433681 0.23464912 0.0141844 ],0.4438376230867716,[0.69612538 0.3496732  0.28571429],0.3695508047045306,[0.92481203 0.17656766 0.00727273],,0.6393705606460571,0.3498444320475407,[0.78193902 0.23841655 0.02917772],0.4983302212340324,[0.67259528 0.38239538 0.44      ],0.37400941172079255,[0.93373646 0.17320261 0.01508916],35,3,5,11,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,2,10,1,"(32, 32)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6484674215316772,0.3515309113923792,[0.78656956 0.20721236 0.06081081],0.4843611521754279,[0.68619427 0.33831776 0.42857143],0.36780300759977674,[0.92134182 0.14933993 0.03272727],,0.6445086598396301,0.36548760159448546,[0.78290309 0.26433692 0.0492228 ],0.5123004812962639,[0.67481306 0.42022792 0.44186047],0.38369943313402183,[0.93222474 0.19281046 0.0260631 ],35,3,5,11,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,2,10,1,"(32, 32)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6645593643188477,0.29567963764007155,[0.80041895 0.00981997 0.0768    ],0.5299058747160014,[0.66971762 0.6        0.32      ],0.34769745106378774,[0.99450549 0.0049505  0.04363636],,0.6385677456855774,0.29115366749222266,[0.78057983 0.02059202 0.07228916],0.5359352746678895,[0.64410945 0.66666667 0.2970297 ],0.34734519322132146,[0.9904258  0.01045752 0.04115226],35,3,5,11,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,2,10,1,"(32, 32)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6381226181983948,0.32850998887621174,[0.77793975 0.13375394 0.07383628],0.4233223930581705,[0.67071638 0.28418231 0.31506849],0.3517485652556002,[0.92596877 0.08745875 0.04181818],,0.6409762501716614,0.34711177289776146,[0.77989888 0.18914729 0.07228916],0.4697716565706825,[0.66043341 0.45185185 0.2970297 ],0.3709630354199293,[0.952129   0.11960784 0.04115226],35,3,5,11,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,2,10,1,"(32, 32)",0.1,0.0003,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6540229916572571,0.2892335767723226,[0.79079056 0.06642066 0.01048951],0.37230810732294417,[0.66587537 0.31468531 0.13636364],0.3386594281174791,[0.97339503 0.03712871 0.00545455],,0.6382466554641724,0.3097358241222036,[0.7764919  0.11899314 0.03372244],0.4776785836289735,[0.64644772 0.47706422 0.30952381],0.35261325380632363,[0.97203326 0.06797386 0.01783265],35,3,5,11,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,2,10,1,"(32, 32)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6601532697677612,0.27318911949430563,[0.79551238 0.         0.02405498],0.29387528912875865,[0.66287587 0.         0.21875   ],0.33574425574425576,[0.99450549 0.         0.01272727],,0.6358381509780884,0.27203596718676554,[0.77764636 0.         0.03846154],0.3109257301755088,[0.63865954 0.         0.29411765],0.3381764228325075,[0.99395314 0.         0.02057613],35,3,5,11,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,2,10,1,"(32, 32)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6162835359573364,0.34941157164186226,[0.76215941 0.20758693 0.07848837],0.3878901364715685,[0.68084622 0.28717201 0.19565217],0.35905379028359746,[0.86552921 0.16254125 0.04909091],,0.6197816133499146,0.386564785795572,[0.7594468  0.26869565 0.1315519 ],0.44412338485797714,[0.66877637 0.4012987  0.26229508],0.38943703681747044,[0.87855883 0.20196078 0.0877915 ],35,3,5,11,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,2,10,1,"(32, 32)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.644444465637207,0.4799563532781228,[0.78359462 0.36865539 0.28761905],0.4872488622501437,[0.75935974 0.40038685 0.302     ],0.47518567588395627,[0.80942741 0.34158416 0.27454545],,0.6501284241676331,0.4885782237910663,[0.79564489 0.38961988 0.2804699 ],0.5004234655150691,[0.75757576 0.44195688 0.30173776],0.4827037536550971,[0.8377425  0.34836601 0.26200274],35,3,5,11,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,2,10,1,"(128, 128)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,3
