,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6237547993659973,0.507161031761823,[0.75414781 0.4293279  0.33800738],0.49886419515722086,[0.78814628 0.42397426 0.28447205],0.5247144558296201,[0.72296125 0.43481848 0.41636364],,0.6859344840049744,0.6009889267136942,[0.79154079 0.55367952 0.45774648],0.5889752164746552,[0.82683864 0.54008701 0.4       ],0.6206955210067566,[0.75913328 0.56797386 0.53497942],80,3,5,26,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6147509813308716,0.49347935959417905,[0.75074449 0.38378611 0.34590747],0.4866618264257018,[0.7737876  0.40198735 0.28421053],0.5126713405869217,[0.72903412 0.36716172 0.44181818],,0.6859344840049744,0.5964504182204563,[0.79595541 0.53945578 0.45394007],0.5877817682721653,[0.81975968 0.56241135 0.38117428],0.6176125868728836,[0.77349458 0.51830065 0.56104252],80,3,5,26,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.630842924118042,0.4973449574830293,[0.75924572 0.42268462 0.31010453],0.4944665991754135,[0.76766184 0.4180791  0.29765886],0.5006804162197597,[0.75101215 0.42739274 0.32363636],,0.6840077042579651,0.5809402408133392,[0.7942728  0.51846877 0.43007916],0.5797554097875105,[0.7918858  0.53314917 0.41423126],0.5828124391045856,[0.79667423 0.50457516 0.44718793],80,3,5,26,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64
