,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6532567143440247,0.5237316616839461,[0.77800348 0.45037828 0.34281322],0.522182831844188,[0.78072219 0.48888889 0.29693742],0.5327499794513865,[0.77530364 0.41749175 0.40545455],,0.6756583452224731,0.5654366514638137,[0.79361914 0.49078014 0.41191067],0.5658761670107418,[0.78520345 0.53643411 0.37599094],0.5699743820710726,[0.80221718 0.45228758 0.45541838],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6285440325737,0.5127885925354222,[0.75659382 0.44261621 0.33915575],0.5047219549816121,[0.79005351 0.44134537 0.28276699],0.5311279491164848,[0.72585309 0.44389439 0.42363636],,0.6645793318748474,0.5663967040845533,[0.7818252  0.50253293 0.41483198],0.5594013001895088,[0.79921053 0.51991614 0.35907723],0.5808461107351034,[0.76518015 0.48627451 0.49108368],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6264367699623108,0.5071826068301438,[0.76012554 0.4200542  0.34136808],0.5055458798888772,[0.78657594 0.46407186 0.26598985],0.5318077284882913,[0.73539618 0.38366337 0.47636364],,0.6589595079421997,0.5555677032227293,[0.7827639  0.47759001 0.40634921],0.556103143981372,[0.79225806 0.54530201 0.33074935],0.5750267185063326,[0.77349458 0.4248366  0.52674897],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.5657088160514832,0.43371725891187296,[0.70835894 0.37393162 0.21886121],0.43299026254159984,[0.7557377  0.32894737 0.21428571],0.4411249841004922,[0.66657027 0.43316832 0.22363636],,0.65815669298172,0.5667609383703546,[0.77046803 0.52309613 0.40671866],0.5566932807570009,[0.80807522 0.50059737 0.36140725],0.5829795292602639,[0.73620559 0.54771242 0.46502058],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.5745210647583008,0.4471315421231901,[0.71204671 0.38920455 0.24014337],0.44602237768069924,[0.75967213 0.34164589 0.23674912],0.4552740213292585,[0.67004049 0.45214521 0.24363636],,0.6615285873413086,0.5696048881264361,[0.77646434 0.52731737 0.40503295],0.559249455098975,[0.82106742 0.49710648 0.35957447],0.5871814294990974,[0.73645755 0.56143791 0.46364883],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.5932950377464294,0.45766735651194096,[0.7388516  0.35869137 0.2754591 ],0.4536279596116639,[0.76285802 0.34339623 0.25462963],0.4639075156792718,[0.71631001 0.37541254 0.3       ],,0.6621708273887634,0.5569144431324304,[0.78432371 0.48527349 0.40114613],0.55340847530916,[0.79228792 0.52344932 0.34448819],0.5696384452271993,[0.77651801 0.45228758 0.48010974],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6097701191902161,0.5048276532478897,[0.74135802 0.42179117 0.35133377],0.4967864682156001,[0.79483786 0.42196532 0.27355623],0.5357158069768805,[0.69462117 0.42161716 0.49090909],,0.6838471293449402,0.6076908515549363,[0.78678519 0.55291005 0.48337731],0.5944550870073461,[0.83099776 0.55957162 0.39279588],0.6405675576128942,[0.74703956 0.54640523 0.62825789],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6042145490646362,0.4930082000492735,[0.73253676 0.41781076 0.32867707],0.4861044365853254,[0.77882736 0.37963587 0.29985007],0.506532651530046,[0.69144014 0.46452145 0.36363636],,0.6915542483329773,0.6080702741277567,[0.79357979 0.56421312 0.46641791],0.5968354263874756,[0.83039648 0.53348864 0.42662116],0.6243284144933694,[0.75988914 0.59869281 0.51440329],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6233716607093811,0.5107866371700597,[0.74782869 0.4232     0.36133122],0.5021349477749086,[0.77546584 0.41071429 0.32022472],0.5243692657293492,[0.7220937  0.43646865 0.41454545],,0.6941233277320862,0.5947259485033736,[0.80300905 0.54832347 0.43284532],0.5894142356504263,[0.81285493 0.5515873  0.40380048],0.6016297328259149,[0.79339884 0.54509804 0.46639232],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6434866189956665,0.5129443177021444,[0.77073029 0.43184768 0.33625498],0.5096027665981945,[0.77546838 0.45404914 0.29929078],0.5204674249958252,[0.76604974 0.41171617 0.38363636],,0.6777456402778625,0.5665697280200398,[0.79344994 0.49457093 0.41168831],0.5684101925858569,[0.78152493 0.53283019 0.39087546],0.567341559394677,[0.80574452 0.46143791 0.43484225],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6204980611801147,0.4885889148026896,[0.75279906 0.40912795 0.30383973],0.4841060867630917,[0.76726727 0.4041868  0.2808642 ],0.4946556356040463,[0.7388664  0.41419142 0.33090909],,0.6671483516693115,0.5580116986913746,[0.78473282 0.51068025 0.37862202],0.5543145534011636,[0.7925983  0.51354924 0.35679612],0.5627190794013078,[0.77702192 0.50784314 0.40329218],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6553639769554138,0.5175375832860738,[0.77982569 0.4391771  0.33360996],0.5190162211101884,[0.77068625 0.47949219 0.30687023],0.5199181855721721,[0.7891845  0.40511551 0.36545455],,0.6769428253173828,0.5549507092102618,[0.80068813 0.47249191 0.39167209],0.5597289928210756,[0.78148237 0.52517986 0.37252475],0.5543892728559188,[0.82086168 0.42941176 0.41289438],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.5900382995605469,0.4526216047387741,[0.73002673 0.36890951 0.25892857],0.4506175957566443,[0.75030525 0.34716157 0.25438596],0.45600540678706397,[0.7108155  0.39356436 0.26363636],,0.6544637084007263,0.5597067903381564,[0.76963282 0.50732018 0.40216737],0.5507295983933453,[0.79940282 0.49441687 0.3583691 ],0.5736924673847591,[0.7420005  0.52091503 0.45816187],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.5708812475204468,0.4354623173795809,[0.71445893 0.36437247 0.22755556],0.43404976427079434,[0.75063694 0.32890365 0.2226087 ],0.4409169933766077,[0.68160787 0.40841584 0.23272727],,0.6587989926338196,0.5730341867052546,[0.76714898 0.54060606 0.41134752],0.5614985873251228,[0.81917024 0.5039548  0.36137072],0.5939043930329334,[0.72134039 0.58300654 0.47736626],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.5787356495857239,0.4506810904875356,[0.7184022  0.37970062 0.25394046],0.44840811695192434,[0.75975492 0.340537   0.24493243],0.45799931641515795,[0.68131868 0.4290429  0.26363636],,0.663294792175293,0.5623953625366068,[0.78100952 0.51798561 0.38819095],0.5547935958707925,[0.80962683 0.49670066 0.3580533 ],0.5731303220876828,[0.75434618 0.54117647 0.42386831],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6063218116760254,0.4982242575645941,[0.73885151 0.44033233 0.31548894],0.4902203911384087,[0.80497784 0.40598886 0.25969448],0.521868629315216,[0.6827646  0.4810231  0.40181818],,0.6828837394714355,0.6055903727128922,[0.78715181 0.55476804 0.47485127],0.5915251066672159,[0.83559706 0.54701398 0.39196429],0.6363186701292314,[0.74401612 0.5627451  0.60219479],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6197317838668823,0.5066943646306737,[0.75011311 0.41171684 0.35825315],0.4973408949796801,[0.78380082 0.40609952 0.30212235],0.5255645333185718,[0.71920185 0.41749175 0.44      ],,0.6986191272735596,0.6150146010305967,[0.80286086 0.55313617 0.48904677],0.6033069966335751,[0.82961569 0.55009696 0.43020833],0.6335054735199979,[0.77777778 0.55620915 0.56652949],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6195402145385742,0.5105222707796085,[0.74847561 0.42857143 0.35451977],0.5009961546562098,[0.79142489 0.42172524 0.28983834],0.5339850491700413,[0.70994795 0.43564356 0.45636364],,0.6791907548904419,0.5929751997794129,[0.78800522 0.53518268 0.4557377 ],0.5833270408535077,[0.81653607 0.55469846 0.37874659],0.6168035938655297,[0.76140086 0.51699346 0.57201646],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6312260627746582,0.5056901111630775,[0.75968992 0.41081553 0.34656489],0.500987490538299,[0.76857058 0.43570768 0.29868421],0.5174510932874664,[0.75101215 0.38861386 0.41272727],,0.673892080783844,0.5643739216464648,[0.79360685 0.50212465 0.39739027],0.5635914476723077,[0.79280865 0.54791345 0.35005225],0.5724463173472406,[0.79440665 0.46339869 0.45953361],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6340996026992798,0.5060462676901527,[0.76514596 0.41815801 0.33483483],0.5018391196182127,[0.77642155 0.44392956 0.28516624],0.5182874140508326,[0.75419318 0.39521452 0.40545455],,0.6668272614479065,0.5512801698238204,[0.792892   0.47315676 0.38779174],0.5515199698374786,[0.78766783 0.52294304 0.34394904],0.5582188430927927,[0.79818594 0.43202614 0.44444444],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6245210766792297,0.5154153612483605,[0.75227687 0.43610291 0.35786631],0.5074692214970765,[0.79169329 0.4460742  0.28464017],0.5416616762890865,[0.71659919 0.42656766 0.48181818],,0.6607257723808289,0.5600181347595908,[0.78269825 0.49134948 0.40600667],0.5545700013172704,[0.80021058 0.52205882 0.3414406 ],0.5768913875563942,[0.765936   0.46405229 0.50068587],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6166666746139526,0.48366271903067787,[0.7532851  0.39541547 0.30228758],0.4787923574283081,[0.76953243 0.39236393 0.27448071],0.4908627155370251,[0.73770966 0.39851485 0.33636364],,0.6801541447639465,0.5932038346820557,[0.79064297 0.53192193 0.4570466 ],0.5822454960278938,[0.8213413  0.53851306 0.38688213],0.6153153167988732,[0.76215671 0.5254902  0.55829904],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,7
0,,0.6000000238418579,0.46597186631866455,[0.74123589 0.3728405  0.28383921],0.4613370919029786,[0.76206475 0.36335161 0.25859492],0.47296635505077395,[0.72151533 0.38283828 0.31454545],,0.6929993629455566,0.6031838896627629,[0.79890454 0.56253968 0.44810745],0.5929051975216445,[0.82806164 0.54691358 0.40374037],0.618081745729842,[0.77173091 0.57908497 0.50342936],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,7
0,,0.6197317838668823,0.4819750432148875,[0.75553587 0.40743671 0.28295255],0.4789532723149231,[0.77171291 0.39133739 0.27380952],0.48588929974547485,[0.74002313 0.42491749 0.29272727],,0.6721258759498596,0.5684418926089098,[0.78973042 0.51851852 0.39707674],0.5622850714370943,[0.80502486 0.52476573 0.35706462],0.5782041760462758,[0.7750063  0.5124183  0.44718793],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,7
0,,0.6204980611801147,0.5052377729218839,[0.74423512 0.44003115 0.33144705],0.49740458508411306,[0.77714825 0.41666667 0.29839884],0.5176318065583309,[0.71399653 0.46617162 0.37272727],,0.6828837394714355,0.5971474510724967,[0.78702618 0.54727331 0.45714286],0.5863273486796067,[0.81472492 0.54047164 0.40378549],0.6140487470708448,[0.7611489  0.55424837 0.52674897],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,8
0,,0.6300766468048096,0.5059206549129697,[0.76275472 0.42291491 0.33209233],0.499507661264986,[0.78529862 0.43201377 0.28121059],0.5203716739516636,[0.74146906 0.41419142 0.40545455],,0.6759794354438782,0.5866527372608535,[0.78374531 0.5278956  0.44831731],0.57723801668697,[0.80574774 0.52703583 0.39893048],0.6011101834423757,[0.76291257 0.52875817 0.51165981],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,8
0,,0.6226053833961487,0.5044368321043168,[0.75532873 0.42028363 0.33769814],0.4985845085645518,[0.78526841 0.43856502 0.27192009],0.5255026977538702,[0.7275882  0.40346535 0.44545455],,0.6838471293449402,0.589185265070351,[0.79549238 0.52824957 0.44381385],0.5832416622659693,[0.80885417 0.56236162 0.3785092 ],0.6056517531566811,[0.78256488 0.49803922 0.53635117],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,8
0,,0.6419540047645569,0.5144489244135843,[0.76814782 0.43535188 0.33984707],0.5100099398279764,[0.77923237 0.43181818 0.31897927],0.5199848209228094,[0.7573742  0.43894389 0.36363636],,0.6677906513214111,0.5508147718881556,[0.79019485 0.48929865 0.37295082],0.5509902902012512,[0.78850978 0.49303251 0.37142857],0.5506645456536524,[0.79188713 0.48562092 0.3744856 ],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,9
0,,0.6229885220527649,0.5079182862511389,[0.75282422 0.41970364 0.35122699],0.49903254698823435,[0.78560201 0.4077821  0.30371353],0.5237929784881322,[0.72267206 0.43234323 0.41636364],,0.6677906513214111,0.5716466382558538,[0.78205791 0.51441678 0.41846523],0.5634889992339219,[0.80302628 0.51576873 0.37167199],0.5846555357396731,[0.76215671 0.5130719  0.478738  ],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.2,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,9
0,,0.6162835359573364,0.5054094782093111,[0.74777812 0.43396993 0.33448039],0.49731713739561717,[0.79530639 0.42754203 0.26910299],0.5293408068395041,[0.70561018 0.44059406 0.44181818],,0.6480411291122437,0.5478496406381338,[0.77293548 0.4904668  0.38014664],0.540125692678093,[0.8041939  0.49338624 0.32279693],0.5646249720738775,[0.74401612 0.4875817  0.46227709],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.2,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,9
0,,0.6174329519271851,0.4727042911334534,[0.75165612 0.40922844 0.25722832],0.4760262497964085,[0.76551724 0.3777933  0.28476821],0.473067706423621,[0.73828803 0.44636964 0.23454545],,0.6870584487915039,0.58790081037691,[0.79666024 0.5398313  0.42721088],0.5844794564864934,[0.81263103 0.51705566 0.42375169],0.592246006770335,[0.78130511 0.56470588 0.43072702],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.2,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.582567036151886,0.4609719231554577,[0.72419576 0.37614314 0.28257687],0.4551366744856155,[0.76588197 0.36300844 0.23651961],0.47599543470830596,[0.68681319 0.39026403 0.35090909],,0.6756583452224731,0.5877226174716649,[0.7867374  0.54562559 0.43080486],0.5759124857021688,[0.83057967 0.5244123  0.37274549],0.6087356753400949,[0.74729151 0.56862745 0.51028807],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.2,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.5860153436660767,0.460618548518978,[0.72196901 0.38938053 0.27050611],0.4575434981252166,[0.76056338 0.352      0.26006711],0.468188039162505,[0.68710237 0.43564356 0.28181818],,0.6666666865348816,0.5676511855385489,[0.78203782 0.53544776 0.38546798],0.558986128139722,[0.81656156 0.51067616 0.34972067],0.5808051066791601,[0.75031494 0.5627451  0.42935528],110,3,5,36,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.2,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,10
