,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.638505756855011,0.5173104745549427,[0.76263445 0.43937474 0.34992224],0.5111112019265173,[0.77741063 0.45021645 0.30570652],0.5288477662109763,[0.74840949 0.4290429  0.40909091],,0.665703296661377,0.5623563271760935,[0.78376648 0.50280806 0.40049444],0.5565083115631589,[0.79672046 0.50835003 0.36445444],0.5710190248939082,[0.77122701 0.49738562 0.44444444],11,3,5,3,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)",384,"(256, 256)",0.2,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.636781632900238,0.5104757180532103,[0.75929722 0.44187009 0.33025985],0.5061699072353723,[0.76897983 0.44315353 0.30637636],0.5162104284459678,[0.74985541 0.44059406 0.35818182],,0.6708413362503052,0.5662904094073228,[0.78590578 0.51528953 0.39767592],0.5617156583016286,[0.79658385 0.51295337 0.37560976],0.5718846111832936,[0.7755102  0.51764706 0.42249657],11,3,5,3,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)",384,"(256, 256)",0.2,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6465517282485962,0.5093600179323176,[0.7735369  0.38703527 0.36750789],0.5131296602043015,[0.75663717 0.45823928 0.32451253],0.5166095510649965,[0.79120879 0.3349835  0.42363636],,0.668432891368866,0.5547663320131849,[0.78848311 0.48602759 0.38978829],0.5555998243751108,[0.78021707 0.52968389 0.35689852],0.5584336889762763,[0.79692618 0.44901961 0.42935528],11,3,5,3,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)",384,"(256, 256)",0.2,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64
