,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6568965315818787,0.5188124250174729,[0.78002277 0.43340659 0.34300792],0.5212554932007457,[0.76778711 0.46378175 0.33219761],0.5179886149401521,[0.79265471 0.40676568 0.35454545],,0.6689145565032959,0.540326771137498,[0.79478025 0.47390397 0.35229609],0.5452778511253467,[0.77708233 0.50669643 0.35205479],0.536979620380388,[0.8133031  0.44509804 0.35253772],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)",300,"(128, 128)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6331417560577393,0.5181925786310246,[0.75379018 0.46485682 0.33593074],0.5120135159168574,[0.79222435 0.42315504 0.32066116],0.5291055022217086,[0.71891267 0.51567657 0.35272727],,0.6616891622543335,0.5554628221981156,[0.78245254 0.49501126 0.38892466],0.5503695030136603,[0.79696891 0.48763475 0.36650485],0.561778675805027,[0.76845553 0.50261438 0.41426612],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)",300,"(128, 128)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6293103694915771,0.5029646919548743,[0.75881316 0.41137124 0.33870968],0.49744725158291087,[0.77104478 0.41694915 0.30434783],0.5115741128768748,[0.74696356 0.40594059 0.38181818],,0.6626525521278381,0.5545301950160475,[0.78202018 0.5        0.38157041],0.5503538018225781,[0.79285344 0.496139   0.36206897],0.5595642372175208,[0.77147896 0.50392157 0.40329218],11,3,5,3,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)",300,"(128, 128)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64
