,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,input_dim
0,,0.6392720341682434,0.5218032351093155,[0.76115407 0.4524484  0.35180723],0.5142127804176814,[0.78352725 0.44400318 0.31510791],0.533142025018002,[0.74002313 0.46122112 0.39818182],,0.6905908584594727,0.590620967770289,[0.80213904 0.53254438 0.43717949],0.5856246912203591,[0.81081081 0.53571429 0.41034898],0.5969422062377764,[0.79365079 0.52941176 0.46776406],"(128, 128)",0.1,0.0001,1,focal,2,True,5,64,768
0,,0.6411877274513245,0.5209038974437027,[0.76435001 0.4433416  0.35502008],0.5142618615763209,[0.78035553 0.44444444 0.31798561],0.531016753497212,[0.74898785 0.44224422 0.40181818],,0.6931599378585815,0.5932491021003826,[0.80340145 0.53738318 0.43896268],0.5886177147313484,[0.80946292 0.54911323 0.407277  ],0.5998561290085308,[0.79743008 0.52614379 0.47599451],"(128, 128)",0.1,0.0001,12,focal,2,True,5,64,768
0,,0.6348658800125122,0.5181801648706301,[0.75803318 0.45119482 0.3453125 ],0.5100896754069936,[0.78441076 0.44311854 0.30273973],0.5315870100601732,[0.73337189 0.45957096 0.40181818],,0.6915542483329773,0.5936798493166081,[0.80245965 0.54080629 0.43777361],0.5869892891500871,[0.81626271 0.54240631 0.40229885],0.6028136906340039,[0.78911565 0.53921569 0.48010974],"(128, 128)",0.1,0.0001,123,focal,2,True,5,64,768
