,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6316092014312744,0.5179518968434559,[0.75135624 0.45882804 0.34367142],0.51047888215375,[0.78445563 0.42816297 0.31881804],0.5292962176495267,[0.72093696 0.49422442 0.37272727],,0.6732498407363892,0.572891690600898,[0.78553906 0.52865644 0.40447958],0.5674103566341365,[0.80561441 0.50751654 0.38910013],0.5797329082524643,[0.76643991 0.55163399 0.42112483],5,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)","(512, 512)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6371647715568542,0.5107345806263016,[0.76499047 0.42272348 0.3444898 ],0.5054919999371639,[0.77579542 0.42808799 0.31259259],0.5185368241855995,[0.75448236 0.41749175 0.38363636],,0.6690751314163208,0.5608466688084723,[0.7869604  0.50881777 0.38676184],0.5570174297578231,[0.79557158 0.50848564 0.36699507],0.5654877039979228,[0.77853364 0.50915033 0.40877915],5,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)","(512, 512)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6459770202636719,0.5231489288774537,[0.76556017 0.46760343 0.33628319],0.5187987645263262,[0.78510638 0.4437037  0.32758621],0.528880843549942,[0.74696356 0.49422442 0.34545455],,0.6724470257759094,0.5608505162130747,[0.78976187 0.51649746 0.37629221],0.5594565398141198,[0.79840371 0.50184957 0.37811634],0.5626056183790389,[0.78130511 0.53202614 0.3744856 ],5,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)","(512, 512)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64
