,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6455938816070557,0.5152595579914034,[0.77094318 0.45118405 0.32365145],0.5110373770602014,[0.7810089  0.45439331 0.29770992],0.5212329532548396,[0.7611336  0.4480198  0.35454545],,0.6584778428077698,0.5347123964655217,[0.78728972 0.4625991  0.35424837],0.5355323410820915,[0.77884615 0.48942378 0.33832709],0.5354075237776866,[0.79591837 0.43856209 0.37174211],11,3,5,3,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6411877274513245,0.5170201823477211,[0.76879976 0.44454148 0.3377193 ],0.512954267785609,[0.78429603 0.47217069 0.28239609],0.5312903291485886,[0.75390399 0.419967   0.42      ],,0.6671483516693115,0.5588460312957677,[0.78888187 0.48622253 0.40143369],0.5560176260791637,[0.79118094 0.52131638 0.35555556],0.5676856750930824,[0.78659612 0.45555556 0.46090535],11,3,5,3,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.649808406829834,0.5177890900593114,[0.77589233 0.45337754 0.3240974 ],0.5138752537144551,[0.78507993 0.45545379 0.30109204],0.5230488387184583,[0.76691729 0.45132013 0.35090909],,0.6692357063293457,0.5526560017721912,[0.79110445 0.48287441 0.38398915],0.5536823939043388,[0.78463445 0.49654696 0.37986577],0.5519398980442657,[0.79768204 0.46993464 0.38820302],11,3,5,3,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.620881199836731,0.44269874258913305,[0.76028369 0.385795   0.18201754],0.4509837861482528,[0.74610245 0.37756714 0.22928177],0.44010432969265695,[0.77501446 0.39438944 0.15090909],,0.6443480849266052,0.48915659105209447,[0.77711793 0.43831933 0.25203252],0.5031026212229974,[0.74871555 0.45121107 0.30938124],0.48217465312599656,[0.80776014 0.42614379 0.21262003],11,3,5,3,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6026819944381714,0.44481855659089725,[0.74751834 0.34862385 0.23831347],0.4455047344500603,[0.74377326 0.35244519 0.24029575],0.44418315168706,[0.75130133 0.34488449 0.23636364],,0.628933846950531,0.4981971648762788,[0.76587202 0.42957983 0.29913964],0.4980087960307702,[0.7628093  0.44221453 0.28900256],0.49887340395691887,[0.76895944 0.41764706 0.31001372],11,3,5,3,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6063218116760254,0.4609268989332911,[0.75055253 0.37705576 0.25517241],0.4582061441779075,[0.76509462 0.36690086 0.24262295],0.46447753624408133,[0.73655292 0.38778878 0.26909091],,0.6323057413101196,0.5062674483456246,[0.7684304  0.44083225 0.30953969],0.5046261435891513,[0.77402863 0.4385511  0.3012987 ],0.5080979991447883,[0.76291257 0.44313725 0.31824417],11,3,5,3,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.636781632900238,0.5146123987604257,[0.76444312 0.45147679 0.32791728],0.5086765161460388,[0.78790669 0.46200345 0.2761194 ],0.5291307054360728,[0.74233661 0.44141914 0.40363636],,0.6661849617958069,0.5612062583770381,[0.78572339 0.50189068 0.3960047 ],0.5569567456961945,[0.79514964 0.52936911 0.34635149],0.5719730965088368,[0.77651801 0.47712418 0.46227709],11,3,5,3,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6295019388198853,0.513598157193643,[0.75742129 0.43485547 0.34851772],0.5058145856047832,[0.7864259  0.44170213 0.28931573],0.5322932287445055,[0.73048005 0.42821782 0.43818182],,0.6541425585746765,0.5537623500723349,[0.77659574 0.49328859 0.39140271],0.5467968252990736,[0.80048141 0.50689655 0.33301251],0.5697030526888396,[0.75409423 0.48039216 0.47462277],11,3,5,3,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6463601589202881,0.5179521505916814,[0.77430657 0.4349345  0.34461538],0.5141576313773079,[0.78183962 0.4619666  0.29866667],0.5283603698715736,[0.76691729 0.41089109 0.40727273],,0.6668272614479065,0.558503189019329,[0.78757262 0.4889043  0.39903265],0.5556677346603408,[0.78956698 0.52067947 0.35675676],0.5663491734142216,[0.78558831 0.46078431 0.4526749 ],11,3,5,3,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6220306754112244,0.5088531365726744,[0.7472361  0.44721998 0.33210332],0.5003102311457629,[0.78441971 0.43700787 0.27950311],0.5268099539855663,[0.71341816 0.45792079 0.40909091],,0.6586384177207947,0.5591911843900179,[0.77840909 0.49498328 0.40418118],0.5519043611001405,[0.7984106  0.50684932 0.35045317],0.5734705404795664,[0.75938524 0.48366013 0.47736626],11,3,5,3,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
