,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,model_id,input_dim,dimension,sig_depth,method,log_signature
0,,0.5574712753295898,0.45666865983850613,[0.6944576  0.36878347 0.3067649 ],0.4505020460091098,[0.76486957 0.34379458 0.24284199],0.48332337340153914,[0.63591671 0.39768977 0.41636364],,0.7098587155342102,0.6301348578768678,[0.80759594 0.59546314 0.4873455 ],0.616294098325188,[0.84726065 0.57481752 0.42680412],0.652342418448861,[0.77147896 0.61764706 0.56790123],"(256, 256)",0.1,0.001,123,focal,2,True,5,64,0.15,790,28,2,gaussian_random_projection,True
0,,0.5932950377464294,0.4697319602095141,[0.72662192 0.37692612 0.30564784],0.46440471748007006,[0.75023098 0.3616376  0.28134557],0.47752108409221483,[0.70445344 0.39356436 0.33454545],,0.7273603081703186,0.6434831873386875,[0.82079131 0.61647362 0.49318463],0.6332809981529918,[0.84302789 0.60709759 0.44971751],0.6572649361527877,[0.79969766 0.62614379 0.54595336],"(256, 256)",0.1,0.0001,1,focal,2,True,5,64,0.16,790,28,2,gaussian_random_projection,True
0,,0.5816091895103455,0.4627132390375262,[0.7181045  0.37332311 0.29671211],0.45675513268674944,[0.756238   0.34860415 0.26542324],0.4739369917327187,[0.68363216 0.40181518 0.33636364],,0.7336223721504211,0.6512473737139267,[0.82549553 0.62575903 0.50248756],0.6404902859509036,[0.8496     0.61225766 0.4596132 ],0.6655913943080661,[0.80272109 0.63986928 0.55418381],"(256, 256)",0.1,0.0001,12,focal,2,True,5,64,0.16,790,28,2,gaussian_random_projection,True
0,,0.5827586054801941,0.4641418317083175,[0.71743426 0.38167939 0.29331185],0.4582226425986294,[0.75616789 0.35511364 0.2633864 ],0.4753085881173427,[0.68247542 0.41254125 0.33090909],,0.7294476628303528,0.6498450900930112,[0.82160607 0.62428843 0.50364078],0.6368620682495496,[0.85422899 0.60477941 0.4515778 ],0.668584745283573,[0.79138322 0.64509804 0.56927298],"(256, 256)",0.1,0.0001,123,focal,2,True,5,64,0.16,790,28,2,gaussian_random_projection,True
0,,0.5624520778656006,0.4561598024740703,[0.69645081 0.37247569 0.29955291],0.4495438613209049,[0.75421443 0.34062927 0.25378788],0.47441712013885023,[0.64690573 0.41089109 0.36545455],,0.7186897993087769,0.6379645752071773,[0.81569966 0.60830383 0.48989024],0.6246196364116515,[0.85146616 0.59923906 0.42315369],0.6606941816507125,[0.78281683 0.61764706 0.58161866],"(256, 256)",0.1,0.0005,1,focal,2,True,5,64,0.17,790,28,2,gaussian_random_projection,True
0,,0.5620689392089844,0.4564718915780162,[0.69467085 0.38288615 0.29185868],0.45085692085180784,[0.75838467 0.34152652 0.25265957],0.4739769870567161,[0.64083285 0.43564356 0.34545455],,0.7188503742218018,0.6435846542826077,[0.81079651 0.61524047 0.50471698],0.6284801765160523,[0.8537197  0.58911483 0.442606  ],0.6676264470122755,[0.77198287 0.64379085 0.58710562],"(256, 256)",0.1,0.0005,12,focal,2,True,5,64,0.17,790,28,2,gaussian_random_projection,True
0,,0.563601553440094,0.4609070450323069,[0.69637795 0.38619677 0.30014641],0.4545439698854799,[0.76452282 0.3478836  0.25122549],0.4820358669759399,[0.63938693 0.4339934  0.37272727],,0.7204560041427612,0.6441275931900684,[0.81309398 0.61606299 0.50322581],0.6293244198260848,[0.8538952  0.59452888 0.43954918],0.6679023872923655,[0.77601411 0.63921569 0.58847737],"(256, 256)",0.1,0.0005,123,focal,2,True,5,64,0.17,790,28,2,gaussian_random_projection,True
0,,0.5645594000816345,0.46326926942522545,[0.69945184 0.36890244 0.32145353],0.45558011255036474,[0.76289716 0.3427762  0.26106697],0.48775691334315624,[0.64574899 0.39933993 0.41818182],,0.713230550289154,0.6375369327435287,[0.80841492 0.60475578 0.49944009],0.6226592121770754,[0.85121204 0.59481669 0.42194891],0.6655149851435774,[0.76971529 0.61503268 0.61179698],"(512, 512)",0.5,0.001,1,focal,2,True,5,64,0.18,790,28,2,gaussian_random_projection,True
0,,0.5582375526428223,0.4561526679130197,[0.69148602 0.37481371 0.30215827],0.44952984520463285,[0.75687758 0.34171196 0.25      ],0.4777765891106173,[0.63649508 0.4150165  0.38181818],,0.7138728499412537,0.6389956318862833,[0.80429879 0.61207158 0.50061652],0.6250557023883877,[0.84949552 0.57102434 0.45464726],0.6600242840620473,[0.76366843 0.65947712 0.5569273 ],"(512, 512)",0.5,0.001,12,focal,2,True,5,64,0.18,790,28,2,gaussian_random_projection,True
0,,0.5681992173194885,0.45159943912044315,[0.7066122  0.34130781 0.30687831],0.44463156703867385,[0.74103459 0.33024691 0.2626132 ],0.4658240098156721,[0.67524581 0.35313531 0.36909091],,0.7281631231307983,0.652123404856869,[0.81727749 0.62559543 0.5134973 ],0.6383798981845724,[0.85044947 0.60840025 0.45628998],0.672497531248439,[0.78659612 0.64379085 0.58710562],"(512, 512)",0.5,0.001,123,focal,2,True,5,64,0.18,790,28,2,gaussian_random_projection,True
0,,0.6097701191902161,0.4755579958401725,[0.74175501 0.39578454 0.28913444],0.4746716311795683,[0.75554889 0.37555556 0.29291045],0.47740904396975264,[0.72845575 0.41831683 0.28545455],,0.7312138676643372,0.6534825629601527,[0.82168517 0.62331134 0.51545117],0.6408052635813922,[0.85322843 0.60012099 0.46906637],0.6709245014878379,[0.79239103 0.64836601 0.57201646],"(512, 512)",0.5,0.0001,1,focal,2,True,5,64,0.19,790,28,2,gaussian_random_projection,True
0,,0.6120689511299133,0.4768019502858582,[0.74186488 0.39409653 0.29444444],0.47673844684153965,[0.74874816 0.38146718 0.3       ],0.4772628888105699,[0.735107   0.40759076 0.28909091],,0.7361913919448853,0.6548982872407468,[0.8262668  0.62835249 0.51007557],0.6447103889429648,[0.84842049 0.61423221 0.47147846],0.6679778084073136,[0.80524061 0.64313725 0.55555556],"(512, 512)",0.5,0.0001,12,focal,2,True,5,64,0.19,790,28,2,gaussian_random_projection,True
0,,0.5996168851852417,0.47282196383624253,[0.73175775 0.37374517 0.31296296],0.47266268998221417,[0.74788647 0.35123367 0.31886792],0.47430755568327215,[0.71631001 0.39933993 0.30727273],,0.7368336319923401,0.65770661365536,[0.82577628 0.63194444 0.51539912],0.646405657771331,[0.85246781 0.61111111 0.47563805],0.6724560331677253,[0.80070547 0.65424837 0.56241427],"(512, 512)",0.5,0.0001,123,focal,2,True,5,64,0.19,790,28,2,gaussian_random_projection,True
0,,0.5766283273696899,0.4669180123916033,[0.70882171 0.38337013 0.3085622 ],0.46099472945118,[0.75941837 0.34594954 0.27761628],0.4805622314689537,[0.66454598 0.42986799 0.34727273],,0.7254335284233093,0.651963105868242,[0.81555967 0.6215461  0.51878354],0.636517734940382,[0.85873502 0.59195742 0.45886076],0.6758247331854553,[0.77651801 0.65424837 0.59670782],"(512, 512)",0.5,0.0005,1,focal,2,True,5,64,0.2,790,28,2,gaussian_random_projection,True
0,,0.5846743583679199,0.46995232285907385,[0.71597096 0.38046475 0.31342126],0.46259894695461085,[0.75047559 0.3639789  0.27334235],0.4834290965244587,[0.68449971 0.39851485 0.36727273],,0.7247912883758545,0.646489312706248,[0.81610247 0.61915367 0.50421179],0.6334071707205778,[0.84790875 0.60322381 0.44908896],0.6657679258260232,[0.78659612 0.63594771 0.57475995],"(512, 512)",0.5,0.0005,12,focal,2,True,5,64,0.2,790,28,2,gaussian_random_projection,True
0,,0.5739463567733765,0.46409290785242674,[0.70812808 0.37372593 0.31042471],0.4571144409982772,[0.75707702 0.34446764 0.26979866],0.4796649121245265,[0.66512435 0.40841584 0.36545455],,0.7241489887237549,0.648119819787718,[0.81507842 0.62338481 0.50589623],0.6334011968867773,[0.85461581 0.60194766 0.44364012],0.6713067119852055,[0.77903754 0.64640523 0.58847737],"(512, 512)",0.5,0.0005,123,focal,2,True,5,64,0.2,790,28,2,gaussian_random_projection,True
0,,0.5854406356811523,0.47870634594948114,[0.71642714 0.39725505 0.32243685],0.47039587623526063,[0.76933289 0.36924167 0.27261307],0.4982477038912682,[0.67032967 0.42986799 0.39454545],,0.7164418697357178,0.6342082499139706,[0.81203205 0.60902022 0.48157248],0.6217642116085663,[0.84824369 0.5810089  0.43604004],0.6521259258161426,[0.77878559 0.63986928 0.53772291],"(512, 512)",0.1,0.001,1,focal,2,True,5,64,0.21,790,28,2,gaussian_random_projection,True
0,,0.5626437067985535,0.46507022791491454,[0.68964422 0.39775517 0.30781129],0.4595836972387813,[0.76497533 0.34594265 0.26783311],0.48581983762286,[0.62781955 0.46782178 0.36181818],,0.7093769907951355,0.6363885297001077,[0.80053836 0.61547655 0.49315068],0.6206490536513743,[0.85928922 0.56686846 0.43578947],0.6634703264021659,[0.74930713 0.67320261 0.56790123],"(512, 512)",0.1,0.001,12,focal,2,True,5,64,0.21,790,28,2,gaussian_random_projection,True
0,,0.5570881366729736,0.45596636875669144,[0.69507576 0.36482335 0.308     ],0.4498360632937131,[0.76511466 0.34123563 0.24315789],0.4828994865941192,[0.63678427 0.39191419 0.42      ],,0.7055234313011169,0.6302174829071321,[0.80042689 0.59822793 0.49199763],0.6151502191715591,[0.85058123 0.56167527 0.43319415],0.6550000521470591,[0.7558579  0.63986928 0.56927298],"(512, 512)",0.1,0.001,123,focal,2,True,5,64,0.21,790,28,2,gaussian_random_projection,True
0,,0.5986589789390564,0.46619965572326266,[0.73199355 0.37057654 0.29602888],0.4647745411984087,[0.74278059 0.35763622 0.29390681],0.4680618646017291,[0.72151533 0.38448845 0.29818182],,0.7363519668579102,0.6555132194244325,[0.82776416 0.62284413 0.51593137],0.6448908331015653,[0.84822845 0.62022035 0.4662237 ],0.670419223930999,[0.80826405 0.6254902  0.57750343],"(512, 512)",0.1,0.0001,1,focal,2,True,5,64,0.22,790,28,2,gaussian_random_projection,True
0,,0.6063218116760254,0.47779250154383374,[0.73608247 0.39203187 0.30526316],0.47465331278890605,[0.75       0.37904468 0.29491525],0.4816587650667901,[0.72267206 0.40594059 0.31636364],,0.7276814579963684,0.6480696463775969,[0.81965924 0.62515723 0.49939247],0.6349210367782026,[0.85413821 0.60242424 0.44820065],0.6671050313129366,[0.78785588 0.6496732  0.56378601],"(512, 512)",0.1,0.0001,12,focal,2,True,5,64,0.22,790,28,2,gaussian_random_projection,True
0,,0.5906130075454712,0.46488710894545143,[0.72393188 0.37579857 0.29493088],0.4642982963581583,[0.74876391 0.34506556 0.29906542],0.46804812927793654,[0.70069404 0.41254125 0.29090909],,0.7336223721504211,0.6562272855488595,[0.82229508 0.63458553 0.51180124],0.6431736785425528,[0.85749453 0.60437611 0.4676504 ],0.6743343702364347,[0.7898715  0.66797386 0.56515775],"(512, 512)",0.1,0.0001,123,focal,2,True,5,64,0.22,790,28,2,gaussian_random_projection,True
0,,0.5873563289642334,0.47118630976360115,[0.72047424 0.38850039 0.3045843 ],0.46414073455592514,[0.759372   0.3671072  0.26594301],0.48475738493456055,[0.68536726 0.41254125 0.35636364],,0.7220616340637207,0.6449833631420839,[0.81472746 0.61414272 0.50607991],0.6311752502890363,[0.84875785 0.60689215 0.43787575],0.6681135554358918,[0.78332074 0.62156863 0.5994513 ],"(512, 512)",0.1,0.0005,1,focal,2,True,5,64,0.23,790,28,2,gaussian_random_projection,True
0,,0.6090038418769836,0.4758029364752974,[0.73811276 0.4        0.28929605],0.47770763647443665,[0.75172414 0.37339056 0.30800821],0.4761352942697393,[0.72498554 0.43069307 0.27272727],,0.7206165790557861,0.6392018315334602,[0.81214819 0.61613692 0.48932039],0.6290373790362427,[0.84523161 0.57864524 0.46323529],0.6529663717338788,[0.78155707 0.65882353 0.51851852],"(512, 512)",0.1,0.0005,12,focal,2,True,5,64,0.23,790,28,2,gaussian_random_projection,True
0,,0.5772030353546143,0.46292375104171773,[0.71448192 0.36557442 0.30871492],0.45560785344310123,[0.75638126 0.35049205 0.25995025],0.479664705047717,[0.67698091 0.3820132  0.38      ],,0.7122671604156494,0.6344446634823145,[0.80767704 0.60745891 0.48819804],0.6198569720395043,[0.8508087  0.58812729 0.42063492],0.6594769046164419,[0.76870748 0.62810458 0.58161866],"(512, 512)",0.1,0.0005,123,focal,2,True,5,64,0.23,790,28,2,gaussian_random_projection,True
0,,0.6007663011550903,0.48443096174843997,[0.73624694 0.41023591 0.30681004],0.47728651166334285,[0.78062216 0.39798293 0.25325444],0.5030012318756457,[0.69664546 0.42326733 0.38909091],,0.7202954292297363,0.6360474869929803,[0.81388175 0.60526316 0.48899756],0.6270129797749656,[0.83075308 0.60927152 0.44101433],0.6492286901042996,[0.79768204 0.60130719 0.54869684],"(64, 64)",0.5,0.001,1,focal,2,True,5,64,1.0,769,10,3,gaussian_random_projection,True
0,,0.5946360230445862,0.47977469991108546,[0.73135476 0.40186191 0.30610743],0.47242309718334385,[0.78095238 0.37920937 0.25710754],0.49775176592268827,[0.68768074 0.42739274 0.37818182],,0.7130700349807739,0.6325269755226993,[0.81060507 0.59967794 0.48729792],0.6192920983371549,[0.8460274  0.59111111 0.42073779],0.6551338779681969,[0.77802973 0.60849673 0.57887517],"(64, 64)",0.5,0.001,12,focal,2,True,5,64,1.0,769,10,3,gaussian_random_projection,True
0,,0.5867816209793091,0.47411042946510995,[0.72040848 0.40740741 0.2945154 ],0.46718027117370386,[0.77470882 0.37587169 0.25096031],0.49143487454586987,[0.67322152 0.44471947 0.35636364],,0.7116249203681946,0.6350965066677795,[0.80472587 0.61006483 0.49049881],0.6203418413310029,[0.85044893 0.57811586 0.43246073],0.6586498522591478,[0.76366843 0.64575163 0.56652949],"(64, 64)",0.5,0.001,123,focal,2,True,5,64,1.0,769,10,3,gaussian_random_projection,True
0,,0.6203064918518066,0.4958893901528967,[0.75202399 0.42395587 0.31168831],0.4893594559576728,[0.78082192 0.40573152 0.28152493],0.5060866746015261,[0.72527473 0.44389439 0.34909091],,0.7174052596092224,0.6286760968099768,[0.81543624 0.59948652 0.47110553],0.6197896799563559,[0.83593543 0.5889029  0.43453071],0.6402597252892926,[0.79591837 0.61045752 0.51440329],"(64, 64)",0.5,0.0001,1,focal,2,True,5,64,1.1,769,10,3,gaussian_random_projection,True
0,,0.6113026738166809,0.4903531401652647,[0.74586557 0.41985033 0.30534351],0.48312243922655657,[0.78455155 0.40165787 0.26315789],0.5047402802744126,[0.7108155  0.43976898 0.36363636],,0.7113037705421448,0.6243092438374829,[0.81155291 0.58588463 0.4754902 ],0.6141922796769599,[0.83502132 0.57787667 0.42967885],0.6385737285311931,[0.7893676  0.59411765 0.53223594],"(64, 64)",0.5,0.0001,12,focal,2,True,5,64,1.1,769,10,3,gaussian_random_projection,True
0,,0.6159003973007202,0.49339968194151845,[0.74702067 0.42510589 0.30807249],0.48700290016089226,[0.78082624 0.39855596 0.28162651],0.5038221219461448,[0.71602082 0.45544554 0.34      ],,0.713230550289154,0.6238326327975416,[0.81314115 0.59466248 0.46369427],0.6146612849226202,[0.83896034 0.57220544 0.43281807],0.6357106903117901,[0.78886369 0.61895425 0.49931413],"(64, 64)",0.5,0.0001,123,focal,2,True,5,64,1.1,769,10,3,gaussian_random_projection,True
0,,0.6030651330947876,0.4873992235841585,[0.73658462 0.41301821 0.31259484],0.4796487396320368,[0.78138177 0.38933528 0.26822917],0.5036532970821663,[0.69664546 0.43976898 0.37454545],,0.7193320393562317,0.6356923106850725,[0.81445034 0.60505837 0.48756822],0.6250385547378899,[0.83777304 0.6003861  0.43695652],0.6512117604243343,[0.79239103 0.60980392 0.55144033],"(64, 64)",0.5,0.0005,1,focal,2,True,5,64,1.2,769,10,3,gaussian_random_projection,True
0,,0.600191593170166,0.48059854110091993,[0.73650601 0.40365515 0.30163447],0.47360936522771224,[0.77653094 0.38927203 0.25502513],0.4962125605273078,[0.70040486 0.41914191 0.36909091],,0.7194926142692566,0.6371544726809066,[0.81423948 0.6        0.49722394],0.626542331547998,[0.83732694 0.59050633 0.45179372],0.6516690077951619,[0.79239103 0.60980392 0.55281207],"(64, 64)",0.5,0.0005,12,focal,2,True,5,64,1.2,769,10,3,gaussian_random_projection,True
0,,0.5982758402824402,0.48237494576512985,[0.73189404 0.41160542 0.30362538],0.47496807686412096,[0.77774162 0.38747269 0.25968992],0.4985164647176112,[0.69115095 0.43894389 0.36545455],,0.7154784798622131,0.6382077398112553,[0.80832565 0.60869565 0.49760192],0.6242295419321032,[0.84704583 0.58368326 0.44195953],0.6594037889504224,[0.77299068 0.63594771 0.56927298],"(64, 64)",0.5,0.0005,123,focal,2,True,5,64,1.2,769,10,3,gaussian_random_projection,True
0,,0.584865927696228,0.48349167108141017,[0.71628055 0.42178363 0.31241084],0.4764172466645152,[0.79360056 0.37860892 0.25704225],0.5089812804299516,[0.65268942 0.47607261 0.39818182],,0.7098587155342102,0.6283131530229129,[0.80793126 0.60415356 0.47285464],0.6146475952134922,[0.84983315 0.58252427 0.41158537],0.6509912607018117,[0.76996725 0.62745098 0.55555556],"(64, 64)",0.1,0.001,1,focal,2,True,5,64,1.3,769,10,3,gaussian_random_projection,True
0,,0.5863984823226929,0.473696750599034,[0.72147391 0.41390205 0.28571429],0.4678778002790132,[0.77640786 0.3969697  0.23025584],0.4941689183377562,[0.67379988 0.43234323 0.37636364],,0.7121065855026245,0.624835103550584,[0.81049788 0.58885592 0.47515152],0.6159483581386044,[0.82807571 0.59414504 0.42562432],0.6383446108210088,[0.79365079 0.58366013 0.53772291],"(64, 64)",0.1,0.001,12,focal,2,True,5,64,1.3,769,10,3,gaussian_random_projection,True
0,,0.5800766348838806,0.477901585514501,[0.71205674 0.40897196 0.31267606],0.4705116126479934,[0.78247316 0.37388927 0.25517241],0.502741426832099,[0.65326778 0.45132013 0.40363636],,0.7084136009216309,0.6309049796083528,[0.80420884 0.60594796 0.48255814],0.6159354965128655,[0.85306584 0.57597173 0.41876892],0.6563778872317102,[0.760645   0.63921569 0.56927298],"(64, 64)",0.1,0.001,123,focal,2,True,5,64,1.3,769,10,3,gaussian_random_projection,True
0,,0.6099616885185242,0.49247888658773514,[0.74264818 0.42431373 0.31047476],0.484773405739156,[0.78486312 0.40433483 0.26512227],0.5085525724348027,[0.70474263 0.44636964 0.37454545],,0.7172446846961975,0.6286509926614942,[0.81545619 0.60122304 0.46927374],0.6193090958142703,[0.83709207 0.59226379 0.42857143],0.6412955305579021,[0.79491056 0.61045752 0.51851852],"(64, 64)",0.1,0.0001,1,focal,2,True,5,64,1.4,769,10,3,gaussian_random_projection,True
0,,0.6009578704833984,0.4847575144565741,[0.73568147 0.41395531 0.30463576],0.47736553679201416,[0.78190104 0.39432412 0.25587145],0.5022094563418169,[0.69462117 0.43564356 0.37636364],,0.7154784798622131,0.6277192660874689,[0.81429681 0.59547338 0.4733876 ],0.6181403018447464,[0.83772982 0.58120722 0.43548387],0.6403717042372504,[0.79213908 0.61045752 0.51851852],"(64, 64)",0.1,0.0001,12,focal,2,True,5,64,1.4,769,10,3,gaussian_random_projection,True
0,,0.5992336869239807,0.4858071539467869,[0.73235972 0.41169768 0.31336406],0.4781502244536566,[0.78175254 0.38142153 0.2712766 ],0.5023137628974002,[0.68883748 0.44719472 0.37090909],,0.7180474996566772,0.6313967637246678,[0.81599792 0.60235594 0.47583643],0.6210063468476468,[0.84190782 0.58721291 0.43389831],0.6455615991252468,[0.79163517 0.61830065 0.52674897],"(64, 64)",0.1,0.0001,123,focal,2,True,5,64,1.4,769,10,3,gaussian_random_projection,True
0,,0.6091954112052917,0.4906670753058698,[0.74363276 0.42216981 0.30619866],0.4832270340636832,[0.78670539 0.40315315 0.25982256],0.506942796650978,[0.70503181 0.44306931 0.37272727],,0.720777153968811,0.633290897740076,[0.81654213 0.6078495  0.47548107],0.6243583810618355,[0.83548642 0.60334836 0.43424036],0.6454111411368388,[0.79843789 0.6124183  0.52537723],"(64, 64)",0.1,0.0005,1,focal,2,True,5,64,1.5,769,10,3,gaussian_random_projection,True
0,,0.5743294954299927,0.4717846371044275,[0.70958512 0.41145441 0.29431438],0.4664341348303025,[0.78785739 0.37864078 0.23280423],0.4986516176198303,[0.6454598  0.45049505 0.4       ],,0.7058445811271667,0.6277468448499631,[0.80440552 0.59336493 0.48547009],0.6130834249061895,[0.84973367 0.57431193 0.41520468],0.6539186868162903,[0.76366843 0.61372549 0.58436214],"(64, 64)",0.1,0.0005,12,focal,2,True,5,64,1.5,769,10,3,gaussian_random_projection,True
0,,0.5735632181167603,0.47267465126818675,[0.70670258 0.40510128 0.3062201 ],0.4661225519300423,[0.78163337 0.37138927 0.24534502],0.4992329053610971,[0.64488143 0.44554455 0.40727273],,0.7074502110481262,0.6256897079230922,[0.80805687 0.59292897 0.47608329],0.6127727044316703,[0.84615385 0.58853831 0.40362595],0.6502917216269224,[0.77324263 0.59738562 0.58024691],"(64, 64)",0.1,0.0005,123,focal,2,True,5,64,1.5,769,10,3,gaussian_random_projection,True
0,,0.5909961462020874,0.4824369423748796,[0.72085794 0.41484716 0.31160572],0.4757212597199441,[0.77923387 0.37109375 0.27683616],0.49909317363199596,[0.67061885 0.47029703 0.35636364],,0.7141939401626587,0.6363113122757917,[0.80691567 0.60963558 0.49238269],0.6227117074488652,[0.84728381 0.57786885 0.44298246],0.6565003504831287,[0.7702192  0.64509804 0.55418381],"(128, 128)",0.5,0.001,1,focal,2,True,5,64,1.6,769,10,3,gaussian_random_projection,True
0,,0.6028735637664795,0.48840211239196485,[0.73631387 0.40468498 0.32420749],0.48043881610114353,[0.77645927 0.39636076 0.26849642],0.5075243065081523,[0.70011567 0.41336634 0.40909091],,0.7079319357872009,0.6287070879858633,[0.80635838 0.59300792 0.48675497],0.6160583512733351,[0.84243755 0.59853529 0.40720222],0.6552542004456104,[0.77324263 0.5875817  0.60493827],"(128, 128)",0.5,0.001,12,focal,2,True,5,64,1.6,769,10,3,gaussian_random_projection,True
0,,0.5877394676208496,0.4818987187123023,[0.72237028 0.41078208 0.3125438 ],0.474498993292243,[0.78877097 0.38045007 0.25427594],0.5060350899173203,[0.66628109 0.44636964 0.40545455],,0.7085741758346558,0.627059896275142,[0.80596234 0.59098177 0.48423557],0.6146111661240221,[0.83772764 0.57858485 0.42752101],0.6462462076737417,[0.77651801 0.60392157 0.55829904],"(128, 128)",0.5,0.001,123,focal,2,True,5,64,1.6,769,10,3,gaussian_random_projection,True
0,,0.6203064918518066,0.4922663051236189,[0.75309194 0.41627172 0.30743525],0.4868177699436183,[0.7768214  0.39924242 0.28438949],0.50004438905429,[0.73076923 0.43481848 0.33454545],,0.7188503742218018,0.6331355943548912,[0.81620502 0.59954969 0.48365207],0.6229807687013151,[0.83923343 0.59024699 0.43946188],0.6470932954800576,[0.79440665 0.60915033 0.53772291],"(128, 128)",0.5,0.0001,1,focal,2,True,5,64,1.7,769,10,3,gaussian_random_projection,True
0,,0.6204980611801147,0.49241985358079443,[0.7531655  0.41729472 0.30679934],0.48683232048750164,[0.77665131 0.40183346 0.2820122 ],0.5004718169908373,[0.73105842 0.4339934  0.33636364],,0.720777153968811,0.6335308965446055,[0.81811146 0.60148435 0.48099688],0.6242906081084246,[0.83822363 0.59400892 0.44063927],0.645861527052522,[0.7989418  0.60915033 0.52949246],"(128, 128)",0.5,0.0001,12,focal,2,True,5,64,1.7,769,10,3,gaussian_random_projection,True
0,,0.6118773818016052,0.4889301046563464,[0.74599819 0.41494745 0.30584468],0.4822276931009011,[0.7806574  0.39277819 0.2732475 ],0.5004424728187105,[0.71428571 0.43976898 0.34727273],,0.7193320393562317,0.6346680260960817,[0.81577246 0.59731114 0.49092048],0.624897249472438,[0.8377589  0.58531995 0.4516129 ],0.6474791288257417,[0.79491056 0.60980392 0.53772291],"(128, 128)",0.5,0.0001,123,focal,2,True,5,64,1.7,769,10,3,gaussian_random_projection,True
0,,0.6126436591148376,0.4946608068112282,[0.74490107 0.42667707 0.31240429],0.48691270754747124,[0.78631105 0.4045858  0.26984127],0.5099545645715525,[0.70763447 0.45132013 0.37090909],,0.7157996296882629,0.635853604531141,[0.8113749  0.60026042 0.49592549],0.6232951684212961,[0.84122261 0.59792477 0.43073812],0.6568497357790853,[0.78357269 0.60261438 0.58436214],"(128, 128)",0.5,0.0005,1,focal,2,True,5,64,1.8,769,10,3,gaussian_random_projection,True
0,,0.600191593170166,0.48529338054984783,[0.73354613 0.39858212 0.32375189],0.4772209774672686,[0.77314963 0.38131123 0.27720207],0.5014616186893415,[0.6978022  0.41749175 0.38909091],,0.7196531891822815,0.6371973805945115,[0.81489169 0.60448489 0.49221557],0.6259241695979835,[0.83983957 0.60116354 0.43676939],0.6543374551466677,[0.79138322 0.60784314 0.56378601],"(128, 128)",0.5,0.0005,12,focal,2,True,5,64,1.8,769,10,3,gaussian_random_projection,True
0,,0.6028735637664795,0.4871015788504191,[0.73877177 0.40636183 0.31617114],0.47939014323229995,[0.78303109 0.39217191 0.26296743],0.50574297279352,[0.69924812 0.42161716 0.39636364],,0.7111431956291199,0.6309847107148211,[0.80920622 0.59034573 0.49340218],0.6181579593313244,[0.84121805 0.58919271 0.42406312],0.6536312741831987,[0.77954145 0.59150327 0.58984911],"(128, 128)",0.5,0.0005,123,focal,2,True,5,64,1.8,769,10,3,gaussian_random_projection,True
0,,0.5911877155303955,0.4852629480978845,[0.72104608 0.41407407 0.32066869],0.47732619706698215,[0.78084963 0.37567204 0.27545692],0.5048695956929412,[0.6697513  0.46122112 0.38363636],,0.7096981406211853,0.6318302771187547,[0.80651138 0.60629666 0.48268279],0.6181335993036082,[0.84945637 0.60219213 0.40275229],0.6601173253938063,[0.76769967 0.61045752 0.60219479],"(128, 128)",0.1,0.001,1,focal,2,True,5,64,1.9,769,10,3,gaussian_random_projection,True
0,,0.6093869805335999,0.4909321011323022,[0.73843821 0.42132933 0.31302876],0.48519024907117697,[0.77621932 0.38662991 0.29272152],0.5011330600960616,[0.70416426 0.46287129 0.33636364],,0.7162812948226929,0.6281301519027407,[0.81333506 0.60206314 0.46899225],0.6194836494152746,[0.83823529 0.57699221 0.44322344],0.6390752185647922,[0.7898715  0.62941176 0.49794239],"(128, 128)",0.1,0.001,12,focal,2,True,5,64,1.9,769,10,3,gaussian_random_projection,True
0,,0.5911877155303955,0.47948847458918226,[0.72470444 0.40062967 0.31313131],0.47168940084177485,[0.77250409 0.38299473 0.25956938],0.4989959568542163,[0.68247542 0.419967   0.39454545],,0.7066473960876465,0.6249663541416947,[0.80472751 0.5943698  0.47580175],0.6120821051563341,[0.84037301 0.5820802  0.4137931 ],0.6462810638658755,[0.77198287 0.60718954 0.55967078],"(128, 128)",0.1,0.001,123,focal,2,True,5,64,1.9,769,10,3,gaussian_random_projection,True
0,,0.6143678426742554,0.4919317462083126,[0.74656189 0.42414861 0.30508475],0.4852068362671765,[0.781893   0.39941691 0.2743106 ],0.5033557641478433,[0.71428571 0.45214521 0.34363636],,0.715639054775238,0.6307739477314428,[0.81350649 0.59490446 0.48391089],0.6201297260716873,[0.83945323 0.58012422 0.44081172],0.6453081095263894,[0.78911565 0.61045752 0.53635117],"(128, 128)",0.1,0.0001,1,focal,2,True,5,64,1.1,769,10,3,gaussian_random_projection,True
0,,0.6170498132705688,0.49546401090518244,[0.74936023 0.41767697 0.31935484],0.4884860704113054,[0.78147567 0.39702602 0.28695652],0.5067914263953868,[0.71978022 0.44059406 0.36      ],,0.7227039337158203,0.6364403317632976,[0.81890984 0.60849822 0.48191294],0.626623649616287,[0.84018023 0.60399227 0.43569845],0.6502854639798307,[0.79868985 0.6130719  0.53909465],"(128, 128)",0.1,0.0001,12,focal,2,True,5,64,1.1,769,10,3,gaussian_random_projection,True
