,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,input_dim
0,0.5480440152542931,0.6524184346199036,0.5463218670141933,[0.76098418 0.4988345  0.37914692],0.5296452365057291,[0.8407767  0.43319838 0.31496063],0.5863755470497044,[0.69502408 0.58791209 0.47619048],0.7695291553224836,0.5931603908538818,0.48307844036200526,[0.7194781  0.4009901  0.32876712],0.4818886262148674,[0.71481481 0.43085106 0.3       ],0.4876129967593383,[0.72420263 0.375      0.36363636],"(256, 256)",0.1,0.0001,1,focal,2,False,,64,768
0,0.5467842774731773,0.6602924466133118,0.5490185946422775,[0.7677643  0.50118203 0.37810945],0.5329651008672037,[0.83427495 0.43983402 0.32478632],0.5819579920703516,[0.71107544 0.58241758 0.45238095],0.7861640964235578,0.5908018946647644,0.4778451599833819,[0.71828358 0.40096618 0.31428571],0.476924976924977,[0.71428571 0.41919192 0.2972973 ],0.4799730155421212,[0.72232645 0.38425926 0.33333333],"(256, 256)",0.1,0.0001,12,focal,2,False,,64,768
0,0.5575859206063407,0.6332958340644836,0.5247861581645554,[0.74756422 0.47272727 0.35406699],0.5110309566851529,[0.83399209 0.40310078 0.296     ],0.5630907793829142,[0.67736758 0.57142857 0.44047619],0.7454420242990766,0.6002358198165894,0.494326947288448,[0.72121789 0.44292237 0.31884058],0.49138424138424136,[0.73166023 0.43693694 0.30555556],0.49782560859796626,[0.71106942 0.44907407 0.33333333],"(256, 256)",0.1,0.0001,123,focal,2,False,,64,768
