,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,num_layers,bidirectional,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,model_id
0,,0.6440613269805908,0.5159261695183562,[0.76399883 0.46956522 0.31421446],0.5118093628212695,[0.77467301 0.4713217  0.28943338],0.5216909840203222,[0.75361481 0.46782178 0.34363636],,0.7047206163406372,0.6019944615747675,[0.80895784 0.56070941 0.43631613],0.6020645181670373,[0.80342942 0.58630528 0.41645885],0.6033265432373224,[0.81456286 0.5372549  0.45816187],20,1,True,200,0.1,0.001,1,focal,2,True,5,64,0
0,,0.6139847040176392,0.5103961855898298,[0.73716952 0.46578538 0.32823366],0.5012165805659986,[0.7974428  0.44044118 0.26576577],0.5362275319492621,[0.68536726 0.49422442 0.42909091],,0.6844894289970398,0.6024057439753575,[0.78732188 0.57557589 0.44431946],0.5893380649006772,[0.83502825 0.55643685 0.37654909],0.6275628495568324,[0.74477198 0.59607843 0.54183813],20,1,True,200,0.1,0.001,12,focal,2,True,5,64,0
0,,0.634482741355896,0.511469280286879,[0.75983437 0.44481887 0.3297546 ],0.505692415328329,[0.77754237 0.45438898 0.28514589],0.5231558783408705,[0.74291498 0.43564356 0.39090909],,0.7063262462615967,0.6110535389288917,[0.81033827 0.56602476 0.45679758],0.6068114777179658,[0.81498471 0.59724238 0.40820734],0.6207238450935929,[0.80574452 0.5379085  0.51851852],20,1,True,200,0.1,0.001,123,focal,2,True,5,64,0
0,,0.6490421295166016,0.514134122782274,[0.7713419  0.45392491 0.31713555],0.5130276040269292,[0.77056277 0.46996466 0.29855538],0.5164161089330449,[0.77212261 0.43894389 0.33818182],,0.7061657309532166,0.6030297496881217,[0.81097941 0.55643225 0.44167759],0.6038858939587582,[0.80326248 0.58555957 0.42283563],0.603729502775047,[0.81884606 0.53006536 0.46227709],20,1,True,200,0.1,0.0005,1,focal,2,True,5,64,1
0,,0.626819908618927,0.500337197959548,[0.75424856 0.42828119 0.31848185],0.49490277146136474,[0.77122998 0.42193755 0.29154079],0.507908805339759,[0.73799884 0.43481848 0.35090909],,0.7018304467201233,0.6071165657518974,[0.80556629 0.57722008 0.43856333],0.5994675196135947,[0.82436709 0.56844106 0.40559441],0.6170815651363427,[0.78760393 0.58627451 0.47736626],20,1,True,200,0.1,0.0005,12,focal,2,True,5,64,1
0,,0.6159003973007202,0.5085475469660774,[0.73784615 0.4587015  0.32909499],0.49900912480556353,[0.78829717 0.42918763 0.27954257],0.528679562577426,[0.69346443 0.49257426 0.4       ],,0.6870584487915039,0.6043244917627552,[0.78750831 0.57917437 0.4462908 ],0.5914435273889035,[0.8332396  0.54778555 0.39330544],0.6255632568528097,[0.74653565 0.61437908 0.51577503],20,1,True,200,0.1,0.0005,123,focal,2,True,5,64,1
0,,0.624904215335846,0.5022778670792586,[0.7529656  0.43175966 0.32210835],0.49739677975642343,[0.77267194 0.44991055 0.26960784],0.5164186488053085,[0.73423944 0.4150165  0.4       ],,0.6798329949378967,0.5888742328055324,[0.78487547 0.55119168 0.43055556],0.581155793474634,[0.80449735 0.56659765 0.37237237],0.6043591098991037,[0.76618796 0.53660131 0.51028807],20,1,True,200,0.1,0.0001,1,focal,2,True,5,64,2
0,,0.6128352284431458,0.4939932185485407,[0.73905851 0.43499197 0.30792918],0.4868127534107596,[0.76997806 0.4234375  0.2670227 ],0.5071191329659283,[0.71052632 0.44719472 0.36363636],,0.6772639751434326,0.591560822992887,[0.78120488 0.55321861 0.44025898],0.5802368236958596,[0.81534247 0.539801   0.38556701],0.610054282343939,[0.74981104 0.56732026 0.51303155],20,1,True,200,0.1,0.0001,12,focal,2,True,5,64,2
0,,0.6436781883239746,0.5054765177170678,[0.76789838 0.44406923 0.30446194],0.5048726347819662,[0.76657061 0.45462403 0.29342327],0.5065292683114465,[0.76923077 0.4339934  0.31636364],,0.6901091933250427,0.5893669794629968,[0.79667423 0.5394163  0.43201041],0.5872219782054843,[0.79667423 0.55410062 0.41089109],0.5925276008894642,[0.79667423 0.5254902  0.45541838],20,1,True,200,0.1,0.0001,123,focal,2,True,5,64,2
0,,0.6300766468048096,0.5162143859823873,[0.75033942 0.4614786  0.33682514],0.507808984491802,[0.78429518 0.43667158 0.3024602 ],0.5294919260578458,[0.71920185 0.48927393 0.38      ],,0.700385332107544,0.6089605023377822,[0.80077821 0.58559697 0.44050633],0.6002456732366483,[0.82518043 0.56662592 0.40893067],0.6203421286209957,[0.77777778 0.60588235 0.47736626],20,1,True,300,0.1,0.001,1,focal,2,True,5,64,3
0,,0.6400383114814758,0.5166308116326438,[0.76450613 0.45358203 0.33180428],0.5112364448673421,[0.78099548 0.46643418 0.28627968],0.5282210887369824,[0.74869867 0.44141914 0.39454545],,0.6973346471786499,0.6042679547779125,[0.80301482 0.55742201 0.45236704],0.5982368548991226,[0.8144597  0.58615717 0.39409369],0.6180412905903102,[0.79188713 0.53137255 0.5308642 ],20,1,True,300,0.1,0.001,12,focal,2,True,5,64,3
0,,0.6371647715568542,0.5250770100671089,[0.75129692 0.48880866 0.33512545],0.520046593800021,[0.79521964 0.43453145 0.33038869],0.5368510321246122,[0.71197224 0.55858086 0.34      ],,0.6901091933250427,0.6002079288095444,[0.79012994 0.57268982 0.43780403],0.5963991501343477,[0.82465753 0.52087794 0.44366197],0.608807967631497,[0.75837743 0.63594771 0.43209877],20,1,True,300,0.1,0.001,123,focal,2,True,5,64,3
0,,0.6318007707595825,0.5127059417946017,[0.75440937 0.43697479 0.34673367],0.5064874738787782,[0.77379143 0.42424242 0.32142857],0.5209444125442041,[0.73597455 0.45049505 0.37636364],,0.6995825171470642,0.6052220244329318,[0.80132789 0.56817442 0.44616377],0.5996758499762244,[0.81232203 0.56578095 0.42092457],0.6119461227563728,[0.79062736 0.57058824 0.47462277],20,1,True,300,0.1,0.0005,1,focal,2,True,5,64,4
0,,0.6318007707595825,0.5008378966130071,[0.76078431 0.41704442 0.32468495],0.5003648485482829,[0.76422527 0.46277666 0.27409262],0.5116979922399412,[0.7573742  0.37953795 0.39818182],,0.6978163123130798,0.598503816296564,[0.80766322 0.54199569 0.44585253],0.59783169958998,[0.80807062 0.60111465 0.38430983],0.6105281618820367,[0.80725624 0.49346405 0.5308642 ],20,1,True,300,0.1,0.0005,12,focal,2,True,5,64,4
0,,0.6204980611801147,0.5007085577227449,[0.74649985 0.42874743 0.32687839],0.49374188461635216,[0.76965602 0.4268193  0.28475034],0.5130085964061993,[0.72469636 0.43069307 0.38363636],,0.69749516248703,0.6085069028183551,[0.799794   0.56602522 0.45970149],0.5998578097824463,[0.81779884 0.57479784 0.40697674],0.6227339769927175,[0.78256488 0.55751634 0.52812071],20,1,True,300,0.1,0.0005,123,focal,2,True,5,64,4
0,,0.6356321573257446,0.4895045906646181,[0.7633414  0.4093466  0.29582577],0.4923840400462745,[0.751471   0.43039126 0.29528986],0.48740683033022797,[0.77559283 0.39026403 0.29636364],,0.6840077042579651,0.5779164819988706,[0.79245283 0.52745763 0.41383899],0.5785881759722035,[0.78606842 0.54788732 0.40180879],0.57801677598337,[0.7989418  0.50849673 0.4266118 ],20,1,True,300,0.1,0.0001,1,focal,2,True,5,64,5
0,,0.6285440325737,0.49101324636719085,[0.75953757 0.40580986 0.30769231],0.48969202681453455,[0.75909879 0.43490566 0.27507163],0.49647693687818756,[0.75997687 0.38036304 0.34909091],,0.6764611601829529,0.5763750163649638,[0.78650834 0.51951641 0.4231003 ],0.5731762311212959,[0.78870028 0.55091575 0.37991266],0.5843993564503991,[0.78432855 0.49150327 0.47736626],20,1,True,300,0.1,0.0001,12,focal,2,True,5,64,5
