,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6289272308349609,0.5141852191640578,[0.75649547 0.45226131 0.33379888],0.5073541961587503,[0.79190386 0.45918367 0.27097506],0.5347359987589274,[0.72411799 0.44554455 0.43454545],,0.655266523361206,0.5595056726835833,[0.77454545 0.49374366 0.4102279 ],0.5518906876772833,[0.79924953 0.51156272 0.34485981],0.5782065912784867,[0.75132275 0.47712418 0.50617284],35,3,5,11,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6408045887947083,0.5056627056278321,[0.77277306 0.39704524 0.34716981],0.5055428473289165,[0.7691206  0.45073375 0.29677419],0.5164758928177375,[0.77646038 0.35478548 0.41818182],,0.6649004220962524,0.544758129299322,[0.79140953 0.45298207 0.38988279],0.5481715913230066,[0.77570772 0.51454697 0.35426009],0.5486019373455829,[0.80776014 0.40457516 0.43347051],35,3,5,11,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6375479102134705,0.507872580966809,[0.76606909 0.42523158 0.33231707],0.5050736825167718,[0.77225977 0.45687204 0.28608924],0.5180100901935191,[0.75997687 0.39768977 0.39636364],,0.6669877767562866,0.5537133010932499,[0.7890664  0.47720798 0.39486553],0.5540736297896453,[0.78184516 0.52425665 0.35611907],0.5591344905589122,[0.79642227 0.4379085  0.4430727 ],35,3,5,11,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.5929118990898132,0.44579253120894213,[0.73610298 0.35355148 0.24772313],0.4451146355796641,[0.74481942 0.3423493  0.24817518],0.4467908265667515,[0.7275882  0.36551155 0.24727273],,0.639210045337677,0.5184918632303078,[0.76461655 0.46993825 0.32092079],0.517439011684536,[0.76811594 0.46735617 0.31684492],0.5196002680907754,[0.7611489  0.47254902 0.32510288],35,3,5,11,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.5810344815254211,0.4429325854975492,[0.72018209 0.38873039 0.21988528],0.4439514524586017,[0.75766284 0.34233668 0.23185484],0.44833189796712464,[0.68623482 0.44966997 0.20909091],,0.642421305179596,0.542657556058126,[0.75930587 0.50157819 0.36708861],0.5414136197902218,[0.80055866 0.44705882 0.37662338],0.5504542557763846,[0.72209625 0.57124183 0.35802469],35,3,5,11,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.600191593170166,0.45881508002013155,[0.74246213 0.36255454 0.27142857],0.45708352327716023,[0.75546244 0.34912147 0.26666667],0.4611093399681206,[0.72990168 0.37706271 0.27636364],,0.6433846950531006,0.525543134773218,[0.77113982 0.47717042 0.32831916],0.5222114288095301,[0.78326403 0.46962025 0.31375   ],0.529553275356782,[0.75938524 0.48496732 0.34430727],35,3,5,11,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6256704926490784,0.5031707488859601,[0.75780089 0.41884817 0.33286319],0.49855789955561236,[0.77933985 0.44444444 0.2718894 ],0.5208503291046283,[0.73742047 0.3960396  0.42909091],,0.6703596711158752,0.5724731958796948,[0.7871877  0.50578744 0.42444444],0.5677696144749319,[0.8008342  0.54579864 0.356676  ],0.5897486017726706,[0.77399849 0.47124183 0.52400549],35,3,5,11,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.624904215335846,0.510670914371202,[0.74906255 0.44177373 0.34117647],0.5027802050776079,[0.77812403 0.44379684 0.28641975],0.5278936181645927,[0.7220937  0.43976898 0.42181818],,0.670680820941925,0.5799926619277256,[0.78349981 0.51190476 0.44457342],0.5702902638000111,[0.80748663 0.51807229 0.38531187],0.5973855111317503,[0.76089695 0.50588235 0.52537723],35,3,5,11,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.630842924118042,0.5099856213244132,[0.76111194 0.4291958  0.33964912],0.5053350777818589,[0.7831141  0.4563197  0.27657143],0.5284759436036143,[0.74031232 0.40511551 0.44      ],,0.665542721748352,0.5662028506640687,[0.78285277 0.49558772 0.42016807],0.562280037087965,[0.79296976 0.53875672 0.35511364],0.5820724997818058,[0.77299068 0.45882353 0.51440329],35,3,5,11,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.630842924118042,0.4918374976243416,[0.76533765 0.42567019 0.28450466],0.48813993276406337,[0.77897574 0.4192     0.26624406],0.49665555450860294,[0.75216888 0.43234323 0.30545455],,0.6616891622543335,0.5454945169460825,[0.78658228 0.48566722 0.36423406],0.5432775325339203,[0.79038413 0.489701   0.34974747],0.548162913999619,[0.78281683 0.48169935 0.37997257],35,3,5,11,15,3,umap,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
