,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.5913792848587036,0.46657677952314563,[0.72590134 0.38552437 0.28830462],0.465068089284655,[0.75875118 0.34893048 0.2875226 ],0.471853961567354,[0.69577791 0.43069307 0.28909091],,0.6779062151908875,0.5843980041337656,[0.78656639 0.53036314 0.43626449],0.5804470250760061,[0.81031258 0.49742416 0.43360434],0.5903678892681902,[0.76417234 0.56797386 0.43895748],35,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6126436591148376,0.467092467972972,[0.7468225  0.3958172  0.25863771],0.47019339953388833,[0.75465013 0.3729927  0.28293737],0.46631818705294475,[0.73915558 0.42161716 0.23818182],,0.6729286909103394,0.5707021964140172,[0.78450363 0.51448363 0.41311933],0.5701724806419044,[0.7937081  0.4963548  0.42045455],0.5718442658270441,[0.7755102  0.53398693 0.40603567],35,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6235632300376892,0.492071776175766,[0.75556876 0.41966705 0.30097952],0.48894252302549074,[0.77655678 0.39533187 0.29493892],0.4967176046696631,[0.73568537 0.44719472 0.30727273],,0.6815991997718811,0.5878133645800728,[0.7879101 0.5409785 0.4345515],0.5822471467553687,[0.8083753  0.51697439 0.42139175],0.5947784875266979,[0.76845553 0.56732026 0.44855967],35,15,3,gaussian_random_projection,17,12,"['timeline_index', 'speaker']","[None, None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64
