,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6302682161331177,0.5196744735297151,[0.75267521 0.45383023 0.35251799],0.5110520375694904,[0.7859616  0.45552785 0.29166667],0.5398978185846346,[0.7220937  0.45214521 0.44545455],,0.6586384177207947,0.558698928114335,[0.77933068 0.48408534 0.41268076],0.553739385176301,[0.79347258 0.52069225 0.34705332],0.5756293189429407,[0.76568405 0.45228758 0.50891632],11,3,5,3,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,10,1,300,"(32, 32)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6289272308349609,0.5168907711657041,[0.75268817 0.45755861 0.34042553],0.5080001303793598,[0.79014308 0.44849445 0.28536285],0.5358127877565084,[0.71862348 0.4669967  0.42181818],,0.655266523361206,0.5589560437281101,[0.77380026 0.49513586 0.40793201],0.5511618251724486,[0.79738038 0.50861475 0.34749035],0.5759182685419847,[0.7515747  0.48235294 0.49382716],11,3,5,3,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,10,1,300,"(32, 32)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6264367699623108,0.5043436622542673,[0.75296235 0.44331905 0.31674959],0.49775328942912367,[0.78217513 0.4199262  0.29115854],0.5141992562471979,[0.72585309 0.46947195 0.34727273],,0.6690751314163208,0.5690115565588149,[0.78208107 0.5252074  0.39974619],0.5623174408908733,[0.80195923 0.51309227 0.37190083],0.5777239290778039,[0.76316453 0.5379085  0.43209877],11,3,5,3,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,10,1,300,"(32, 32)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.624904215335846,0.49551522836502143,[0.75674074 0.42273099 0.30707395],0.48999967709679954,[0.77582017 0.41896272 0.27521614],0.5041391987666088,[0.73857721 0.42656766 0.34727273],,0.650288999080658,0.533456464546751,[0.77810312 0.4823648  0.33990148],0.5303305615055072,[0.78641276 0.49619903 0.30837989],0.539283038318208,[0.76996725 0.46928105 0.37860082],11,3,5,3,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,10,1,300,"(32, 32)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6266283392906189,0.4748501325955304,[0.75932594 0.40697203 0.25825243],0.47782261278495136,[0.75638451 0.4        0.27708333],0.4727666473992686,[0.76229034 0.41419142 0.24181818],,0.639531135559082,0.5025260425111019,[0.77182045 0.45457527 0.28118241],0.5055275561459839,[0.76400889 0.4562212  0.29635258],0.5000747624152542,[0.7797934  0.45294118 0.26748971],11,3,5,3,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,10,1,300,"(32, 32)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.5963601469993591,0.46360062015873243,[0.73276251 0.3962406  0.26179875],0.4609735123034284,[0.76242576 0.36395028 0.2565445 ],0.46913740130519704,[0.70532099 0.43481848 0.26727273],,0.6390494704246521,0.5320378933977152,[0.7573472  0.49379728 0.3449692 ],0.5288553104887499,[0.78258533 0.45971831 0.3442623 ],0.5375661375661375,[0.73368607 0.53333333 0.34567901],11,3,5,3,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,10,1,300,"(32, 32)",0.1,0.0003,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.5988505482673645,0.44019164071992134,[0.7373898  0.37212985 0.21105528],0.4435705735594462,[0.73707021 0.35768645 0.23595506],0.438802509516423,[0.73770966 0.38778878 0.19090909],,0.6115928292274475,0.4576265603803035,[0.74793948 0.41227787 0.21266234],0.46629144604805023,[0.73076923 0.40766773 0.26043738],0.4542092282729279,[0.765936   0.41699346 0.17969822],11,3,5,3,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,10,1,300,"(32, 32)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6174329519271851,0.4210893616166486,[0.75962958 0.28235294 0.22128556],0.4399080924035063,[0.7087403  0.34782609 0.26315789],0.41564166248897877,[0.81839213 0.23762376 0.19090909],,0.6218689680099487,0.45444685048442285,[0.75890888 0.34042553 0.26400614],0.47727967009698996,[0.70361601 0.42857143 0.29965157],0.4473085804966706,[0.82363316 0.28235294 0.23593964],11,3,5,3,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,10,1,300,"(32, 32)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.5944444537162781,0.3912980968380528,[0.7425182  0.25853659 0.17283951],0.40357859836702487,[0.69545455 0.31622912 0.19905213],0.3892627498724425,[0.79641411 0.21864686 0.15272727],,0.6111111044883728,0.44535352718714344,[0.74619883 0.35637481 0.23348694],0.46455160300529635,[0.69635451 0.4320298  0.26527051],0.4385005579735324,[0.8037289  0.30326797 0.2085048 ],11,3,5,3,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,10,1,300,"(32, 32)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6337164640426636,0.5196899302906831,[0.75517552 0.45633803 0.34755625],0.5110392892035079,[0.784601   0.44540456 0.30311231],0.5343239650743559,[0.72787739 0.46782178 0.40727273],,0.6613680124282837,0.5605769525268829,[0.78029225 0.50642081 0.39501779],0.5532628771564515,[0.80154091 0.51028534 0.34796238],0.5731818653387281,[0.76014109 0.50261438 0.45679012],11,3,5,3,15,3,umap,17,12,"['time_encoding_minute', 'timeline_index']","[None, None]",True,False,384,0,True,signature,10,1,300,"(128, 128)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,3
