,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.610322307137882,0.6320305466651917,0.6306984838093015,[0.60851927 0.6528777 ],0.6398180553686006,[0.68649886 0.59313725],0.6362240437158471,[0.54644809 0.726     ],0.2247534841299057,0.6476868391036987,0.5965980771740549,[0.74015748 0.45303867],0.6085035718761749,[0.6980198  0.51898734],0.5948351407602147,[0.7877095  0.40196078],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.5,0.001,123,focal,2,False,,Conv1d,,concatenation,64,6
0,0.2888466733343461,0.6043851375579834,0.5947193939061051,[0.53213078 0.65730801],0.6289999084546309,[0.69822485 0.55977496],0.612936247723133,[0.4298725 0.796    ],0.24608634412288666,0.5480427145957947,0.4472359473985843,[0.68329177 0.21118012],0.45262635516872807,[0.61711712 0.28813559],0.4660148975791434,[0.76536313 0.16666667],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.5,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,7
0,0.856946629636428,0.5529075264930725,0.5519694526075565,[0.53146853 0.57247037],0.557229362149983,[0.58849558 0.52596315],0.5562586520947177,[0.4845173 0.628    ],0.3981510281562805,0.7330960631370544,0.7143418680618621,[0.78753541 0.64114833],0.7125093995058545,[0.79885057 0.62616822],0.7166995289736007,[0.77653631 0.65686275],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,7
0,1.006816772853627,0.6167778968811035,0.6156430467246107,[0.63652803 0.59475806],0.6157752039818423,[0.63195691 0.5995935 ],0.615582877959927,[0.64116576 0.59      ],0.3673683702945709,0.7793594002723694,0.7547578828828828,[0.83243243 0.67708333],0.7642524723676556,[0.80628272 0.72222222],0.7487950487457553,[0.8603352 0.6372549],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,7
0,0.4519074454027064,0.6367969512939453,0.6250073887812498,[0.5585168  0.69149798],0.67423415225963,[0.76751592 0.58095238],0.6464899817850638,[0.43897996 0.854     ],0.235065495967865,0.6441280841827393,0.5837776987794762,[0.74226804 0.42528736],0.6014420520999468,[0.68899522 0.51388889],0.5836071858911163,[0.80446927 0.3627451 ],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.5,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,8
0,0.48305584402645335,0.6081982851028442,0.5993374006217096,[0.53975364 0.65892116],0.6318509813623618,[0.7005814  0.56312057],0.6164899817850638,[0.43897996 0.794     ],0.29540870487689974,0.7330960631370544,0.7055124711800461,[0.79564033 0.61538462],0.7108785175017158,[0.77659574 0.64516129],0.7019388761091029,[0.81564246 0.58823529],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.5,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,8
0,0.36844316387877746,0.6234509348869324,0.6158032892071096,[0.56159822 0.67000835],0.6470364060258249,[0.71875    0.57532281],0.6314189435336977,[0.46083789 0.802     ],0.2128199338912964,0.6690391302108765,0.6414094981955899,[0.74094708 0.54187192],0.6417216721672168,[0.73888889 0.54455446],0.6411162230255231,[0.74301676 0.53921569],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.5,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,8
0,0.33296603490324583,0.6558627486228943,0.643413984189984,[0.57678781 0.71004016],0.7012495584599081,[0.80921053 0.59328859],0.6660437158469945,[0.44808743 0.884     ],0.2280916005373001,0.6583629846572876,0.6447534766118836,[0.71428571 0.57522124],0.6442623792890898,[0.76433121 0.52419355],0.6538229817066491,[0.67039106 0.6372549 ],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,False,,Conv1d,,concatenation,64,9
0,0.40756889301187854,0.6224976181983948,0.6222830831005587,[0.63128492 0.61328125],0.6224754634678299,[0.64571429 0.59923664],0.6227431693989072,[0.61748634 0.628     ],0.24850813150405884,0.6832740306854248,0.6373457461463727,[0.7664042  0.50828729],0.6525253791201905,[0.72277228 0.58227848],0.6333114251287107,[0.81564246 0.45098039],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,False,,Conv1d,,concatenation,64,9
0,0.4956710373654085,0.6339371204376221,0.6339367502726282,[0.63358779 0.63428571],0.6353926033885954,[0.66533066 0.60545455],0.635367941712204,[0.60473588 0.666     ],0.2917664021253586,0.6405693888664246,0.5974154928578521,[0.72922252 0.46560847],0.6033890271359166,[0.70103093 0.50574713],0.5955745426662284,[0.75977654 0.43137255],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,False,,Conv1d,,concatenation,64,9
0,0.30574781754437613,0.6339371204376221,0.6277721923236146,[0.57986871 0.67567568],0.6554113594488504,[0.7260274  0.58479532],0.6413479052823315,[0.48269581 0.8       ],0.2385430246591568,0.5978647470474243,0.4840014950355071,[0.72639225 0.24161074],0.5120021822149482,[0.64102564 0.38297872],0.5072297075254683,[0.83798883 0.17647059],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,10
0,0.43968502388280983,0.6348903775215149,0.6325341040568164,[0.60310881 0.6619594 ],0.6459681461903026,[0.69951923 0.59241706],0.6400273224043715,[0.53005464 0.75      ],0.29252720475196836,0.7295373678207397,0.7161616161616162,[0.77777778 0.65454545],0.7130602058854112,[0.81595092 0.61016949],0.7244495563588564,[0.74301676 0.70588235],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,10
0,0.7307748443940106,0.6587225794792175,0.6586850619842222,[0.66226415 0.65510597],0.659429357117395,[0.68688845 0.63197026],0.6596721311475411,[0.63934426 0.68      ],0.40424191355705263,0.7046263217926025,0.6785738895549951,[0.7700831  0.58706468],0.6798479298479299,[0.76373626 0.5959596 ],0.6774838426990908,[0.77653631 0.57843137],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,10
0,0.6530726937686696,0.6453765630722046,0.6449348153647937,[0.63241107 0.65745856],0.6501798627440862,[0.69114471 0.60921502],0.6484389799635701,[0.58287796 0.714     ],0.361925745010376,0.6654804348945618,0.5611709197235514,[0.77511962 0.34722222],0.636531181510261,[0.67782427 0.5952381 ],0.5750629860882901,[0.90502793 0.24509804],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,11
0,0.5385135745300966,0.6224976181983948,0.6167011146379272,[0.56956522 0.66383701],0.6414478130540913,[0.70619946 0.57669617],0.6296156648451731,[0.47723133 0.782     ],0.3012663900852203,0.6725978851318359,0.6605210631368841,[0.7245509  0.59649123],0.6601638504864311,[0.78064516 0.53968254],0.6713221601489758,[0.67597765 0.66666667],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,11
0,0.3209864961750367,0.6520496010780334,0.6502135434509535,[0.62487153 0.67555556],0.6624905660377358,[0.71698113 0.608     ],0.6568670309653917,[0.55373406 0.76      ],0.21410373151302337,0.6512455344200134,0.6161202185792349,[0.73224044 0.5       ],0.6189270679258163,[0.71657754 0.5212766 ],0.6144977544090262,[0.74860335 0.48039216],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,11
0,0.4752310830004075,0.6224976181983948,0.6124384236453202,[0.55       0.67487685],0.6517706115510524,[0.73111782 0.5724234 ],0.6314007285974499,[0.44080146 0.822     ],0.23133518397808076,0.6441280841827393,0.6063984760197222,[0.72826087 0.48453608],0.6099321371060502,[0.70899471 0.51086957],0.6046938328403987,[0.74860335 0.46078431],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.001,1,focal,2,False,,Conv1d,,concatenation,64,12
0,0.3233204878428403,0.6406100988388062,0.6356823522800656,[0.59331176 0.67805295],0.6595837374525899,[0.72751323 0.59165425],0.6474553734061931,[0.50091075 0.794     ],0.24199397265911102,0.6263344883918762,0.5670261941448382,[0.72727273 0.40677966],0.5798058252427185,[0.67961165 0.48      ],0.5675320407492606,[0.78212291 0.35294118],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.001,12,focal,2,False,,Conv1d,,concatenation,64,12
0,0.7786117266206181,0.6482364535331726,0.6479856168102166,[0.65738162 0.63858962],0.6480871575641249,[0.67045455 0.62571977],0.6484043715846994,[0.64480874 0.652     ],0.2228122740983963,0.6975088715553284,0.6899058747160013,[0.73846154 0.64135021],0.6924403855910706,[0.82191781 0.56296296],0.7077445503341001,[0.67039106 0.74509804],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.001,123,focal,2,False,,Conv1d,,concatenation,64,12
0,0.6764677061754114,0.6158245801925659,0.615420584128197,[0.60295567 0.6278855 ],0.6199213775130853,[0.65665236 0.58319039],0.6186885245901639,[0.55737705 0.68      ],0.4684104859828949,0.6512455344200134,0.5652077807250221,[0.75862069 0.37179487],0.6077255669766684,[0.6784141  0.53703704],0.5723244605104612,[0.8603352  0.28431373],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,13
0,0.4660371524446151,0.644423246383667,0.6434784985671786,[0.62512563 0.66183137],0.6513081081885044,[0.69730942 0.6053068 ],0.6482422586520947,[0.56648452 0.73      ],0.24778094589710237,0.7295373678207397,0.7152229571154256,[0.77906977 0.65137615],0.7120950888192268,[0.81212121 0.61206897],0.7223408916639281,[0.74860335 0.69607843],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,13
0,1.0632922824691324,0.621544361114502,0.6176401188066087,[0.65627706 0.57900318],0.6208326814622771,[0.62541254 0.61625282],0.6181730418943534,[0.69034608 0.546     ],0.36885711550712585,0.7864768505096436,0.7700992691174866,[0.83146067 0.70873786],0.7690406345067362,[0.83615819 0.70192308],0.7712509584839522,[0.82681564 0.71568627],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,13
0,0.48171965690220103,0.599618673324585,0.5955666363128984,[0.55508475 0.63604853],0.6122266093756048,[0.66329114 0.56116208],0.605615664845173,[0.47723133 0.734     ],0.24154451191425325,0.6512455344200134,0.6479957050823193,[0.68181818 0.61417323],0.6635556915544676,[0.81395349 0.51315789],0.6756490305619454,[0.58659218 0.76470588],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,14
0,0.5696067406850702,0.6120114326477051,0.6081599875181836,[0.56931217 0.64700781],0.6252513651058826,[0.67929293 0.5712098 ],0.6179908925318761,[0.48998179 0.746     ],0.2606097191572189,0.6797152757644653,0.6565352020860495,[0.74576271 0.56730769],0.6554447439353099,[0.75428571 0.55660377],0.6579307700733925,[0.73743017 0.57843137],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,14
0,0.7692905296297634,0.6434699892997742,0.6429244939566041,[0.65688073 0.62896825],0.6428766355684283,[0.66173752 0.62401575],0.643047358834244,[0.65209472 0.634     ],0.3072610318660736,0.6405693888664246,0.5930747723851172,[0.73209549 0.45405405],0.6014968966776195,[0.6969697 0.5060241],0.591357213276372,[0.77094972 0.41176471],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,14
0,0.4194876954836004,0.6015252470970154,0.5881560656723146,[0.51395349 0.66235864],0.6330832440157199,[0.71061093 0.55555556],0.6112750455373406,[0.40255009 0.82      ],0.22520772218704224,0.6156583428382874,0.5789210789210789,[0.7032967  0.45454545],0.580320945945946,[0.69189189 0.46875   ],0.5781301347354584,[0.7150838  0.44117647],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.001,1,focal,2,False,,Conv1d,,concatenation,64,15
0,0.2804242942263098,0.6549094319343567,0.6547434610572866,[0.64717349 0.66231343],0.6583230710589201,[0.69601677 0.62062937],0.657367941712204,[0.60473588 0.71      ],0.27420525550842284,0.6476868391036987,0.6388315481986367,[0.69538462 0.58227848],0.6425418569254185,[0.7739726  0.51111111],0.6538777522182058,[0.63128492 0.67647059],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.001,12,focal,2,False,,Conv1d,,concatenation,64,15
0,0.28530480318209706,0.5729265809059143,0.5728951577722845,[0.56923077 0.57655955],0.5747231529538868,[0.60285132 0.54659498],0.5745810564663023,[0.53916211 0.61      ],0.2095932275056839,0.6654804348945618,0.6009487551365723,[0.76142132 0.44047619],0.6291402396053558,[0.69767442 0.56060606],0.600366962427429,[0.83798883 0.3627451 ],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.001,123,focal,2,False,,Conv1d,,concatenation,64,15
0,0.3658236037282383,0.6348903775215149,0.6196472407012774,[0.54350417 0.69579031],0.6816409976829767,[0.7862069 0.5770751],0.6456502732240437,[0.41530055 0.876     ],0.23482428789138793,0.6192170977592468,0.5409968704679032,[0.73047859 0.35151515],0.5627275374981797,[0.66513761 0.46031746],0.5471847957059919,[0.81005587 0.28431373],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,16
0,0.6024242955095628,0.6329838037490845,0.6329824599667211,[0.63228271 0.63368221],0.6345071757082779,[0.66465863 0.60435572],0.6344571948998179,[0.60291439 0.666     ],0.2612386643886566,0.6832740306854248,0.6623188992857238,[0.74643875 0.57819905],0.66063046724984,[0.76162791 0.55963303],0.6649413955526344,[0.73184358 0.59803922],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,16
