,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.680894672870636,0.6541078887177669,[0.75036454 0.55785124],0.6524274335690858,[0.76350148 0.54135338],0.6565291365051591,[0.73767202 0.57538625],,0.8800377249717712,0.8732488016924653,[0.90258319 0.84391442],0.8721557333186345,[0.90715072 0.83716075],0.8744196797312989,[0.89806142 0.85077793],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6643056869506836,0.6358390282372384,[0.73765477 0.53402329],0.6344462987579013,[0.74977791 0.51911469],0.637865481712473,[0.72591743 0.54981353],,0.8731635212898254,0.8656724516406961,[0.89739396 0.83395094],0.8654034725309208,[0.89847162 0.83233533],0.8659458638865722,[0.89631888 0.83557284],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6547996401786804,0.6351519468883569,[0.71981846 0.55048544],0.6337922122580522,[0.76201153 0.50557289],0.6431041598441785,[0.68205275 0.60415557],,0.8666936159133911,0.8587249412590278,[0.89227753 0.82517235],0.8587006194017609,[0.89237473 0.82502651],0.8587492994873125,[0.89218035 0.82531825],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64
