,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6788443326950073,0.6613920789828431,[0.73826523 0.58451893],0.6595290115505327,[0.78513732 0.5339207 ],0.6711927766345867,[0.69667431 0.64571124],,0.7691063284873962,0.7587379684800989,[0.80875293 0.70872301],0.7560997878523846,[0.8295923  0.68260727],0.7629257106872588,[0.78893487 0.73691655],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.684249758720398,0.6683413252757038,[0.74097859 0.59570406],0.6667323249579702,[0.79390564 0.53955901],0.6797791071786424,[0.69466743 0.66489078],,0.7637147903442383,0.7550674715257026,[0.8010893  0.70904564],0.7521115025677643,[0.83609664 0.66812637],0.7620998836355615,[0.76889567 0.7553041 ],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6945013999938965,0.6656494590437998,[0.76386688 0.56743204],0.6649883461958372,[0.7677382  0.56223849],0.6663784165391777,[0.7600344  0.57272243],,0.7596710920333862,0.7436630067933365,[0.80772134 0.67960467],0.7453871487863016,[0.79987185 0.69090245],0.7421984298657018,[0.81572642 0.66867044],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6637464761734009,0.6418342838077119,[0.73042439 0.55324418],0.6398434164605673,[0.7627965  0.51689033],0.6478933174644295,[0.70068807 0.59509856],,0.7704542279243469,0.7613377199871376,[0.80798286 0.71469258],0.7583120007608729,[0.83754091 0.67908309],0.7673416363791528,[0.78043999 0.75424328],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6689655184745789,0.6477380680561191,[0.73421131 0.56126482],0.6456318373320312,[0.7680025  0.52326117],0.6542447230599288,[0.70326835 0.6052211 ],,0.7695106863975525,0.7597553075626851,[0.80816693 0.71134369],0.7568866142339425,[0.83321767 0.68055556],0.7648140140740278,[0.78457852 0.7450495 ],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6769804358482361,0.6661108278289021,[0.72635402 0.60586764],0.668503640472006,[0.80843585 0.52857143],0.68452335857043,[0.65940367 0.70964305],,0.7511793971061707,0.746356775934497,[0.78133144 0.71138211],0.7470065212227213,[0.85640093 0.63761211],0.7614087290889838,[0.71836201 0.80445545],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6766076683998108,0.6625772586618712,[0.73138257 0.59377195],0.6623379946556619,[0.79501851 0.52965748],0.6763624916297234,[0.6771789  0.67554608],,0.7661409974098206,0.7587095778630206,[0.80105492 0.71636423],0.7559613194469494,[0.84576271 0.66615993],0.7677944471641676,[0.76083642 0.77475248],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6849953532218933,0.6618716309669996,[0.75029551 0.57344775],0.6594647452769491,[0.77408537 0.54484412],0.6665727047113048,[0.72792431 0.6052211 ],,0.7762501835823059,0.7631786868548416,[0.81881685 0.70754052],0.7628321808961724,[0.82060818 0.70505618],0.7635378794437305,[0.81703333 0.71004243],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6859273314476013,0.6680209464983082,[0.74512177 0.59092013],0.6657418285615372,[0.78866475 0.54281891],0.6772551938482745,[0.70613532 0.64837507],,0.7468661665916443,0.7374777740730378,[0.7871231  0.68783245],0.7348030104026948,[0.82060978 0.64899624],0.7439373495958054,[0.75626225 0.73161245],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6922646760940552,0.6721786569999209,[0.75332437 0.59103295],0.6694491390766741,[0.78658346 0.55231481],0.6791762334244085,[0.72276376 0.63558871],,0.7641191482543945,0.7535986468550357,[0.80451296 0.70268434],0.7509935184161773,[0.82572804 0.67625899],0.7578097729491653,[0.78436071 0.73125884],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
