,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,0.35850243533358855,0.6177312135696411,0.6175629615689184,[0.60954236 0.62558357],0.6207508664971533,[0.65481172 0.58669002],0.620063752276867,[0.5701275 0.67     ],0.2090830147266388,0.7188612222671509,0.6679828300504032,[0.79795396 0.5380117 ],0.7012578616352201,[0.73584906 0.66666667],0.6612443860225654,[0.87150838 0.45098039],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.0001,1,focal,2,False,,Conv1d,,concatenation,64
0,0.4136848993161145,0.5948522686958313,0.5906726712665207,[0.63203463 0.54931071],0.5934801719449597,[0.60231023 0.58465011],0.5914225865209473,[0.66484517 0.518     ],0.16825753450393677,0.8113878965377808,0.7876221033868093,[0.85866667 0.71657754],0.8048319327731093,[0.82142857 0.78823529],0.778152042940081,[0.89944134 0.65686275],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64
0,0.6189278592081631,0.5633937120437622,0.5633044167478658,[0.55705996 0.56954887],0.5655242377714411,[0.59381443 0.53723404],0.5652950819672131,[0.52459016 0.606     ],0.21381848752498628,0.8291814923286438,0.8091680814940576,[0.87096774 0.74736842],0.8230982100800753,[0.83937824 0.80681818],0.8005531821667214,[0.90502793 0.69607843],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64
