,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6868592500686646,0.6670378559915455,[0.7482769  0.58579882],0.6644727953036849,[0.78374137 0.54520422],0.6744039538253996,[0.71588303 0.63292488],,0.843914270401001,0.8341862187611171,[0.87434896 0.79402348],0.8349949118768016,[0.87113514 0.79885469],0.8334184680253507,[0.87758658 0.78925035],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6898415684700012,0.6710900756104945,[0.74962383 0.59255632],0.6685229620876405,[0.78879037 0.54825555],0.6794042776390199,[0.71416284 0.64464571],,0.8588758707046509,0.8517734222944218,[0.88421984 0.81932701],0.8490790883001426,[0.89802336 0.80013482],0.8551483792932301,[0.87083424 0.83946252],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.7006523609161377,0.6783402153669349,[0.76305695 0.59362348],0.6756597209506721,[0.78601824 0.5653012 ],0.6831662434687404,[0.74139908 0.6249334 ],,0.8265264630317688,0.8162810257827586,[0.85966634 0.77289571],0.816048534833749,[0.86069869 0.77139838],0.8165176655512892,[0.85863646 0.77439887],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6760484576225281,0.6532737630426213,[0.7421365  0.56441103],0.6509784069681681,[0.76906519 0.53289162],0.6584616317518195,[0.71702982 0.59989345],,0.8448578119277954,0.8349234970194084,[0.87541942 0.79442758],0.8363249875306764,[0.87005164 0.80259834],0.8336376718855567,[0.88085384 0.7864215 ],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6864864826202393,0.6634722386310612,[0.75147754 0.57546694],0.661033733988419,[0.77530488 0.54676259],0.6682116293079431,[0.7290711  0.60735216],,0.8501145839691162,0.8420641299506915,[0.87772157 0.80640669],0.8402683533337172,[0.88629802 0.79423868],0.8441314212636062,[0.86930952 0.81895332],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7060577869415283,0.6798127560818076,[0.77148239 0.58814312],0.6784016213321293,[0.77995898 0.57684426],0.6815407601921865,[0.76318807 0.59989345],,0.8313788771629333,0.819030140497012,[0.8663033  0.77175698],0.8238046810086334,[0.85039866 0.7972107 ],0.8153462804817371,[0.8828142  0.74787836],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6810810565948486,0.6602651012276588,[0.74435978 0.57617042],0.6578245074247415,[0.77722309 0.53842593],0.666884298949622,[0.71416284 0.61960575],,0.8193826675415039,0.8091862593746035,[0.85329538 0.76507714],0.8082479211931606,[0.85780321 0.75869263],0.8102023453426651,[0.84883468 0.77157001],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6788443326950073,0.6477494865273128,[0.75240696 0.54309202],0.64745209743608,[0.7542495 0.5406547],0.6480624031613984,[0.75057339 0.54555141],,0.8467448353767395,0.836885416367549,[0.87698799 0.79678284],0.8384018858174014,[0.87123818 0.80556559],0.8355018674690072,[0.8828142  0.78818953],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.707176148891449,0.6889106040347726,[0.76429107 0.61353014],0.6858132952856426,[0.80169972 0.56992687],0.6972879540111343,[0.73021789 0.66435802],,0.8054993748664856,0.7960615186264348,[0.83993344 0.75218959],0.7935026581372813,[0.85578662 0.7312187 ],0.7995279029723303,[0.82465694 0.77439887],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6704566478729248,0.6487048627828599,[0.7361194  0.56129032],0.6465297343508059,[0.76774595 0.52531352],0.6547763425434887,[0.70699541 0.60255727],,0.8324571847915649,0.8234016628493899,[0.86339158 0.78341174],0.82179152783692,[0.87133984 0.77224322],0.8252475401568224,[0.85558702 0.79490806],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(128, 128)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.680335521697998,0.6547687054729309,[0.74871795 0.56081946],0.6527993024241382,[0.76565778 0.53994083],0.6579445991553963,[0.73251147 0.58337773],,0.8490362763404846,0.8395828716034377,[0.87852495 0.8006408 ],0.8405060894733296,[0.87491899 0.80609319],0.8387112091580693,[0.88216075 0.79526167],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(128, 128)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6838769912719727,0.6642546537738658,[0.7454218  0.58308751],0.6617994879090925,[0.78229364 0.54130534],0.6718643080408421,[0.71186927 0.63185935],,0.8308397531509399,0.8218792747605272,[0.86182979 0.78192876],0.8200159810357159,[0.8713268  0.76870516],0.8240764246633456,[0.85253757 0.79561528],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(128, 128)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6937558054924011,0.6704052689718805,[0.75813337 0.58267717],0.6679593290542426,[0.77912254 0.55679612],0.6746634629483902,[0.73824541 0.61108151],,0.8436446785926819,0.833121818257125,[0.87502693 0.7912167 ],0.8357093760998631,[0.86570028 0.80571848],0.8308922321114708,[0.88455674 0.77722772],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(128, 128)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6844361424446106,0.6585197397124923,[0.75259389 0.56444559],0.656641160812925,[0.76751118 0.54577114],0.6613443366830731,[0.73824541 0.58444326],,0.8536190986633301,0.8450259005886414,[0.88151866 0.80853315],0.8446594498628116,[0.88306011 0.80625879],0.8454014711767719,[0.87998257 0.81082037],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(128, 128)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6991612315177917,0.6803650591437097,[0.75787579 0.60285433],0.6774837754878,[0.79483952 0.56012803],0.6884172173534774,[0.72419725 0.65263719],,0.8228871822357178,0.8134935940261419,[0.85535007 0.77163712],0.8116966789228904,[0.86467839 0.75871497],0.8156139695246558,[0.84622087 0.78500707],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(128, 128)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6838769912719727,0.6639317427280451,[0.74580336 0.58206013],0.661450881182621,[0.78140704 0.54149473],0.6712491385335764,[0.71330275 0.62919552],,0.8172260522842407,0.8060755575911507,[0.85257665 0.75957447],0.8064157888252801,[0.85109616 0.76173542],0.8057440191851901,[0.8540623  0.75742574],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(128, 128)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6708294749259949,0.645617147321625,[0.74014126 0.55109304],0.6436295770069348,[0.76027811 0.52698104],0.6492804464228982,[0.72104358 0.57751731],,0.8355573415756226,0.8274198493543103,[0.8648948 0.7899449],0.8247506467234442,[0.87970264 0.76979866],0.8308755954165289,[0.85057722 0.81117397],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(128, 128)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.7088536620140076,0.6872845916836008,[0.76941246 0.60515672],0.6844095243364872,[0.79306147 0.57575758],0.6924263965531567,[0.74713303 0.63771977],,0.8131823539733887,0.8017579854095656,[0.84934783 0.75416814],0.8021364667148987,[0.8476893  0.75658363],0.8013904425884603,[0.85101285 0.75176803],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(128, 128)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6863000988960266,0.6656931146768441,[0.74869344 0.58269278],0.6631154926629708,[0.78124026 0.54499072],0.6723744672349494,[0.71875    0.62599893],,0.8157433867454529,0.80413697007093,[0.85181572 0.75645822],0.8050808209402209,[0.84786362 0.76229803],0.8032560245631558,[0.85580484 0.75070721],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6821994185447693,0.6596828544402518,[0.74722016 0.57214555],0.6572575547397839,[0.77371815 0.54079696],0.6649146109593193,[0.72247706 0.60735216],,0.8476883769035339,0.8390687032724561,[0.87631349 0.80182392],0.8380775864642831,[0.88074807 0.7954071 ],0.8401342242386171,[0.87192333 0.80834512],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6945013999938965,0.6767869029157836,[0.75245431 0.60111949],0.6741999978263531,[0.79508458 0.55331541],0.6860638407716784,[0.71416284 0.65796484],,0.8022644519805908,0.7907267554786906,[0.83986464 0.74158887],0.7903250247889197,[0.84179431 0.73885574],0.7911430472325012,[0.8379438  0.74434229],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6902143359184265,0.671670913482782,[0.7496988  0.59364303],0.669116976633231,[0.78965736 0.54857659],0.6801831104925389,[0.71358945 0.64677677],,0.8075212240219116,0.7970000482861854,[0.84321476 0.75078534],0.7956673594066188,[0.85012176 0.74121296],0.7985136422438958,[0.83641908 0.7606082 ],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64,7
0,,0.6943150162696838,0.6696122914170841,[0.75995316 0.57927142],0.6674750644548035,[0.77631579 0.55863434],0.6728788985937935,[0.74426606 0.60149174],,0.8472840189933777,0.8381989281168174,[0.87653917 0.79985868],0.838084924898427,[0.87701701 0.79915284],0.8383138155119927,[0.87606186 0.80056577],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64,7
0,,0.705312192440033,0.68740741745336,[0.76221988 0.61259495],0.6843978421219135,[0.80164505 0.56715064],0.6962235694769616,[0.72649083 0.66595631],,0.8125084042549133,0.8009469526990622,[0.8489193 0.7529746],0.8014764757492436,[0.84662045 0.7563325 ],0.8004385309551897,[0.85123067 0.74964639],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64,7
0,,0.6963653564453125,0.6790540782467323,[0.7535925  0.60451566],0.6764691222185946,[0.79763048 0.55530776],0.6887276660247419,[0.71416284 0.66329249],,0.8032079935073853,0.7913734229555454,[0.84106249 0.74168436],0.7914530204342076,[0.84069641 0.74220963],0.7912943564325627,[0.84142888 0.74115983],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,8
0,,0.6810810565948486,0.6582742630926123,[0.74655607 0.56999246],0.6558908186328097,[0.77229543 0.5394862 ],0.6633163158074813,[0.72247706 0.60415557],,0.8343442678451538,0.8248187210810284,[0.86566838 0.78396906],0.8241249258652201,[0.86880211 0.77944775],0.8255501585569454,[0.86255718 0.78854314],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,8
0,,0.7032619118690491,0.6853811033873467,[0.76038531 0.6103769 ],0.6824445278303243,[0.80038023 0.56450883],0.6942776329102169,[0.72419725 0.66435802],,0.7957946062088013,0.7840236385653307,[0.83444432 0.73360295],0.7834532225106312,[0.8372807  0.72962574],0.7846254294346882,[0.8316271  0.73762376],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,8
0,,0.6894688010215759,0.6716740823937679,[0.74811007 0.5952381 ],0.6692729965535638,[0.79142674 0.54711925],0.6809630889131104,[0.70928899 0.65263719],,0.8386574983596802,0.8290360837133695,[0.86959364 0.78847853],0.8289693491876124,[0.86987794 0.78806076],0.8291031327204662,[0.86930952 0.78889675],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)","(32, 32)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,9
0,,0.6894688010215759,0.67013034923758,[0.75      0.5902607],0.6675171570009424,[0.78683879 0.54819552],0.6778872413767822,[0.71645642 0.63931806],,0.8486319184303284,0.8405120399331653,[0.87649841 0.80452567],0.8387072320883706,[0.88516215 0.79225231],0.8425939518835974,[0.86800261 0.81718529],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)","(32, 32)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,9
0,,0.6900279521942139,0.6706295007671472,[0.75056247 0.59069653],0.667993899811981,[0.78703995 0.54894785],0.6783172872483418,[0.71731651 0.63931806],,0.8269308805465698,0.8170639922176693,[0.85954933 0.77457865],0.8162519341466172,[0.86332674 0.76917713],0.8179307063170456,[0.85580484 0.78005658],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)","(32, 32)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,9
0,,0.6820130348205566,0.6647628595799244,[0.74080826 0.58871745],0.6628126710495192,[0.78797673 0.53764861],0.6747370083531694,[0.69896789 0.65050613],,0.8350182175636292,0.8259549267285646,[0.86567164 0.78623821],0.8245579749070704,[0.87237337 0.77674258],0.827520490092386,[0.8590721  0.79596888],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(10,)","(32, 32)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64,10
