,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6959925293922424,0.672672516976556,[0.76004119 0.58530384],0.6702116354053853,[0.78059837 0.5598249 ],0.6768757820404412,[0.74053899 0.61321257],,0.8855640888214111,0.8796092498678445,[0.90638439 0.85283411],0.8771353212858694,[0.91782046 0.83645019],0.8825512494928118,[0.8952298 0.8698727],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6879776120185852,0.668162771429323,[0.74925105 0.58707449],0.6655640928401119,[0.78450439 0.54662379],0.6755101133714252,[0.71702982 0.63399041],,0.8862380385398865,0.8809543038718604,[0.90603429 0.85587432],0.8771385838753281,[0.92666818 0.82760898],0.8862189475318694,[0.88629928 0.88613861],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6736253499984741,0.6545084858613356,[0.73577788 0.57323909],0.6524911791400939,[0.77668047 0.52830189],0.6627497947143841,[0.69896789 0.6265317 ],,0.8932470679283142,0.8875421153806404,[0.91287129 0.86221294],0.8854175357080873,[0.92220493 0.84863014],0.8899811512408047,[0.90372468 0.87623762],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64
