,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6833177804946899,0.667447851651906,[0.74009484 0.59480086],0.665901600853305,[0.79337488 0.53842832],0.6789393301579233,[0.69352064 0.66435802],,0.7893247008323669,0.7799155810467218,[0.82542165 0.73440952],0.7769953416044264,[0.84708849 0.70690219],0.7844899096904743,[0.80483555 0.76414427],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6950605511665344,0.6717042202820942,[0.75927016 0.58413828],0.6692539527928052,[0.77992745 0.55858046],0.675912971118269,[0.7396789  0.61214704],,0.7467313408851624,0.7339519675344436,[0.79226092 0.67564302],0.7322395845559366,[0.80444544 0.66003373],0.7362242389251217,[0.78043999 0.69200849],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6924510598182678,0.6685387780704379,[0.75756685 0.5795107 ],0.6662105381874355,[0.77697408 0.555447  ],0.6724296835668864,[0.7391055  0.60575386],,0.7639843821525574,0.7493614786733713,[0.80990121 0.68882175],0.7498747233473921,[0.80735931 0.69239014],0.7488745583958776,[0.81245916 0.68528996],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6639329195022583,0.6501196934813848,[0.71963925 0.58060014],0.6507745709633603,[0.78627251 0.51527663],0.6641541071786424,[0.66341743 0.66489078],,0.8483623266220093,0.8429765499795545,[0.87205732 0.81389578],0.8385551265091731,[0.91242266 0.7646876 ],0.8524924387761923,[0.83511218 0.8698727 ],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6805219054222107,0.6658826420778419,[0.73581998 0.59594531],0.6650637773079633,[0.79566667 0.53446089],0.6788806771248284,[0.68434633 0.67341502],,0.8502493500709534,0.8450104562591967,[0.87350564 0.81651528],0.8405564511741344,[0.91507634 0.76603657],0.8548318969806555,[0.83554781 0.87411598],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6672880053520203,0.6492076964505948,[0.72884703 0.56956836],0.6476927401735071,[0.77512116 0.52026432],0.6584911110106406,[0.6877867  0.62919552],,0.84971022605896,0.8445318953857621,[0.87290551 0.81615829],0.8400937377143494,[0.91559063 0.76459685],0.8545999460231675,[0.83402309 0.8751768 ],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6982292532920837,0.6772443806343544,[0.75954255 0.59494621],0.6744152833095909,[0.78798151 0.56084906],0.6832712537818987,[0.73308486 0.63345765],,0.8471491932868958,0.8415303521088133,[0.87137024 0.81169047],0.8371485736940194,[0.90911243 0.76518472],0.8504259456035531,[0.8366369  0.86421499],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6863000988960266,0.6675535542901476,[0.74649797 0.58860914],0.6651145576302901,[0.78641701 0.5438121 ],0.6759424503770901,[0.71043578 0.64144912],,0.8486319184303284,0.8420542692788813,[0.87428635 0.80982218],0.8382053547463708,[0.89935514 0.77705557],0.8480255246951711,[0.85057722 0.84547383],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6540540456771851,0.6377255774450787,[0.71463715 0.56081401],0.6375135082031633,[0.77055703 0.50446999],0.6488054943228752,[0.6662844  0.63132658],,0.8309745192527771,0.8256627585031378,[0.85609364 0.79523187],0.8217276646635379,[0.90468106 0.73877427],0.8367458455245904,[0.81245916 0.86103253],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6751164793968201,0.663519676312031,[0.72598648 0.60105287],0.6652877792297691,[0.80368952 0.52688604],0.6807522282042886,[0.66198394 0.69952051],,0.7056207060813904,0.6998007502509705,[0.74159962 0.65800188],0.7011035463817925,[0.81170681 0.59050028],0.7127839059694001,[0.68263995 0.74292786],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6754893064498901,0.6652118084024427,[0.72386994 0.60655367],0.6683846226292598,[0.81008165 0.5266876 ],0.6846069085941358,[0.65424312 0.7149707 ],,0.7018465995788574,0.6955009897110133,[0.73945819 0.65154379],0.6962891125929725,[0.80507823 0.5875    ],0.7074939376191719,[0.68372904 0.73125884],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.2,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6810810565948486,0.6625884020066538,[0.74157982 0.58359698],0.6603901896449749,[0.783594   0.53718638],0.6713135194019346,[0.70384174 0.6387853 ],,0.7031944990158081,0.6922189214668919,[0.75034014 0.63409771],0.6902868016109103,[0.78245448 0.59811912],0.6977198793408295,[0.720758   0.67468175],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.2,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6889095902442932,0.6701950475693483,[0.74875809 0.591632  ],0.6676657033653398,[0.78827258 0.54705882],0.6785645006183008,[0.71301606 0.64411295],,0.8470144271850586,0.8411114051128619,[0.87173692 0.81048589],0.8368096661267275,[0.90582433 0.767795  ],0.8491628276466132,[0.84012198 0.85820368],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.2,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6915190815925598,0.6741100635423118,[0.74943225 0.59878788],0.6717049739860734,[0.79403272 0.54937722],0.6837702627900271,[0.70957569 0.65796484],,0.8556409478187561,0.8504048487831604,[0.87839219 0.82241751],0.8458657117586039,[0.91745731 0.77427412],0.8597314036410331,[0.84251797 0.87694484],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.2,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6788443326950073,0.6565114687047515,[0.74409624 0.5689267 ],0.6541388057098003,[0.77195686 0.53632075],0.661965234025602,[0.71817661 0.60575386],,0.8536190986633301,0.8468929567940855,[0.87898373 0.81480218],0.8433654688118575,[0.89984029 0.78689065],0.8519193585506605,[0.8590721  0.84476662],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.2,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.661696195602417,0.6486974389138747,[0.71627325 0.58112162],0.6500890054788968,[0.78755586 0.51262215],0.6637872966083884,[0.65682339 0.6707512 ],,0.8400053977966309,0.8351911452496763,[0.86335904 0.80702325],0.831221390803679,[0.91552734 0.74691544],0.8472337797615839,[0.81681551 0.87765205],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.2,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,5
