,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6833177804946899,0.6648928862427277,[0.74346973 0.58631605],0.6626186338246758,[0.78532695 0.53991031],0.6736488723954388,[0.70584862 0.64144912],,0.7742283344268799,0.7637562857501401,[0.81349516 0.71401742],0.7612226457832449,[0.83211845 0.69032684],0.7675395052185308,[0.79568721 0.7393918 ],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6743709444999695,0.6511561864328966,[0.74114684 0.56116554],0.6489180958743906,[0.76694266 0.53089354],0.6560641890240624,[0.71702982 0.59509856],,0.8129127621650696,0.8027373334404039,[0.84753954 0.75793512],0.8013134877311686,[0.85486373 0.74776325],0.8043636741462987,[0.8403398  0.76838755],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.658900260925293,0.6321406957724365,[0.73135643 0.53292496],0.6304561395130275,[0.74939832 0.51151396],0.6351847784381675,[0.71416284 0.55620671],,0.8040167093276978,0.7951320661148737,[0.83779563 0.75246851],0.7921099734702847,[0.85867825 0.72554169],0.7996878000959382,[0.8179046 0.781471 ],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6708294749259949,0.6499255999666574,[0.73547034 0.56438086],0.6477845405571767,[0.77007528 0.5254938 ],0.6566624805100858,[0.70384174 0.60948322],,0.8391966819763184,0.8299275252860987,[0.86963173 0.79022332],0.8292634294287661,[0.87258772 0.78593914],0.8306250822207031,[0.86669571 0.79455446],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6952469944953918,0.6749704725777093,[0.75615213 0.59378882],0.6721663572652037,[0.78800124 0.55633147],0.6817158792089661,[0.72677752 0.63665424],,0.8431055545806885,0.8339620015043123,[0.87292576 0.79499824],0.8334785914227459,[0.87502736 0.79192982],0.8344623821220845,[0.87083424 0.79809052],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6838769912719727,0.6519458661342024,[0.75736767 0.54652406],0.6522156804500641,[0.7558538  0.54857756],0.6516867482025289,[0.75888761 0.54448588],,0.827065646648407,0.813248587574501,[0.86404578 0.7624514 ],0.8207728067222092,[0.84131242 0.80023319],0.8080591000102593,[0.88804182 0.72807638],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7002795934677124,0.6784792984514985,[0.76220053 0.59475806],0.6757169292020636,[0.78711057 0.56432329],0.6837407835312058,[0.73881881 0.62866276],,0.829087495803833,0.8191027559830959,[0.86160227 0.77660324],0.8186818032097812,[0.8634872 0.7738764],0.8195374567484442,[0.85972555 0.77934936],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6615098118782043,0.6470197295408652,[0.71853689 0.57550257],0.6473771612255577,[0.78205128 0.51270304],0.6601989987438476,[0.66456422 0.65583378],,0.829087495803833,0.8213812551645361,[0.85848214 0.78428037],0.8180153390692246,[0.88029297 0.7557377 ],0.8263948174230561,[0.83772599 0.81506365],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6814538836479187,0.6480869571458581,[0.75644862 0.53972529],0.6489030201671676,[0.75205441 0.54575163],0.6473625380633746,[0.7608945  0.53383058],,0.7813721299171448,0.7682244465985579,[0.82342695 0.71302194],0.7682977324780291,[0.82306855 0.71352691],0.7681516739750025,[0.82378567 0.71251768],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6868592500686646,0.6672305125385558,[0.74805039 0.58641064],0.6646784105464647,[0.78427673 0.54508009],0.6747730555297591,[0.71502294 0.63452318],,0.7553578615188599,0.744192150388093,[0.7976363 0.690748 ],0.7417983988881058,[0.81703974 0.66655705],0.747947024142001,[0.77913309 0.71676096],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6868592500686646,0.6711386632231067,[0.74304069 0.59923664],0.669471019367631,[0.79639344 0.5425486 ],0.6827702591242124,[0.69638761 0.6691529 ],,0.817630410194397,0.8094410223897103,[0.84894496 0.76993709],0.8061928228116528,[0.87081997 0.74156567],0.8143538939262815,[0.82814202 0.80056577],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6848089694976807,0.6609208464414109,[0.75092061 0.57092109],0.6586241924575358,[0.77219025 0.54505814],0.6650759831714672,[0.73079128 0.59936068],,0.7320393323898315,0.7189856255415857,[0.77955201 0.65841924],0.7171828739299075,[0.79399142 0.64037433],0.7215695058008149,[0.7656284  0.67751061],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6639329195022583,0.6459848921611328,[0.72569603 0.56627376],0.6446618470812363,[0.77309562 0.51622807],0.6554187001754703,[0.68377294 0.62706446],,0.8053646087646484,0.7969650037297819,[0.83826165 0.75566836],0.793668959589976,[0.86280839 0.72452953],0.8023384646240708,[0.81507297 0.78960396],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.679962694644928,0.6580539685477531,[0.74460806 0.57149988],0.6556417847631901,[0.77372488 0.53755869],0.6638095969803464,[0.71760321 0.61001598],,0.841892421245575,0.8328674901768093,[0.87170513 0.79402985],0.832034298235236,[0.87543937 0.78862923],0.8337537821523385,[0.86800261 0.79950495],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,4
