,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.7021435499191284,0.6796713822575892,[0.76451518 0.59482759],0.6770132049947146,[0.7865373  0.56748911],0.6843130324595661,[0.74369266 0.6249334 ],,0.7568405270576477,0.7406625242559519,[0.80543572 0.67588933],0.7423453046515225,[0.7976928  0.68699781],0.7392323998401644,[0.81333043 0.66513437],11,3,5,3,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.7051258087158203,0.6832805531648248,[0.76645999 0.60010111],0.6804829151146863,[0.79001826 0.57094757],0.6883290850615612,[0.74426606 0.63239212],,0.748214066028595,0.7331810820239489,[0.79651416 0.669848  ],0.7331495194762094,[0.79668773 0.66961131],0.7332127660754375,[0.79634067 0.67008487],11,3,5,3,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.7051258087158203,0.6874162139642706,[0.76181873 0.6130137 ],0.6844339437303595,[0.80215599 0.5667119 ],0.6964493225574677,[0.72534404 0.66755461],,0.7455182671546936,0.7346268516914454,[0.78838825 0.68086545],0.73212735813505,[0.81205264 0.65220207],0.7391140559430434,[0.76606404 0.71216407],11,3,5,3,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64
