,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6915190815925598,0.6716418600394034,[0.75243082 0.5908529 ],0.6689371349062255,[0.78667501 0.55119926],0.6788489067319019,[0.72104358 0.63665424],,0.811834454536438,0.8005999949172552,[0.84793028 0.75326971],0.8005592956578451,[0.84811506 0.75300353],0.8006408285443785,[0.84774559 0.75353607],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6637464761734009,0.6389873625471854,[0.73353028 0.54444444],0.63703684362807,[0.75655088 0.5175228 ],0.6430949953077574,[0.71186927 0.57432072],,0.8370400071144104,0.8266295183798607,[0.86911335 0.78414569],0.8279455558092852,[0.86396901 0.79192211],0.8254199148016368,[0.87431932 0.77652051],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6807082891464233,0.6591247082561763,[0.74489948 0.57334994],0.6566884214487039,[0.77502324 0.5383536 ],0.665121194884478,[0.71702982 0.61321257],,0.802803635597229,0.7908162648782551,[0.84089179 0.74074074],0.79107787961044,[0.8397046  0.74245115],0.7905602622682532,[0.84208234 0.73903819],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.684249758720398,0.6638055353003984,[0.74671053 0.58090054],0.6612878897228638,[0.7803125  0.54226328],0.6706745984711109,[0.71588303 0.62546617],,0.808195173740387,0.7970307048909426,[0.84463369 0.74942772],0.7965824201542949,[0.84676007 0.74640477],0.7974966087329709,[0.84251797 0.75247525],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.682758629322052,0.6524216817022572,[0.75510791 0.54973545],0.6519617084277827,[0.75794339 0.54598003],0.6529182327841129,[0.75229358 0.55354289],,0.8458012938499451,0.8353042739323087,[0.87688334 0.79372521],0.8382053651634873,[0.86662412 0.80978661],0.8328384558435928,[0.88738837 0.77828854],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6969245076179504,0.6759476225854384,[0.75839525 0.5935    ],0.6731414376138896,[0.78716841 0.55911446],0.6820217456120199,[0.73165138 0.63239212],,0.8189783096313477,0.8072508397275195,[0.85479511 0.75970657],0.8087858954906009,[0.84864749 0.7689243 ],0.8058698341906879,[0.86103245 0.75070721],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6958061456680298,0.6702710714879648,[0.76202975 0.5785124 ],0.6683872143266177,[0.77537092 0.56140351],0.672918382471541,[0.74913991 0.59669686],,0.8204609751701355,0.8079864484448667,[0.85692803 0.75904486],0.8111716229898048,[0.84530621 0.77703704],0.8053704637663568,[0.86887388 0.74186704],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6723206043243408,0.6410720630127802,[0.74697755 0.53516658],0.6406167979002625,[0.75      0.5312336],0.6415687945090985,[0.74397936 0.53915823],,0.8546974062919617,0.8444179420052309,[0.88440918 0.80442671],0.8484834452510635,[0.87096093 0.82600596],0.841112746881621,[0.89827924 0.78394625],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6771668195724487,0.6505367609251405,[0.74700555 0.55406797],0.6487943626728725,[0.76146516 0.53612357],0.6531700284222823,[0.73308486 0.57325519],,0.8059037327766418,0.7929006654559947,[0.84479414 0.74100719],0.7950844380940898,[0.83614252 0.75402635],0.7910283233569646,[0.85362666 0.72842999],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6780987977981567,0.6528829708962233,[0.74643958 0.55932636],0.6508500543653986,[0.76497141 0.5367287 ],0.656347449570611,[0.7287844 0.5839105],,0.8146650195121765,0.8026301927759512,[0.85136742 0.75389297],0.8041922105882116,[0.84506438 0.76332004],0.8012305454648524,[0.85776519 0.7446959 ],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6751164793968201,0.6545183502126657,[0.7388764 0.5701603],0.6522653006950009,[0.77376843 0.53076217],0.6614359056761472,[0.70699541 0.6158764 ],,0.8266612887382507,0.8164855507891278,[0.85969889 0.77327221],0.8161496161029259,[0.86120219 0.77109705],0.8168302582662037,[0.85820083 0.77545969],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.678471565246582,0.6576867095058316,[0.74203679 0.57333663],0.6553212900961375,[0.77555486 0.53508772],0.6643852826098644,[0.71129587 0.61747469],,0.789594292640686,0.776121267460727,[0.83104232 0.72120021],0.7772822356084129,[0.82594664 0.72861783],0.7750666854188919,[0.83620126 0.71393211],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6894688010215759,0.6609891068529729,[0.75924855 0.56272966],0.6600106330124437,[0.76544289 0.55457838],0.6621389019907817,[0.75315367 0.57112413],,0.8110257387161255,0.7981025897682601,[0.84918244 0.74702274],0.8008033285902123,[0.83889479 0.76271186],0.7958458018686705,[0.85972555 0.73196605],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6848089694976807,0.6528423756146529,[0.75818676 0.54749799],0.6531740370898717,[0.75634807 0.55      ],0.6525265252232482,[0.7600344  0.54501865],,0.8483623266220093,0.8380042500138533,[0.87896719 0.79704131],0.8410189282895479,[0.86840986 0.81362799],0.8354508790798798,[0.88978436 0.7811174 ],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6917055249214172,0.6678068817509583,[0.7569077  0.57870606],0.6654773931324292,[0.776538   0.55441679],0.6717332551700205,[0.73824541 0.6052211 ],,0.8115649223327637,0.7983832265302349,[0.84993559 0.74683086],0.8016441003523409,[0.8378836 0.7654046],0.7957382795254352,[0.86233936 0.7291372 ],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6840633749961853,0.6587947264003602,[0.75164835 0.5659411 ],0.6567631374718579,[0.76865448 0.54487179],0.6620419106469919,[0.73537844 0.58870538],,0.8251786231994629,0.8120038843968942,[0.86177129 0.76223648],0.8175474302749222,[0.84369783 0.79139703],0.8078922709304257,[0.88063603 0.73514851],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6652376651763916,0.6433524926394449,[0.73170003 0.55500496],0.6413194545775536,[0.76388022 0.51875868],0.6494092081596144,[0.70212156 0.59669686],,0.8494406342506409,0.841200540510699,[0.87737403 0.80502706],0.8396802311608444,[0.88446215 0.79489831],0.842907930989757,[0.87039861 0.81541726],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6821994185447693,0.6578946138174325,[0.74908021 0.56670902],0.6556839116483779,[0.76957968 0.54178814],0.661838763422991,[0.7296445  0.59403303],,0.8048254251480103,0.7936436466970803,[0.84167942 0.74560787],0.7929636380918508,[0.84500549 0.74092179],0.7943665224100902,[0.83837944 0.75035361],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6734389662742615,0.6472819090939657,[0.74333431 0.55122951],0.6454348470601937,[0.76003595 0.53083374],0.6503030559452181,[0.72735092 0.57325519],,0.8015905022621155,0.7882984580216836,[0.84134512 0.7352518 ],0.790449331676882,[0.83272882 0.74816984],0.7864569292912738,[0.85014158 0.72277228],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(512, 512)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6881640553474426,0.651034525659755,[0.76486297 0.53720609],0.6544474648802946,[0.75020678 0.55868815],0.6487090375770432,[0.78010321 0.51731486],,0.8215392827987671,0.8050945189066386,[0.86170879 0.74848024],0.818258680498918,[0.82781457 0.80870279],0.7975512171436828,[0.89849706 0.69660537],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(512, 512)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6807082891464233,0.6608568078560739,[0.7429086  0.57880502],0.6584852407147737,[0.77952756 0.53744292],0.6683200763222593,[0.70957569 0.62706446],,0.7829896211624146,0.7704040443182882,[0.82415902 0.71664907],0.7699453736459503,[0.82650602 0.71338472],0.7708843666518066,[0.82182531 0.71994342],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(512, 512)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6952469944953918,0.6699241607600881,[0.76134871 0.57849961],0.6679688138207318,[0.77549807 0.56043956],0.6727344044028877,[0.74770642 0.59776239],,0.8017253279685974,0.7874290085164946,[0.84255592 0.73230209],0.7913442637852086,[0.82828283 0.7544057 ],0.7843932089011247,[0.85732956 0.71145686],80,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(512, 512)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,7
