,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,input_dim
0,0.3223807092975168,0.503336489200592,0.5027508745752226,[0.48568608 0.51981567],0.5061118479221928,[0.53017241 0.48205128],0.5060437158469945,[0.44808743 0.564     ],0.2597240924835205,0.6619216799736023,0.6367285840647752,[0.73239437 0.5410628 ],0.6359848484848485,[0.73863636 0.53333333],0.6376382955416804,[0.72625698 0.54901961],"(256, 256)",0.1,0.0005,1,focal,2,False,,64,768
0,0.2864586807349149,0.5281220078468323,0.527874889186916,[0.53867661 0.51707317],0.5281443111595783,[0.55152672 0.5047619 ],0.5282058287795992,[0.52641166 0.53      ],0.24037216305732728,0.6797152757644653,0.6440033783783784,[0.75675676 0.53125   ],0.6498254799301919,[0.73298429 0.56666667],0.6410614525139664,[0.78212291 0.5       ],"(256, 256)",0.1,0.0005,12,focal,2,False,,64,768
0,0.2852339911110261,0.5233556032180786,0.5112637628869822,[0.58813839 0.43438914],0.5184210526315789,[0.53684211 0.5       ],0.5171366120218579,[0.65027322 0.384     ],0.23303987979888915,0.7010676264762878,0.6642962794402092,[0.77540107 0.55319149],0.6741204531902206,[0.74358974 0.60465116],0.6599298937452076,[0.81005587 0.50980392],"(256, 256)",0.1,0.0005,123,focal,2,False,,64,768
