,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,transformer_encoder_layers,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.7008387446403503,0.6651272291552046,[0.77448363 0.55577083],0.6688894377473831,[0.75943786 0.57834101],0.6625168627470148,[0.79013761 0.53489611],,0.7273217439651489,0.7012415645081125,[0.78951202 0.61297111],0.7117775666820007,[0.75577689 0.66777824],0.6964387768085705,[0.82639948 0.56647808],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6954333782196045,0.6684321469765574,[0.76305104 0.57381325],0.6670459329816405,[0.77200704 0.56208482],0.6701710071947721,[0.75430046 0.58604156],,0.7056207060813904,0.6866601679768474,[0.76373864 0.60958169],0.6875319633777196,[0.75865033 0.61641359],0.6858976205521103,[0.76889567 0.60289958],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.7023299336433411,0.6722219440124542,[0.77156344 0.57288045],0.6725497371747954,[0.7699115  0.57518797],0.6719069231352002,[0.77322248 0.57059137],,0.7150559425354004,0.6934172871130126,[0.77486688 0.61196769],0.6971670704297492,[0.7580746  0.63625954],0.6909412348802482,[0.79241995 0.58946252],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6646784543991089,0.6348236926661069,[0.73923757 0.53040981],0.6337702063916878,[0.74758135 0.51995906],0.6361836365369294,[0.73107798 0.54128929],,0.8871815800666809,0.8806146872759796,[0.90861448 0.8526149 ],0.8800388271298176,[0.91090193 0.84917573],0.8812102625609357,[0.90633849 0.85608204],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6930102705955505,0.6666754183582045,[0.76036665 0.57298418],0.6650079077331662,[0.77193501 0.55808081],0.668922644591946,[0.74913991 0.58870538],,0.8918991684913635,0.8861512859503242,[0.91173234 0.86057024],0.8839557632815912,[0.9214683  0.84644323],0.8886883799155657,[0.90219996 0.8751768 ],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7109040021896362,0.6791411590112564,[0.78009358 0.57818874],0.6811122798815645,[0.771669   0.59055556],0.6775166886208228,[0.78870413 0.56632925],,0.8567192554473877,0.8481543099679945,[0.88421741 0.81209121],0.8481307050922171,[0.88431373 0.81194768],0.8481779507104024,[0.88412111 0.81223479],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6969245076179504,0.6681819966113332,[0.76584101 0.57052298],0.667563899923365,[0.76938657 0.56574123],0.6688571181565353,[0.76232798 0.57538625],,0.7193691730499268,0.6995604729554675,[0.77670528 0.62241567],0.701961041271823,[0.76505388 0.63886821],0.6977531527307133,[0.78871706 0.60678925],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6874184608459473,0.6649956485687863,[0.75166593 0.57832537],0.662477211405236,[0.77733538 0.54761905],0.6701587114417404,[0.72763761 0.61267981],,0.708720862865448,0.6952465236202559,[0.75932732 0.63116573],0.6934606077521039,[0.77689152 0.61002969],0.6981793525059946,[0.74253975 0.65381895],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6922646760940552,0.6663947893256306,[0.75929436 0.57349522],0.6645705434309455,[0.77247108 0.55667001],0.6689644196037987,[0.74655963 0.59136921],,0.7149211764335632,0.6971745859310297,[0.77048291 0.62386626],0.6976413795024481,[0.76773356 0.62754919],0.696739161578354,[0.77325201 0.62022631],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6984156370162964,0.6663584913260441,[0.76977803 0.56293895],0.6675415989474499,[0.76412429 0.5709589 ],0.6653286188921419,[0.77551606 0.55514118],,0.7232780456542969,0.6979592567626134,[0.78540817 0.61051034],0.7068202854668434,[0.75502412 0.65861646],0.693646777395168,[0.81834023 0.56895332],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
