,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6918919086456299,0.6688218302005637,[0.75623064 0.58141302],0.6663376860006074,[0.77862132 0.55405405],0.6733530106113113,[0.73509174 0.61161428],,0.7550882697105408,0.7396975060123512,[0.80299252 0.67640249],0.7404082565055001,[0.79943869 0.68137783],0.7390386901745221,[0.80657809 0.67149929],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6969245076179504,0.6727919366178482,[0.76165347 0.5839304 ],0.6705181858753804,[0.77924415 0.56179222],0.6763621861451761,[0.74483945 0.60788492],,0.7364873886108398,0.7205833338679262,[0.78724562 0.65392105],0.7206893661979323,[0.78664637 0.65473236],0.7204787624886894,[0.78784579 0.65311174],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6864864826202393,0.6620374476198922,[0.75293772 0.57113717],0.6598326067104604,[0.77198795 0.54767726],0.6657509512788805,[0.73480505 0.59669686],,0.746461808681488,0.7321311313983048,[0.79408867 0.67017359],0.7314455373545621,[0.79819542 0.66469565],0.7328832670895058,[0.79002396 0.67574257],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6931966543197632,0.6706059860048043,[0.75686854 0.58434343],0.6680352220157785,[0.78062157 0.55544887],0.6754637560913619,[0.73451835 0.61640916],,0.7358134388923645,0.7214805886609132,[0.78466271 0.65829847],0.7204319747814985,[0.79162048 0.64924347],0.7227178998822184,[0.77782618 0.66760962],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7021435499191284,0.6784967486931022,[0.76568915 0.59130435],0.6761156257879444,[0.78361345 0.56861781],0.6822214561348628,[0.74856651 0.6158764 ],,0.7354090809822083,0.7194399408607361,[0.78637501 0.65250487],0.7195454260201906,[0.78577642 0.65331443],0.7193359139722666,[0.78697452 0.65169731],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6946877837181091,0.6752360818789697,[0.75471698 0.59575518],0.672455590386625,[0.78996865 0.55494253],0.6827622401548441,[0.72247706 0.64304742],,0.7366222143173218,0.7236227777112627,[0.78356225 0.6636833 ],0.7218530928641491,[0.79716024 0.64654594],0.7260871386948883,[0.77042039 0.68175389],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6892823576927185,0.6697737298963339,[0.75003749 0.58950997],0.6671538340628249,[0.78623075 0.54807692],0.6773747910485697,[0.71702982 0.63771977],,0.7390483617782593,0.7267327202848899,[0.78474539 0.66872005],0.7246884810272234,[0.80149898 0.64787798],0.7298127570792988,[0.76867785 0.69094767],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6905871629714966,0.6702942847208524,[0.7520908  0.58849777],0.6676070313321933,[0.78491272 0.55030134],0.6771478924010108,[0.72190367 0.63239212],,0.7394527792930603,0.7259293466683086,[0.78680931 0.66504938],0.724486307765325,[0.79691689 0.65205573],0.7277631701776768,[0.77695491 0.67857143],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6924510598182678,0.6682515838178503,[0.75785148 0.57865169],0.6659862093860047,[0.77630788 0.55566454],0.6719375479610739,[0.74025229 0.6036228 ],,0.7425528764724731,0.7276221892223171,[0.79139362 0.66385076],0.7272371130697217,[0.79364732 0.66082691],0.7280275472859543,[0.78915269 0.6669024 ],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6896551847457886,0.6661343638822881,[0.75475033 0.5775184 ],0.663742517536382,[0.77612845 0.55135659],0.6704024881105415,[0.73451835 0.60628663],,0.748079240322113,0.7333441474306983,[0.7960275  0.67066079],0.7330522205535689,[0.79768154 0.6684229 ],0.7336470146221143,[0.79438031 0.67291372],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
