,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,0.41316961014972015,0.605338454246521,0.591805774870291,[0.51748252 0.66612903],0.6382773550249279,[0.7184466  0.55810811],0.6151857923497268,[0.40437158 0.826     ],0.23089459240436555,0.6334519386291504,0.6028513797219973,[0.71309192 0.49261084],0.6030803080308031,[0.71111111 0.4950495 ],0.602639938657027,[0.7150838  0.49019608],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64
0,0.5718956116367789,0.6110581755638123,0.6102076502732241,[0.592     0.6284153],0.6166211836943545,[0.65631929 0.57692308],0.6145810564663023,[0.53916211 0.69      ],0.2352888911962509,0.7686832547187805,0.75042700006832,[0.81792717 0.68292683],0.7499181847932803,[0.82022472 0.67961165],0.7509584839522401,[0.81564246 0.68627451],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64
0,0.6502928383210126,0.5510009527206421,0.5454425016905179,[0.59570815 0.49517685],0.5483994931165832,[0.56331169 0.5334873 ],0.5470291438979964,[0.63205829 0.462     ],0.19406195282936095,0.7615658044815063,0.7356389626072428,[0.81842818 0.65284974],0.7435222672064777,[0.79473684 0.69230769],0.7306112389089714,[0.84357542 0.61764706],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(512, 512)",0.1,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64
