,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.7116495966911316,0.6901244030493175,[0.77179525 0.60845356],0.6872257906853881,[0.79489517 0.57955641],0.6951917954182205,[0.75       0.64038359],,0.8511928915977478,0.8432003592316217,[0.87860128 0.80779944],0.841398372735506,[0.88718632 0.79561043],0.8452742697800291,[0.87018079 0.82036775],80,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)","(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.7084808945655823,0.6823413201980231,[0.77346466 0.59121798],0.6809567567827373,[0.78161593 0.58029759],0.6840194618095439,[0.76548165 0.60255727],,0.832726776599884,0.8227035829960275,[0.86485898 0.78054819],0.822725524096289,[0.86476481 0.78068624],0.8226816765598519,[0.86495317 0.78041018],80,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)","(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.7129543423652649,0.6845070151471457,[0.77924312 0.58977091],0.6845070151471457,[0.77924312 0.58977091],0.6845070151471457,[0.77924312 0.58977091],,0.8387922644615173,0.8281897740478288,[0.87087022 0.78550933],0.8301778884672593,[0.86341255 0.79694323],0.8264283603890152,[0.87845785 0.77439887],80,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)","(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64
