,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,0.43500788071576285,0.6062917113304138,0.6025337684415646,[0.64118158 0.56388596],0.60513612343642,[0.61295681 0.59731544],0.6030655737704917,[0.67213115 0.534     ],0.2147426575422287,0.7046263217926025,0.6387447530242717,[0.79301746 0.48447205],0.6886165826843793,[0.71621622 0.66101695],0.6353105488005257,[0.88826816 0.38235294],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.5,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64
0,0.34452059689690084,0.6205910444259644,0.6205493147198895,[0.61657033 0.6245283 ],0.6227340782938943,[0.65439673 0.59107143],0.6224389799635701,[0.58287796 0.662     ],0.2235404908657074,0.6476868391036987,0.6320092067145522,[0.7079646  0.55605381],0.631198347107438,[0.75       0.51239669],0.6391170993537079,[0.67039106 0.60784314],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.5,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64
0,0.48586027937776904,0.564346969127655,0.5625086126100474,[0.5908684  0.53414883],0.5628422300957512,[0.58098592 0.54469854],0.5625464480874317,[0.6010929 0.524    ],0.24288547337055205,0.7330960631370544,0.6978278012760771,[0.80106101 0.59459459],0.7126384325179507,[0.76262626 0.6626506 ],0.6913955526344616,[0.84357542 0.53921569],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(128, 128)",0.5,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64
