,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.7021435499191284,0.6744410268094478,[0.76940837 0.57947368],0.673546291067215,[0.77454968 0.5725429 ],0.6754545915549408,[0.76433486 0.58657432],,0.7265130281448364,0.7068375725646656,[0.78278557 0.63088958],0.709682869594368,[0.76968421 0.64968153],0.7047474195407841,[0.79634067 0.61315417],5,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6950605511665344,0.6705630957882293,[0.76039836 0.58072783],0.6683758409107711,[0.77724551 0.55950617],0.6739444286950189,[0.74426606 0.6036228 ],,0.7239519953727722,0.7080204354210686,[0.77622378 0.63981709],0.7076178231818768,[0.77877658 0.63645906],0.7084491996979516,[0.77368765 0.64321075],5,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6907735466957092,0.6699363990838727,[0.75286757 0.58700523],0.6672502354560603,[0.78356589 0.55093458],0.676306969813239,[0.72448394 0.62812999],,0.7228736877441406,0.7094794765007224,[0.77185974 0.64709921],0.7077261716662802,[0.78669984 0.6287525 ],0.7120589773916559,[0.75756916 0.6665488 ],5,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6974837183952332,0.6704731154855887,[0.76481669 0.57612954],0.6691407582147335,[0.77322004 0.56506148],0.6721169437615168,[0.75659404 0.58763985],,0.7209866642951965,0.7013363554429011,[0.77794465 0.62472806],0.7037155907464445,[0.76643416 0.64099702],0.6995353201654919,[0.78980614 0.6092645 ],5,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.679962694644928,0.657637934574863,[0.7450631  0.57021277],0.6552423781609407,[0.77271327 0.53777148],0.6630713935716276,[0.71932339 0.60681939],,0.7169429659843445,0.7024194712888338,[0.76816074 0.6366782 ],0.7010643544984811,[0.77882248 0.62330623],0.7042117333680034,[0.75778697 0.65063649],5,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7099720239639282,0.6746829499906004,[0.78182838 0.56753752],0.6791765183875047,[0.7650933  0.59325973],0.6716325216405253,[0.79931193 0.54395312],,0.7265130281448364,0.7018949984233447,[0.78756151 0.61622848],0.7103652727308505,[0.75826613 0.66246442],0.6976184802255936,[0.8192115  0.57602546],5,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6945013999938965,0.6704274340371186,[0.7595011  0.58135377],0.6681342735692418,[0.77787797 0.55839058],0.6741295523307249,[0.74197248 0.60628663],,0.731365442276001,0.7145235918268085,[0.78386292 0.64518426],0.7151283931706403,[0.78056156 0.64969523],0.7139639174733667,[0.78719233 0.6407355 ],5,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6958061456680298,0.6725068994501087,[0.75985874 0.58515506],0.6700423951246782,[0.78053204 0.55955275],0.6767324334165881,[0.74025229 0.61321257],,0.7302870750427246,0.7134175358151852,[0.78294826 0.64388681],0.7139866396712238,[0.7798185  0.64815478],0.7128889636170885,[0.78610325 0.63967468],5,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.698602020740509,0.672522913322846,[0.76493676 0.58010906],0.6708667260048575,[0.77587732 0.56585613],0.6746995101249799,[0.75430046 0.59509856],,0.7279956936836243,0.7108822000876881,[0.7812229 0.6405415],0.7115257766430747,[0.77768185 0.64536971],0.7102906738693286,[0.78479634 0.63578501],5,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6898415684700012,0.6689747150931654,[0.75208582 0.58586361],0.6663107613033032,[0.78287841 0.54974311],0.6753441588910667,[0.72362385 0.62706446],,0.7142472267150879,0.7005086387857258,[0.76465364 0.63636364],0.6988180621265696,[0.77971474 0.61792139],0.7030519785805633,[0.75016336 0.65594059],5,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
