,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.7012115716934204,0.6781537561530427,[0.76429937 0.59200814],0.6756247466269389,[0.78448536 0.56676413],0.6823659503257686,[0.74512615 0.61960575],,0.8745113611221313,0.8648878690372468,[0.90094691 0.82882883],0.8719432090394472,[0.88061564 0.86327078],0.8596344332756081,[0.92223916 0.7970297 ],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6503261923789978,0.62418356297375,[0.72330383 0.52506329],0.6225385811559723,[0.74483597 0.5002412 ],0.6277295044307478,[0.70298165 0.55247736],,0.8968863487243652,0.8912851574363376,[0.91596177 0.86660854],0.889406828894305,[0.9239805  0.85483316],0.8933969496927912,[0.90808103 0.87871287],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6648648381233215,0.6426023952898048,[0.73180191 0.55340288],0.6405646991890246,[0.76274876 0.51838064],0.6483843075031892,[0.70326835 0.59350027],,0.8862380385398865,0.879198007172143,[0.90836048 0.85003554],0.8799464942937556,[0.90560727 0.85428571],0.8784789562753768,[0.91113047 0.84582744],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64
