,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,transformer_encoder_layers,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6628145575523376,0.6482971176974195,[0.71975213 0.57684211],0.6485621092512495,[0.78294574 0.51417848],0.6614485069137264,[0.66599771 0.65689931],,0.7471357583999634,0.7375059408943253,[0.78778281 0.68722908],0.7348223334048538,[0.81948694 0.65015773],0.743612009783609,[0.75844043 0.72878359],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(512, 512)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6999068260192871,0.6812184047253924,[0.75840336 0.60403345],0.6783208318901583,[0.79565491 0.56098675],0.6893597135532497,[0.72448394 0.65423548],,0.7341960072517395,0.7224054013644577,[0.77961556 0.66519525],0.7201643803292883,[0.80055084 0.63977792],0.726231515938724,[0.75974733 0.6927157 ],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(512, 512)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6801491379737854,0.6584935156968479,[0.74449077 0.57249626],0.6560714942196817,[0.77447336 0.53766963],0.664445081210012,[0.71674312 0.61214704],,0.7242215871810913,0.7112061703010768,[0.77251501 0.64989733],0.7093247023520857,[0.78900749 0.62964191],0.7140985899784863,[0.75669789 0.67149929],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(512, 512)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64
