,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size
0,0.6253494620323181,0.5743538446915812,[0.72168374 0.42702395],0.5785692775584985,[0.69791109 0.45922747],0.5730870252159165,[0.74713303 0.39904102],0.7858201861381531,0.7713560645004942,[0.82886376 0.71384837],0.7735546842934373,[0.81976992 0.72733945],0.769505138428085,[0.83816162 0.70084866],1e-06,1,focal,2,True,5,8
0,0.6462255120277405,0.5957967148561857,[0.73856749 0.45302594],0.6020860917894367,[0.71076352 0.49340866],0.5936943254412419,[0.76863532 0.41875333],0.7921552658081055,0.7771856498192415,[0.83493899 0.71943231],0.7809421562634806,[0.82087981 0.7410045 ],0.7742843756479454,[0.84948813 0.69908062],1e-06,12,focal,2,True,5,8
0,0.6283317804336548,0.5959410427550165,[0.71034282 0.48153926],0.5951270756801088,[0.71996466 0.47028949],0.5971576037547717,[0.70097477 0.49334044],0.7793503403663635,0.767092538181739,[0.82052407 0.71366101],0.7660876262782557,[0.82604857 0.70612669],0.7682154094614116,[0.81507297 0.72135785],1e-06,123,focal,2,True,5,8
