,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6769804358482361,0.6612532298287066,[0.73424321 0.58826325],0.6600961465050822,[0.78931751 0.53087479],0.672958171833836,[0.68635321 0.65956313],,0.7664105892181396,0.757106822276211,[0.80464435 0.7095693 ],0.7541485546620299,[0.8338785 0.6744186],0.7629880597824228,[0.77739055 0.74858557],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6790307760238647,0.6591728091728093,[0.74144144 0.57690418],0.6568564916802229,[0.77837327 0.53533972],0.666660837003221,[0.7078555  0.62546617],,0.7603450417518616,0.7476022274559555,[0.80431433 0.69089013],0.7462258947089713,[0.81290323 0.67954856],0.7492608609119928,[0.79590503 0.70261669],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.2,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6939421892166138,0.6772238731508395,[0.75068327 0.60376448],0.6748823821051646,[0.79793415 0.55183061],0.6876023373233688,[0.7087156  0.66648908],,0.7437660098075867,0.7324154538988411,[0.78752655 0.67730436],0.7300458732098836,[0.80876951 0.65132223],0.7364082438520481,[0.76737094 0.70544554],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(512, 512)",0.2,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64
