,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.7017707228660583,0.6794742541353945,[0.7640118  0.59493671],0.6767835780171962,[0.78675577 0.56681138],0.6842724030147659,[0.74254587 0.62599893],,0.7708585858345032,0.7550095965889568,[0.81732216 0.69269704],0.7575773215282964,[0.80657476 0.70857988],0.7529352213312006,[0.82835983 0.67751061],80,3,5,26,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)",384,"(512, 512)",0.2,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.6816402673721313,0.6596054977711738,[0.746211 0.573   ],0.6571620334034312,[0.7745219  0.53980217],0.6652227684964784,[0.71989679 0.61054875],,0.7797546982765198,0.7661250518000967,[0.82258415 0.70966596],0.7666526072433737,[0.82009093 0.71321429],0.7656226652786323,[0.82509257 0.70615276],80,3,5,26,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)",384,"(512, 512)",0.2,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.6881640553474426,0.6644587207154729,[0.75364453 0.57527291],0.6621083822043448,[0.77475023 0.54946654],0.66864052961245,[0.73365826 0.6036228 ],,0.7537403702735901,0.740059906693975,[0.79969302 0.6804268 ],0.7391602997439477,[0.80507726 0.67324334],0.7410727571963718,[0.79438031 0.68776521],80,3,5,26,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)",384,"(512, 512)",0.2,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.7013979554176331,0.6743951780938165,[0.76816208 0.58062827],0.6731683487879132,[0.77556984 0.57076686],0.6758654682711529,[0.7608945  0.59083644],,0.7747675180435181,0.7583458517202472,[0.82134075 0.69535096],0.7621603138129183,[0.80659387 0.71772676],0.7554825226898332,[0.8366369  0.67432815],80,3,5,26,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)",384,"(512, 512)",0.2,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,11
0,,0.6797763109207153,0.6589756397164381,[0.7431988  0.57475248],0.6565721320152713,[0.77638976 0.53675451],0.6656347907797432,[0.71272936 0.61854022],,0.7870333194732666,0.7753922102886366,[0.82652613 0.72425829],0.7741602784915307,[0.83329644 0.71502412],0.776799520431864,[0.81986495 0.73373409],80,3,5,26,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)",384,"(512, 512)",0.2,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,11
0,,0.6937558054924011,0.6733151828899735,[0.75503206 0.59159831],0.6705498602050326,[0.78657968 0.55452004],0.6799539207108747,[0.72591743 0.63399041],,0.7544143199920654,0.7417162594838047,[0.798985   0.68444752],0.7401318979730385,[0.80952381 0.67073999],0.7437220353332592,[0.78871706 0.69872702],80,3,5,26,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)",384,"(512, 512)",0.2,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,11
0,,0.6855545043945312,0.6549414495924284,[0.75771937 0.55216353],0.6547006204560162,[0.75913669 0.55026455],0.6551914960433642,[0.75630734 0.55407565],,0.8090038895606995,0.7957483370575806,[0.84778172 0.74371496],0.7987854497549225,[0.83637134 0.76119956],0.7932616456094376,[0.85950773 0.72701556],80,3,5,26,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.677539587020874,0.6571945253063197,[0.74070743 0.57368162],0.6548839883737809,[0.77606784 0.53370014],0.664283708997864,[0.7084289  0.62013852],,0.8199218511581421,0.8116250408230659,[0.85115865 0.77209144],0.8085158398657857,[0.87115165 0.74588003],0.8161374477523056,[0.83206273 0.80021216],80,3,5,26,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6915190815925598,0.6684912004179836,[0.7558637 0.5811187],0.6660032753481266,[0.77848678 0.55351977],0.6730663133636048,[0.73451835 0.61161428],,0.7604798674583435,0.7469748491303844,[0.80543086 0.68851884],0.7462154866478503,[0.80977543 0.68265554],0.7478081924631459,[0.80113265 0.69448373],80,3,5,26,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6810810565948486,0.6580620907866295,[0.74678112 0.56934307],0.6556974464025929,[0.77179566 0.53959924],0.6629472141031219,[0.72333716 0.60255727],,0.7622321248054504,0.7498752732101532,[0.80546978 0.69428076],0.748277091750919,[0.81572482 0.68082937],0.7518718977570347,[0.7954694 0.7082744],80,3,5,26,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,13
