,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,0.38616125899202686,0.5262154340744019,0.5254547225334665,[0.54445463 0.50645482],0.525464529793227,[0.54797048 0.50295858],0.5254918032786886,[0.54098361 0.51      ],0.23644300401210785,0.7188612222671509,0.6912732077046102,[0.78356164 0.59898477],0.6949349179400113,[0.7688172  0.62105263],0.6886570270566328,[0.79888268 0.57843137],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64
0,0.39640290772213654,0.5729265809059143,0.5576406093511149,[0.47540984 0.63987138],0.6002600035254715,[0.66557377 0.53494624],0.5828816029143898,[0.36976321 0.796     ],0.2519198000431061,0.6832740306854248,0.6737545168738667,[0.72948328 0.61802575],0.6748091603053435,[0.8        0.54961832],0.6881367071968452,[0.67039106 0.70588235],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64
0,0.3892034309751847,0.5691134333610535,0.5655502778144287,[0.6048951  0.52620545],0.5671880205826825,[0.58151261 0.55286344],0.5661183970856102,[0.63023679 0.502     ],0.25243561863899233,0.6619216799736023,0.6082617947024727,[0.75324675 0.46327684],0.6252750809061489,[0.7038835  0.54666667],0.6060083251177566,[0.81005587 0.40196078],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)",384,"(256, 256)",0.5,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64
