,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6831313967704773,0.6562222769019967,[0.75240315 0.56004141],0.6545965740009887,[0.76465364 0.54453951],0.6584953877943038,[0.74053899 0.57645178],,0.7775980830192566,0.7630046534247859,[0.82181425 0.70419505],0.7645657431024747,[0.81494967 0.71418182],0.76163960174217,[0.82879547 0.69448373],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.7103448510169983,0.6811664158485631,[0.77761878 0.58471406],0.6814404442742243,[0.77628571 0.58659517],0.6809006936943102,[0.77895642 0.58284497],,0.8077908158302307,0.79175077083458,[0.84954632 0.73395522],0.8003372667789677,[0.82381829 0.77685624],0.7862388422462372,[0.87693313 0.69554455],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6838769912719727,0.6643829512747712,[0.74526885 0.58349705],0.6619399553042116,[0.78264984 0.54123007],0.6721103758437483,[0.71129587 0.63292488],,0.7991642951965332,0.7875734613170859,[0.83719406 0.73795287],0.7870135780138574,[0.83994738 0.73407978],0.7881628837184369,[0.83445872 0.74186704],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6710158586502075,0.6498174519453457,[0.73597607 0.56365884],0.6476508188603938,[0.76947138 0.52583026],0.6563136935281266,[0.70527523 0.60735216],,0.8676371574401855,0.8595813431822075,[0.89321444 0.82594825],0.859929760226323,[0.89185668 0.82800284],0.8592400819880974,[0.89457635 0.82390382],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.659273087978363,0.6304214194152115,[0.73368298 0.52715986],0.6290854140902928,[0.74585308 0.51231775],0.6323956281495456,[0.72190367 0.54288759],,0.8858336806297302,0.879123492670352,[0.90760336 0.85064363],0.8787452435007834,[0.90909091 0.84839958],0.8795101232748286,[0.90612067 0.85289958],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6933830380439758,0.6685684849682485,[0.75925655 0.57788042],0.666455771137652,[0.7754858  0.55742574],0.6717930537701681,[0.74369266 0.59989345],,0.8641326427459717,0.8547988676475727,[0.8916129  0.81798483],0.8581175326512238,[0.88044171 0.83579336],0.8519953019822006,[0.90307123 0.80091938],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.680335521697998,0.6610412850331508,[0.74191121 0.58017136],0.658744671950531,[0.78080456 0.53668478],0.669017650286178,[0.70670872 0.63132658],,0.851327657699585,0.8426316718116962,[0.87962458 0.80563877],0.8422013963217716,[0.88145232 0.80295047],0.8430747600695907,[0.8778044  0.80834512],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6706430315971375,0.6461314424120423,[0.73926516 0.55299772],0.6440614654675976,[0.76162967 0.52649326],0.650244402912123,[0.71817661 0.5823122 ],,0.8732982873916626,0.865623806313118,[0.89773716 0.83351045],0.8658754638614219,[0.89676157 0.83498935],0.865375826019606,[0.89871488 0.83203678],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6704566478729248,0.6441387254645963,[0.74091442 0.54736303],0.6423271437064246,[0.75779376 0.52686052],0.6471482406533948,[0.72477064 0.56952584],,0.8746461868286133,0.8666287152444871,[0.89932886 0.83392857],0.8681310709231949,[0.89391005 0.84235209],0.865242809481807,[0.90481377 0.82567185],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.686113715171814,0.6625752894380113,[0.75169566 0.57345491],0.6602135278370723,[0.77383121 0.54659585],0.6669406608486117,[0.73079128 0.60309004],,0.8021296858787537,0.7903441706893193,[0.8400523  0.74063604],0.7902657842909031,[0.84041857 0.74011299],0.7904230865567186,[0.83968634 0.74115983],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6810810565948486,0.6670327323754615,[0.73542601 0.59863946],0.6665203504723058,[0.79825445 0.53478625],0.6807871298138255,[0.68176606 0.6798082 ],,0.7842026948928833,0.7763286750876306,[0.81829531 0.73436204],0.7730220418406819,[0.8542654  0.69177868],0.783881900107738,[0.78523198 0.78253182],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.7045666575431824,0.6774335675750127,[0.77098685 0.58388028],0.6763660947604513,[0.77716283 0.57556936],0.678671496581017,[0.76490826 0.59243474],,0.7914813160896301,0.7748211730146166,[0.83607079 0.71357156],0.7815023356776993,[0.81407346 0.74893121],0.7703450989683093,[0.85928992 0.68140028],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6902143359184265,0.6685709234873689,[0.75326603 0.58387581],0.6659377319657197,[0.78109606 0.5507794 ],0.6742774832227887,[0.72735092 0.62120405],,0.8700633645057678,0.8615766909751588,[0.89585134 0.82730204],0.8635814144640827,[0.88874598 0.83841685],0.8597746513457083,[0.90307123 0.81647808],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6644920706748962,0.6383278274172449,[0.73560517 0.54105048],0.636521636668925,[0.75421687 0.51882641],0.641576813478467,[0.71788991 0.56526372],,0.8878555297851562,0.8810465087775637,[0.9095062  0.85258682],0.8813620347648766,[0.90832066 0.85440341],0.8807363863311681,[0.91069484 0.85077793],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6855545043945312,0.6598809366916857,[0.75332651 0.56643536],0.6579477824135853,[0.76872575 0.54716981],0.6628195979334581,[0.73853211 0.58710709],,0.8576627373695374,0.8489998965380969,[0.88516746 0.81283233],0.8493381163053971,[0.88382193 0.8148543 ],0.8486687332111871,[0.8865171  0.81082037],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6732525825500488,0.6539206541975222,[0.73571536 0.57212595],0.6518812930577637,[0.77583466 0.52792793],0.6619709618608652,[0.69954128 0.62440064],,0.8491710424423218,0.8404343326407877,[0.87777171 0.80309696],0.8398337863827319,[0.8803681  0.79929947],0.8410606416773239,[0.87519059 0.80693069],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6559180021286011,0.6332065479056331,[0.72447761 0.54193548],0.6314016209534727,[0.75560399 0.50719926],0.6387968277262663,[0.69581422 0.58177944],,0.8807116746902466,0.8737513146548338,[0.90339483 0.8441078 ],0.8732336502577203,[0.90547046 0.84099684],0.8742852768022547,[0.90132869 0.84724187],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6682199239730835,0.6453999464704192,[0.73535534 0.55544456],0.6432725599537462,[0.76374305 0.52280207],0.6507185149296408,[0.70900229 0.59243474],,0.8670979738235474,0.8600670456908786,[0.8914336  0.82870049],0.8579537262138119,[0.90135827 0.81454918],0.8625386533581323,[0.88172511 0.84335219],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6920782923698425,0.6649346411257798,[0.7603018  0.56956748],0.6635257078243133,[0.76968273 0.55736869],0.6667294946552423,[0.75114679 0.5823122 ],,0.7766545414924622,0.763271423871408,[0.81955788 0.70698497],0.7632893258634694,[0.81946864 0.70711001],0.76325355370587,[0.81964714 0.70685997],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6967381238937378,0.6815407031416427,[0.75110907 0.61197233],0.6795771965212978,[0.80518203 0.55397237],0.6936896515276672,[0.70384174 0.68353756],,0.7935031652450562,0.7845670190399867,[0.82844345 0.74069059],0.7814450932796173,[0.85250058 0.71038961],0.789699236283276,[0.80570682 0.77369165],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6935694217681885,0.6687334255164568,[0.7594381  0.57802875],0.6666273657871263,[0.7755529  0.55770183],0.6719364023940213,[0.74397936 0.59989345],,0.7980859875679016,0.782719144007042,[0.84050256 0.72493573],0.7880655433861261,[0.82212039 0.7540107 ],0.7788726759846536,[0.85972555 0.6980198 ],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6935694217681885,0.6744238892393177,[0.75337534 0.59547244],0.6716944453796578,[0.79011957 0.55326932],0.6822712501160841,[0.71989679 0.64464571],,0.8613020777702332,0.8529110011435683,[0.88804265 0.81777935],0.8531293474405046,[0.88717391 0.81908478],0.8526955836044755,[0.88891309 0.81647808],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,7
0,,0.6825722455978394,0.6521754805088764,[0.75499928 0.54935168],0.6517329206182346,[0.75772452 0.54574132],0.6526518502588066,[0.75229358 0.55301012],,0.8789594173431396,0.8713080858303837,[0.90268747 0.8399287 ],0.8725414015079223,[0.89821005 0.84687275],0.8701536768482212,[0.90720976 0.8330976 ],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(512, 512)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,7
