,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,0.32192688742104697,0.6177312135696411,0.6172288815667947,[0.63109476 0.60336301],0.6172076764708022,[0.63754647 0.59686888],0.6173861566484518,[0.62477231 0.61      ],0.18454939126968384,0.7758007049560547,0.7538001529796259,[0.82739726 0.68020305],0.758545557441992,[0.81182796 0.70526316],0.7502190820462263,[0.84357542 0.65686275],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(128, 128)",0.5,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64
0,0.4475477898822111,0.6062917113304138,0.6044281635511501,[0.57727738 0.63157895],0.6144634069258206,[0.6588785  0.57004831],0.6108306010928961,[0.5136612 0.708    ],0.23699719905853273,0.7224199175834656,0.7077288244079369,[0.77325581 0.64220183],0.7047544409613375,[0.80606061 0.60344828],0.714645634790229,[0.74301676 0.68627451],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(128, 128)",0.5,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64
0,0.5863763164071476,0.58913254737854,0.5858066171047991,[0.5486911  0.62292213],0.5994874702173463,[0.6453202  0.55365474],0.594615664845173,[0.47723133 0.712     ],0.20091176629066468,0.7224199175834656,0.7056880438285531,[0.77586207 0.63551402],0.7029797125950972,[0.79881657 0.60714286],0.7104283054003724,[0.75418994 0.66666667],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(12,)","(128, 128)",0.5,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64
