,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6823858618736267,0.6618209162643913,[0.74521531 0.57842652],0.6593519053117783,[0.77875    0.53995381],0.6686259427253132,[0.71444954 0.62280234],,0.7327132821083069,0.7203819911952662,[0.77910215 0.66166183],0.7183053218066837,[0.79730962 0.63930102],0.723675626656545,[0.76170769 0.68564356],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6904007196426392,0.6661485898428644,[0.75612979 0.57616739],0.66389576050104,[0.7749022  0.55288932],0.6698685774928761,[0.73824541 0.60149174],,0.7393179535865784,0.7218941551732718,[0.79150496 0.65228335],0.7235306379447239,[0.78356457 0.66349671],0.7205253221280058,[0.79960793 0.64144272],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6922646760940552,0.6605448648855803,[0.76431121 0.55677852],0.6611536328802465,[0.76116008 0.56114719],0.6599829447977204,[0.76748853 0.55247736],,0.7425528764724731,0.7203376483739259,[0.79915878 0.64151652],0.7280573693840211,[0.77251474 0.6836    ],0.7160101924403475,[0.82770638 0.604314  ],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6753028631210327,0.647408917721114,[0.74658132 0.54823651],0.6459672395951943,[0.75782634 0.53410814],0.6493988980561407,[0.73566514 0.56313266],,0.7563014030456543,0.7376328505439205,[0.80761864 0.66764706],0.7423631820746353,[0.78947368 0.69525268],0.7343836119928389,[0.82661729 0.64214993],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6760484576225281,0.6569778905933856,[0.73785822 0.57609756],0.6548745494773838,[0.77848504 0.53126406],0.6652284963317416,[0.70126147 0.62919552],,0.7534708380699158,0.7404451362667955,[0.79859046 0.68229981],0.739054201096325,[0.80757238 0.67053602],0.7421449382701596,[0.78980614 0.69448373],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6753028631210327,0.6475692166134956,[0.74643377 0.54870466],0.6460853088031234,[0.75813128 0.53403933],0.649644965859047,[0.73509174 0.56419819],,0.7426877021789551,0.7235923000228283,[0.79624293 0.65094167],0.7273242453381482,[0.78066136 0.67398713],0.7209396220450996,[0.81245916 0.62942008],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6885368227958679,0.6645008899137459,[0.75430084 0.57470094],0.6622088453013676,[0.77422276 0.55019493],0.668435091254344,[0.73537844 0.60149174],,0.7515837550163269,0.7357881732253688,[0.80038991 0.67118644],0.73667138216193,[0.79599311 0.67734966],0.7349849591954247,[0.80483555 0.66513437],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6866728663444519,0.668381770964999,[0.74626415 0.59049939],0.6659998317412661,[0.78801403 0.54398564],0.6772134188364216,[0.7087156  0.64571124],,0.7451139092445374,0.7336681251581243,[0.78888021 0.67845604],0.7313315650114132,[0.80920751 0.65345562],0.7374973311968531,[0.76954912 0.70544554],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6835041642189026,0.6599138765212051,[0.74948362 0.57034413],0.6575845021423079,[0.77203647 0.54313253],0.664318610607401,[0.72821101 0.60042621],,0.7544143199920654,0.7366475042428892,[0.80505029 0.66824472],0.739990503121418,[0.79116719 0.68881381],0.7341488882528605,[0.81942932 0.64886846],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6920782923698425,0.6643896763108181,[0.76078772 0.56799163],0.6631796588531125,[0.76857812 0.5577812 ],0.6658682573450705,[0.75315367 0.57858284],,0.7374309301376343,0.7195973218949139,[0.79031216 0.64888248],0.7214973774144686,[0.78123005 0.66176471],0.7180500746032533,[0.79960793 0.63649222],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
