,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6948741674423218,0.6677078292909489,[0.76271923 0.57269642],0.6663702717471052,[0.77132806 0.56141249],0.669371859618853,[0.75430046 0.58444326],,0.7372961044311523,0.7178435547764421,[0.79192911 0.643758  ],0.7214397992611563,[0.77659129 0.66628831],0.7152932741231306,[0.80788499 0.62270156],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.7049394249916077,0.679188186376029,[0.77007988 0.58829649],0.6775447938281267,[0.78039447 0.57469512],0.6812958379563328,[0.7600344  0.60255727],,0.7344655394554138,0.7170822328610884,[0.78721106 0.64695341],0.7183439996187979,[0.78080137 0.65588663],0.7159935557454056,[0.79372686 0.63826025],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6931966543197632,0.670398260634845,[0.75708383 0.5837127 ],0.6678592702838526,[0.78010949 0.55560905],0.6750946543870024,[0.73537844 0.61481087],,0.7301523089408875,0.7155855749588491,[0.77995164 0.65121951],0.71452340163165,[0.78721988 0.64182692],0.7168537344912884,[0.77281638 0.66089109],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64
