,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6948741674423218,0.6730537514217454,[0.7575174 0.5885901],0.6703615895781581,[0.78363469 0.55708849],0.6784763683263846,[0.73308486 0.62386787],,0.7939075231552124,0.7816470971673556,[0.83338782 0.72990638],0.7815521971826347,[0.83384213 0.72926227],0.7817428139490676,[0.832934   0.73055163],80,3,5,26,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.2,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.681826651096344,0.6598392755801241,[0.74632189 0.57335666],0.6573898543322345,[0.77476088 0.54001883],0.6654891510217846,[0.71989679 0.61108151],,0.8231567740440369,0.8128506408708399,[0.85676856 0.76893272],0.8123980831922222,[0.85883125 0.76596491],0.813319684568264,[0.85471575 0.77192362],80,3,5,26,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.2,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6676607728004456,0.6469980667877291,[0.73240282 0.56159331],0.6449825621112429,[0.76850394 0.52146119],0.653979486101675,[0.69954128 0.60841769],,0.7750370502471924,0.7650171781564377,[0.81354039 0.71649397],0.7622663684540429,[0.83509174 0.68944099],0.7694150615080178,[0.7930734  0.74575672],80,3,5,26,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.2,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64
