,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,transformer_encoder_layers,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.699533998966217,0.6541751319658976,[0.77941981 0.52893045],0.6656551280096241,[0.74554974 0.58576052],0.6493330661361826,[0.81651376 0.48215237],,0.7076425552368164,0.673152959935114,[0.77932648 0.56697944],0.6911363000147583,[0.73119511 0.65107749],0.6681812734280865,[0.83424091 0.50212164],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6900279521942139,0.6612388920599508,[0.75999423 0.56248356],0.6603989224956966,[0.76518454 0.55561331],0.6621998461579819,[0.75487385 0.56952584],,0.704677164554596,0.6852764654962458,[0.76341648 0.60713645],0.686409813808097,[0.75695931 0.61586031],0.6843205234890106,[0.76998475 0.59865629],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6965517401695251,0.647176008766813,[0.77916441 0.51518761],0.6617543466817242,[0.73944387 0.58406482],0.642118132096406,[0.8233945  0.46084177],,0.7076425552368164,0.6758942423966126,[0.77733292 0.57445556],0.6901818944233591,[0.73514563 0.64521816],0.671168638474452,[0.82465694 0.51768034],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6831313967704773,0.6530808082652313,[0.75518433 0.55097728],0.6525199530004074,[0.75868056 0.54635935],0.6536970656376317,[0.75172018 0.55567395],,0.7224693298339844,0.7029014606152966,[0.77914834 0.62665458],0.705318271090794,[0.76754015 0.64309639],0.7010727895455009,[0.79111305 0.61103253],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6680335402488708,0.6530758276681237,[0.7251119  0.58103976],0.6527875539001164,[0.78535607 0.52021904],0.6657083361845224,[0.67345183 0.65796484],,0.720177948474884,0.7119619045282246,[0.76060886 0.66331495],0.7103887808721796,[0.80813526 0.6126423 ],0.7207439483251932,[0.71836201 0.72312588],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6997203826904297,0.6668155193923786,[0.77152177 0.56210927],0.6686042545423848,[0.76340163 0.57380688],0.6653477880474894,[0.77981651 0.55087906],,0.7227389216423035,0.7022988475476921,[0.78030546 0.62429224],0.7055718472983855,[0.76550712 0.64563657],0.7000006084717132,[0.79568721 0.604314  ],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0003,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6855545043945312,0.655193058445692,[0.75751042 0.5528757 ],0.6548451900072128,[0.75958489 0.55010549],0.6555605977477235,[0.75544725 0.55567395],,0.7364873886108398,0.7157026923591452,[0.79257294 0.63883244],0.7207554243835373,[0.77265205 0.6688588 ],0.7124671925916182,[0.81354825 0.61138614],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.680335521697998,0.6512235732717733,[0.75198843 0.55045872],0.650238363894081,[0.75868106 0.54179567],0.6524080735900055,[0.74541284 0.5594033 ],,0.7317698001861572,0.7149334692031504,[0.78421167 0.64565527],0.7155559099413317,[0.78082488 0.65028694],0.7143585383369528,[0.78762797 0.64108911],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.7008387446403503,0.6643921572570815,[0.77498949 0.55379483],0.6686844036111909,[0.75829904 0.57906977],0.6615325915353898,[0.79243119 0.53063399],,0.7220649719238281,0.696088801478038,[0.78493951 0.6072381 ],0.7055928024196847,[0.75305183 0.65813377],0.6916481788826734,[0.81964714 0.56364922],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6849953532218933,0.6610130012843358,[0.75117786 0.57084815],0.6587303790092258,[0.77209443 0.54536633],0.6650962978938673,[0.73136468 0.59882792],,0.7069686055183411,0.6916618720945811,[0.76036155 0.62296219],0.6904972344468111,[0.76969426 0.6113002 ],0.6931651219700804,[0.75125245 0.63507779],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6976701021194458,0.6633495114832162,[0.77083922 0.5558598 ],0.6658597826513398,[0.75988858 0.57183099],0.6614333090574946,[0.78211009 0.54075653],,0.7128993272781372,0.6889908883062951,[0.77522161 0.60276016],0.6948102328294257,[0.75189355 0.63772691],0.6857360674611819,[0.80004356 0.57142857],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6913326978683472,0.6596450676875891,[0.76349614 0.55579399],0.6601845300745002,[0.7606716  0.55969746],0.6591431677770012,[0.76634174 0.55194459],,0.7130340933799744,0.6919252914124749,[0.77256703 0.61128355],0.6950039293337227,[0.75807128 0.63193658],0.6897828664840533,[0.78762797 0.59193777],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6838769912719727,0.6667279072963376,[0.74232756 0.59112825],0.6647215231992604,[0.78959276 0.53985029],0.6767856640989672,[0.70040138 0.65316995],,0.7173473238945007,0.7055337474718864,[0.76451432 0.64655318],0.7033861218054239,[0.78905888 0.61771337],0.7098342430627294,[0.74145066 0.67821782],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6639329195022583,0.6504945473457449,[0.71902758 0.58196151],0.6514148336015868,[0.78764083 0.51518883],0.6650153444888143,[0.66141055 0.66862014],,0.7060250639915466,0.6972939199023998,[0.74870377 0.64588407],0.6959415744641602,[0.79476517 0.59711798],0.7055064302366385,[0.70768896 0.7033239 ],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6926374435424805,0.6721221768627914,[0.75413747 0.59010689],0.6693849021435229,[0.78564772 0.55312209],0.678724727263396,[0.72505734 0.63239212],,0.7177517414093018,0.7039297108672458,[0.76790069 0.63995873],0.7022947352488265,[0.78176484 0.62282463],0.7062909736379246,[0.75451971 0.65806223],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0003,123,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.684249758720398,0.6552100506484015,[0.75527304 0.55514706],0.6542980949936466,[0.76121142 0.54738477],0.6562796320010948,[0.74942661 0.56313266],,0.7399919033050537,0.7204831659930366,[0.79432775 0.64663858],0.7244171098594072,[0.77798663 0.67084759],0.7177430274533194,[0.81137007 0.62411598],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.681267499923706,0.6640964275734318,[0.74004257 0.58815029],0.6622027810377324,[0.78770227 0.5367033 ],0.6741636138577567,[0.6978211  0.65050613],,0.7382396459579468,0.7276488968339314,[0.78135555 0.67394224],0.7251466743871817,[0.80866931 0.64162404],0.7327577216600833,[0.75582662 0.70968883],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.7002795934677124,0.6722477138809605,[0.76809922 0.57639621],0.6714343113145661,[0.77278003 0.57008859],0.6731598680062367,[0.76347477 0.58284497],,0.7332524657249451,0.7120765411739323,[0.79016011 0.63399297],0.7172166962016797,[0.76983471 0.66459868],0.708834963061916,[0.81158789 0.60608204],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.704380214214325,0.6718579014121746,[0.77516303 0.56855277],0.6737818137265141,[0.76668536 0.58087827],0.6702848765598041,[0.78383028 0.55673948],,0.7119557857513428,0.6870744568001124,[0.7753128  0.59883612],0.6938227730116437,[0.74939024 0.6382553 ],0.6835479184567801,[0.80309301 0.56400283],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(512, 512)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.699533998966217,0.6690196062822891,[0.76951673 0.56852248],0.669408118319874,[0.76754136 0.57127488],0.6686493886643238,[0.77150229 0.56579648],,0.7080469131469727,0.6860209358531761,[0.76918159 0.60286029],0.6895101529283392,[0.75297309 0.62604722],0.6837164035039345,[0.78610325 0.58132956],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(512, 512)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,6
