,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6950605511665344,0.6735556714641106,[0.75734204 0.58976931],0.6708273925587194,[0.78457283 0.55708195],0.6792348864575035,[0.73193807 0.6265317 ],,0.8340746760368347,0.8265220929589157,[0.86271886 0.79032533],0.8231588847482249,[0.88391225 0.76240552],0.8314428605010049,[0.84251797 0.82036775],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6691519021987915,0.6497730225036382,[0.73215633 0.56738971],0.647884324587036,[0.7728576  0.52291105],0.6578330209244696,[0.69552752 0.62013852],,0.7692411541938782,0.7582924059227774,[0.8097355  0.70684932],0.7559492007011663,[0.82663944 0.68525896],0.7616767262188459,[0.79350904 0.72984441],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6933830380439758,0.6726562434800993,[0.75502606 0.59028643],0.6699078286777578,[0.78555934 0.55425631],0.6790520539559026,[0.72677752 0.63132658],,0.8435099124908447,0.8337220185314492,[0.87406443 0.7933796 ],0.8346044608132016,[0.87057044 0.79863848],0.832888057841475,[0.87758658 0.78818953],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6646784543991089,0.6507879909509712,[0.72043512 0.58114086],0.6513458191490527,[0.78656261 0.51612903],0.6647275016740553,[0.66456422 0.66489078],,0.8724895715713501,0.8673890310535741,[0.89339644 0.84138162],0.8627916355954008,[0.9255195  0.80006378],0.8753139405952917,[0.86342845 0.88719943],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7012115716934204,0.680498976326313,[0.76184817 0.59914979],0.6775938489134721,[0.79062596 0.56456173],0.6866721368766282,[0.73509174 0.63825253],,0.8743765950202942,0.8681113761660242,[0.89685702 0.83936574],0.8651743305119812,[0.91158605 0.81876261],0.8718144580273132,[0.88259638 0.86103253],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6644920706748962,0.6388716370972953,[0.73506035 0.54268293],0.6369959016044239,[0.75529341 0.5186984 ],0.6424380507886389,[0.71588303 0.56899307],,0.8761288523674011,0.8702125284145501,[0.89792291 0.84250214],0.8667819059848567,[0.91613781 0.81742601],0.8747918487588872,[0.88041821 0.86916549],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6840633749961853,0.6579640853967901,[0.75244633 0.56348184],0.6561294087371704,[0.76689491 0.54536391],0.6606885377310074,[0.73853211 0.58284497],,0.8741070032119751,0.8673961650336803,[0.89722711 0.83756522],0.8653487449310264,[0.9066044  0.82409309],0.869763484734446,[0.88804182 0.85148515],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6905871629714966,0.6693055680566832,[0.75319655 0.58541459],0.6666419106908936,[0.78227301 0.55101081],0.6753023838792138,[0.72620413 0.62440064],,0.8821943402290344,0.8759778389155559,[0.90374449 0.84821118],0.8737295641906611,[0.91401203 0.8334471 ],0.8786064272481952,[0.89370508 0.86350778],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6821994185447693,0.6617876639594003,[0.74487506 0.57870027],0.6593305351824207,[0.77902973 0.53963134],0.6687286619043662,[0.71358945 0.62386787],,0.8692545890808105,0.8633914126852971,[0.89169272 0.83509011],0.859483928462925,[0.91477663 0.80419122],0.8691017139800921,[0.86974515 0.86845827],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6792171597480774,0.661113848553667,[0.73943982 0.58278788],0.6590715648430088,[0.78344562 0.53469751],0.6702491348677618,[0.70011468 0.64038359],,0.7653322815895081,0.7582251184715691,[0.79967783 0.71677241],0.7556575592119283,[0.84756098 0.66375414],0.7679557306790206,[0.7569157  0.77899576],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,384,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
