,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.39639201409676494,0.6148713231086731,0.6119510676482438,[0.5782881  0.64561404],0.6261308068459657,[0.67726161 0.575     ],0.6202768670309654,[0.50455373 0.736     ],0.21581494212150573,0.6939501762390137,0.6544555021734157,[0.7712766  0.53763441],0.6656393521875755,[0.73604061 0.5952381 ],0.6501259721765801,[0.81005587 0.49019608],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,13
0,0.4176536745884839,0.58913254737854,0.58859263829249,[0.57368942 0.60349586],0.5932395259482142,[0.62770563 0.55877342],0.5921165755919855,[0.52823315 0.656     ],0.19836315214633943,0.8042704463005066,0.7771674092016667,[0.85488127 0.69945355],0.8000617283950617,[0.81       0.79012346],0.7662394566765254,[0.90502793 0.62745098],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,13
0,0.5801598552395316,0.6320305466651917,0.6319900388991894,[0.63584906 0.62813102],0.6327195745640518,[0.65949119 0.60594796],0.6329216757741348,[0.61384335 0.652     ],0.21271512806415557,0.7259786128997803,0.697659470411514,[0.79019074 0.60512821],0.7028425989476093,[0.7712766 0.6344086],0.6942436192354037,[0.81005587 0.57843137],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,14
0,0.3584711236112258,0.6520496010780334,0.6499103483021038,[0.62254395 0.67727675],0.6635343762084942,[0.72009569 0.60697306],0.6571347905282332,[0.54826958 0.766     ],0.2148691862821579,0.6619216799736023,0.6106159837799203,[0.75195822 0.46927374],0.625668449197861,[0.70588235 0.54545455],0.6081169898126848,[0.80446927 0.41176471],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,14
0,0.5505205988883972,0.5938989520072937,0.5938956299209737,[0.59505703 0.59273423],0.5950159846780125,[0.6222664  0.56776557],0.595063752276867,[0.5701275 0.62     ],0.18693195879459382,0.7010676264762878,0.6862838915470493,[0.75438596 0.61818182],0.6838411146927317,[0.79141104 0.57627119],0.6936685288640596,[0.72067039 0.66666667],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.5,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,14
0,0.45181845216190114,0.6367969512939453,0.6352642919134095,[0.65890779 0.6116208 ],0.6357939738221429,[0.64788732 0.62370062],0.6351548269581057,[0.67030965 0.6       ],0.18629892468452453,0.754448413848877,0.7080717286236957,[0.82442748 0.59171598],0.7516390012554053,[0.75700935 0.74626866],0.6976120056961332,[0.90502793 0.49019608],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.001,1,focal,2,False,,Conv1d,,concatenation,64,15
0,0.3618401113678427,0.6186844706535339,0.6157931362853899,[0.58246347 0.64912281],0.6301382946210269,[0.68215159 0.578125  ],0.6240983606557378,[0.50819672 0.74      ],0.20538987517356871,0.6334519386291504,0.5974827897920867,[0.71780822 0.47715736],0.5995189586870402,[0.70430108 0.49473684],0.5963139445722423,[0.73184358 0.46078431],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.001,12,focal,2,False,,Conv1d,,concatenation,64,15
0,0.4349181283922756,0.6062917113304138,0.6059249920636871,[0.59390364 0.61794635],0.6100850287597276,[0.64529915 0.57487091],0.6090455373406194,[0.55009107 0.668     ],0.23042220771312713,0.6619216799736023,0.6434248313631203,[0.72463768 0.56221198],0.6417234154007334,[0.75301205 0.53043478],0.6481816190163217,[0.69832402 0.59803922],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.001,123,focal,2,False,,Conv1d,,concatenation,64,15
0,0.36164041038821726,0.6406100988388062,0.63675984190856,[0.59936238 0.6741573 ],0.6564975305190569,[0.71938776 0.59360731],0.6468306010928961,[0.5136612 0.78     ],0.22554785013198853,0.6405693888664246,0.6122019539523126,[0.71708683 0.50731707],0.6119777462637722,[0.71910112 0.50485437],0.6124438602256546,[0.7150838  0.50980392],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,16
0,0.4030931293964386,0.6034318804740906,0.596135194165772,[0.65042017 0.54185022],0.6033426631182894,[0.60374415 0.60294118],0.5984590163934427,[0.70491803 0.492     ],0.23447696268558502,0.6797152757644653,0.597498090145149,[0.77941176 0.41558442],0.6548538797447094,[0.69432314 0.61538462],0.6009968233103298,[0.88826816 0.31372549],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,16
0,0.43065331613316254,0.5653002858161926,0.5641020033242936,[0.54124748 0.58695652],0.5704591115410373,[0.60449438 0.53642384],0.5689908925318762,[0.48998179 0.648     ],0.34873647093772886,0.7508896589279175,0.7244789332138055,[0.80978261 0.63917526],0.7311364159190246,[0.78835979 0.67391304],0.7201226859458867,[0.83240223 0.60784314],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,16
0,0.6976037078043994,0.5824595093727112,0.5813085031930715,[0.55935614 0.60326087],0.5880218022174268,[0.6247191 0.5513245],0.5861876138433515,[0.50637523 0.666     ],0.3622496068477631,0.6334519386291504,0.6076961654716239,[0.7082153  0.50717703],0.6068589537007197,[0.7183908 0.4953271],0.6089659327418118,[0.69832402 0.51960784],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,17
0,0.5956918281667373,0.6158245801925659,0.613101824268732,[0.58064516 0.64555849],0.6266613067930682,[0.67718447 0.57613815],0.6210983606557376,[0.50819672 0.734     ],0.2247464418411255,0.7437722086906433,0.7376283846872083,[0.77777778 0.69747899],0.7396298174442191,[0.86896552 0.61029412],0.7588180523606091,[0.70391061 0.81372549],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,17
0,0.3747487734345829,0.557673990726471,0.5558621495156546,[0.52749491 0.58422939],0.5636866020815212,[0.59815242 0.52922078],0.5618834244080146,[0.47176685 0.652     ],0.24471136033535004,0.6975088715553284,0.6662474673373857,[0.76839237 0.56410256],0.6706989247311828,[0.75       0.59139785],0.6634625917406068,[0.7877095  0.53921569],35,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,10,1,"(512, 512)",0.1,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,17
0,0.28289036452770233,0.6387035250663757,0.6353900996055579,[0.67014795 0.60063224],0.6382052709725317,[0.64166667 0.63474388],0.6356375227686704,[0.70127505 0.57      ],0.18089628219604492,0.754448413848877,0.6974109274778781,[0.82878412 0.56603774],0.7675046992481203,[0.74553571 0.78947368],0.687068682221492,[0.93296089 0.44117647],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.001,1,focal,2,False,,Conv1d,,concatenation,64,18
0,0.31235233387526345,0.6320305466651917,0.6320274956560935,[0.63097514 0.63307985],0.6336223864928703,[0.6639839  0.60326087],0.6335464480874318,[0.6010929 0.666    ],0.19265159368515014,0.6476868391036987,0.6182746271114343,[0.72423398 0.51231527],0.6185368536853686,[0.72222222 0.51485149],0.6180304524044254,[0.72625698 0.50980392],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.001,12,focal,2,False,,Conv1d,,concatenation,64,18
0,0.526984502287472,0.5881792306900024,0.5868723334427306,[0.56363636 0.6101083 ],0.5942870569280344,[0.63265306 0.55592105],0.5920983606557377,[0.50819672 0.676     ],0.2578543722629547,0.7402135133743286,0.6721958547070008,[0.82151589 0.52287582],0.7573742540494459,[0.73043478 0.78431373],0.6653521743893088,[0.93854749 0.39215686],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.001,123,focal,2,False,,Conv1d,,concatenation,64,18
0,0.35850243533358855,0.6177312135696411,0.6175629615689184,[0.60954236 0.62558357],0.6207508664971533,[0.65481172 0.58669002],0.620063752276867,[0.5701275 0.67     ],0.2090830147266388,0.7188612222671509,0.6679828300504032,[0.79795396 0.5380117 ],0.7012578616352201,[0.73584906 0.66666667],0.6612443860225654,[0.87150838 0.45098039],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,19
0,0.4136848993161145,0.5948522686958313,0.5906726712665207,[0.63203463 0.54931071],0.5934801719449597,[0.60231023 0.58465011],0.5914225865209473,[0.66484517 0.518     ],0.16825753450393677,0.8113878965377808,0.7876221033868093,[0.85866667 0.71657754],0.8048319327731093,[0.82142857 0.78823529],0.778152042940081,[0.89944134 0.65686275],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,19
0,0.6189278592081631,0.5633937120437622,0.5633044167478658,[0.55705996 0.56954887],0.5655242377714411,[0.59381443 0.53723404],0.5652950819672131,[0.52459016 0.606     ],0.21381848752498628,0.8291814923286438,0.8091680814940576,[0.87096774 0.74736842],0.8230982100800753,[0.83937824 0.80681818],0.8005531821667214,[0.90502793 0.69607843],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,19
0,0.3043494908248677,0.6387035250663757,0.6365899117094043,[0.60887513 0.66430469],0.6492826860473919,[0.70238095 0.59618442],0.6436703096539163,[0.53734062 0.75      ],0.19316355884075165,0.7046263217926025,0.6914824662354326,[0.75516224 0.62780269],0.6892561983471075,[0.8       0.5785124],0.7006791543433015,[0.7150838  0.68627451],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,20
0,0.3106262710164575,0.6434699892997742,0.6421793599603076,[0.62068966 0.66366906],0.6515850047112666,[0.70022883 0.60294118],0.6476885245901639,[0.55737705 0.738     ],0.20386158525943757,0.6761565804481506,0.6353511586452764,[0.75733333 0.51336898],0.6445978391356543,[0.7244898  0.56470588],0.6319421623397963,[0.79329609 0.47058824],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,20
0,0.43577180539860444,0.6186844706535339,0.6160434540716231,[0.64788732 0.58419958],0.6175708164634911,[0.62691652 0.60822511],0.6161548269581056,[0.67030965 0.562     ],0.1876579314470291,0.7651245594024658,0.6973168820994908,[0.84057971 0.55405405],0.8158649398704902,[0.74042553 0.89130435],0.6870139117099354,[0.97206704 0.40196078],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.5,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,20
0,0.4119821821942049,0.6244041919708252,0.6223695078540155,[0.65008881 0.59465021],0.6233017801016362,[0.63431542 0.61228814],0.6223333333333333,[0.66666667 0.578     ],0.18332600593566895,0.7473309636116028,0.7154937611408199,[0.81066667 0.62032086],0.7289315726290516,[0.7755102  0.68235294],0.7088947310767882,[0.84916201 0.56862745],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.1,0.001,1,focal,2,False,,Conv1d,,concatenation,64,21
0,0.23370709752335267,0.650143027305603,0.6501429933269781,[0.65014299 0.65014299],0.6515646630236794,[0.682      0.62112933],0.6515646630236794,[0.62112933 0.682     ],0.21104753613471985,0.6512455344200134,0.6062399908487761,[0.7393617  0.47311828],0.6146966400773508,[0.70558376 0.52380952],0.603954430934385,[0.77653631 0.43137255],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.1,0.001,12,focal,2,False,,Conv1d,,concatenation,64,21
0,0.29975073565455046,0.6177312135696411,0.613323258479745,[0.6546081  0.57203842],0.6170936719462766,[0.62091503 0.61327231],0.6140837887067395,[0.69216758 0.536     ],0.21753317713737488,0.708185076713562,0.5897079772079772,[0.81018519 0.36923077],0.7744212309429701,[0.6916996  0.85714286],0.6064738744659876,[0.97765363 0.23529412],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.1,0.001,123,focal,2,False,,Conv1d,,concatenation,64,21
0,0.28491290176615996,0.6272640824317932,0.6270349405533202,[0.61779081 0.63627907],0.6307246376811594,[0.66666667 0.59478261],0.6297959927140255,[0.57559199 0.684     ],0.2363743394613266,0.6975088715553284,0.6243610914523865,[0.79012346 0.45859873],0.681255028157683,[0.7079646  0.65454545],0.6233979625369701,[0.89385475 0.35294118],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.1,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,22
0,0.41764064045513377,0.58913254737854,0.5884083698615795,[0.60567246 0.57114428],0.5883863570180548,[0.60845588 0.56831683],0.5884571948998178,[0.60291439 0.574     ],0.16776107251644135,0.8327401876449585,0.8037505386569981,[0.87917738 0.7283237 ],0.850804828973843,[0.81428571 0.88732394],0.7864771606966809,[0.95530726 0.61764706],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.1,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,22
0,0.2855676859617233,0.6301239132881165,0.617441160989548,[0.54778555 0.68709677],0.6680967375142133,[0.7605178  0.57567568],0.6400255009107468,[0.428051 0.852   ],0.2555909097194672,0.6690391302108765,0.6348354642632572,[0.74659401 0.52307692],0.6385552505147563,[0.7287234 0.5483871],0.6326815642458101,[0.76536313 0.5       ],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.1,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,22
0,0.3205842200447531,0.6396568417549133,0.6394520338687151,[0.64804469 0.63085938],0.6396346782988005,[0.66285714 0.61641221],0.6399398907103826,[0.63387978 0.646     ],0.1930692672729492,0.7366548180580139,0.6957806647940075,[0.80729167 0.58426966],0.7201540436456997,[0.75609756 0.68421053],0.6878628546390624,[0.86592179 0.50980392],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.1,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,23
0,0.5719072801225326,0.5929456949234009,0.5775909302235663,[0.6581265  0.49705536],0.5958636921817437,[0.58714286 0.60458453],0.5853169398907104,[0.74863388 0.422     ],0.21229292452335358,0.7330960631370544,0.6868359659420182,[0.80719794 0.56647399],0.7188799463447351,[0.74761905 0.69014085],0.6787435644648921,[0.87709497 0.48039216],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.1,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,23
0,0.42688559959916506,0.6158245801925659,0.6157743145465107,[0.61137898 0.62016965],0.6180214634288888,[0.64959016 0.58645276],0.6177067395264118,[0.57741348 0.658     ],0.18749624192714692,0.7224199175834656,0.6898981324278438,[0.79032258 0.58947368],0.6990108337258596,[0.76165803 0.63636364],0.6851243290612334,[0.82122905 0.54901961],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(128, 128)",0.1,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,23
0,0.2979377402978785,0.628217339515686,0.6266018035121026,[0.65116279 0.60204082],0.6271510691271236,[0.6397188  0.61458333],0.626511839708561,[0.66302368 0.59      ],0.18352746665477754,0.7615658044815063,0.7125868254331731,[0.83123426 0.59393939],0.767329255861366,[0.75688073 0.77777778],0.7010899331799759,[0.92178771 0.48039216],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.001,1,focal,2,False,,Conv1d,,concatenation,64,24
0,0.4035232715746936,0.6348903775215149,0.6348571890782613,[0.63833805 0.63137632],0.6356397104296263,[0.6627451  0.60853432],0.635832422586521,[0.61566485 0.656     ],0.2095222771167755,0.6761565804481506,0.646012431302518,[0.74931129 0.54271357],0.6479157328552219,[0.73913043 0.55670103],0.6445941505093657,[0.75977654 0.52941176],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.001,12,focal,2,False,,Conv1d,,concatenation,64,24
0,0.2933719938292223,0.6091516017913818,0.6006562722842881,[0.54241071 0.65890183],0.6321953742703021,[0.70028818 0.56410256],0.6173114754098361,[0.44262295 0.792     ],0.23042704164981842,0.6263344883918762,0.5896669216327098,[0.71232877 0.46700508],0.5915676287492926,[0.69892473 0.48421053],0.5886186876985431,[0.72625698 0.45098039],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.001,123,focal,2,False,,Conv1d,,concatenation,64,24
0,0.28328826585236716,0.6329838037490845,0.6191393633163302,[0.54652532 0.6917534 ],0.6750511793502447,[0.77333333 0.57676903],0.6432932604735884,[0.42258652 0.864     ],0.23674831092357634,0.6690391302108765,0.6382324847377383,[0.74380165 0.53266332],0.6400437023756163,[0.73369565 0.54639175],0.6368988936356665,[0.75418994 0.51960784],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,25
0,0.7120112864410176,0.6110581755638123,0.6084875628444093,[0.57676349 0.64021164],0.6212173615598039,[0.66987952 0.57255521],0.6161876138433515,[0.50637523 0.726     ],0.31981104612350464,0.77224200963974,0.7368913857677902,[0.83333333 0.64044944],0.7652439024390244,[0.7804878 0.75     ],0.7263391390075583,[0.89385475 0.55882353],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,25
0,0.7451612809125114,0.602478563785553,0.6024554295638518,[0.59942363 0.60548723],0.6043263125629461,[0.63414634 0.57450628],0.6041530054644808,[0.56830601 0.64      ],0.2553281426429749,0.7651245594024658,0.7333505866114561,[0.82539683 0.64130435],0.7517158965559505,[0.7839196 0.7195122],0.7249698762186438,[0.87150838 0.57843137],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,25
0,0.4111613350756028,0.6272640824317932,0.6265459329773237,[0.64292237 0.61016949],0.626519272642533,[0.64468864 0.6083499 ],0.6265828779599272,[0.64116576 0.612     ],0.1789462834596634,0.7508896589279175,0.7244789332138055,[0.80978261 0.63917526],0.7311364159190246,[0.78835979 0.67391304],0.7201226859458867,[0.83240223 0.60784314],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,26
0,0.36156050597920136,0.6272640824317932,0.6267213080439497,[0.61248761 0.640955  ],0.6321344209049975,[0.67173913 0.59252971],0.6304207650273224,[0.56284153 0.698     ],0.2194259822368622,0.6619216799736023,0.6489578539022947,[0.71641791 0.5814978 ],0.6486153846153846,[0.76923077 0.528     ],0.6587249424909629,[0.67039106 0.64705882],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,26
0,1.1360591334455155,0.5881792306900024,0.5859482928754687,[0.61634103 0.55555556],0.5867101900537556,[0.60138648 0.5720339 ],0.5860291438979963,[0.63205829 0.54      ],0.20983234494924546,0.7473309636116028,0.6909744272858227,[0.82294264 0.55900621],0.7529775538250114,[0.74324324 0.76271186],0.681482090042721,[0.92178771 0.44117647],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,26
0,0.42945661965538473,0.5900858044624329,0.5676424353960586,[0.4691358  0.66614907],0.6361927961569132,[0.72796935 0.54441624],0.6020418943533697,[0.34608379 0.858     ],0.2398713618516922,0.6548042893409729,0.6394433641546622,[0.71386431 0.56502242],0.6384555785123966,[0.75625    0.52066116],0.6468123562274072,[0.67597765 0.61764706],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.001,1,focal,2,False,,Conv1d,,concatenation,64,27
0,0.313064761021558,0.6148713231086731,0.6103498242052459,[0.65232358 0.56837607],0.6141812712333687,[0.6182708  0.61009174],0.6111730418943534,[0.69034608 0.532     ],0.21419030129909516,0.6797152757644653,0.6403174422573672,[0.75935829 0.5212766 ],0.6489862850327967,[0.72820513 0.56976744],0.63684412312411,[0.79329609 0.48039216],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.001,12,focal,2,False,,Conv1d,,concatenation,64,27
0,0.31983295784277077,0.6177312135696411,0.6177256142168424,[0.61626794 0.61918329],0.6193526512279064,[0.64919355 0.58951175],0.6192604735883425,[0.58652095 0.652     ],0.22850176692008972,0.5978647470474243,0.5117702231037717,[0.71679198 0.30674847],0.5299180327868853,[0.65       0.40983607],0.521990360389966,[0.79888268 0.24509804],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.001,123,focal,2,False,,Conv1d,,concatenation,64,27
0,0.31398192486342263,0.6425166726112366,0.6354550382963344,[0.58471761 0.68619247],0.6678453847091819,[0.74576271 0.58992806],0.6504371584699453,[0.48087432 0.82      ],0.23673837780952453,0.6868327260017395,0.65529162484666,[0.75956284 0.55102041],0.6588917965638867,[0.74331551 0.57446809],0.6529740387775222,[0.77653631 0.52941176],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,28
0,0.4356823651229634,0.6062917113304138,0.6055331721729789,[0.62283105 0.58823529],0.6055116189311021,[0.62454212 0.58648111],0.6055646630236794,[0.62112933 0.59      ],0.17023101449012756,0.77224200963974,0.7399652978600346,[0.83157895 0.64835165],0.7617848258706468,[0.78606965 0.7375    ],0.7305564683974148,[0.88268156 0.57843137],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,28
0,0.6998637020587921,0.5786463618278503,0.5784436734456373,[0.58768657 0.56920078],0.5787137674574152,[0.60229446 0.55513308],0.5788852459016394,[0.57377049 0.584     ],0.29200910925865176,0.7580071091651917,0.7204470973782771,[0.82291667 0.61797753],0.7472079589216944,[0.77073171 0.72368421],0.7109486252601599,[0.88268156 0.53921569],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,28
0,0.3646343420533573,0.644423246383667,0.6443185340662518,[0.65042174 0.63821532],0.6447349286332338,[0.66988417 0.61958569],0.6450291438979964,[0.63205829 0.658     ],0.1869474917650223,0.7473309636116028,0.7154937611408199,[0.81066667 0.62032086],0.7289315726290516,[0.7755102  0.68235294],0.7088947310767882,[0.84916201 0.56862745],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,29
0,0.3542400528402889,0.6329838037490845,0.6308367176995268,[0.65899026 0.60268318],0.6319902948312623,[0.64137931 0.62260128],0.6307978142076502,[0.67759563 0.584     ],0.22510507106781005,0.6761565804481506,0.6520242226304689,[0.74366197 0.56038647],0.6511904761904762,[0.75       0.55238095],0.6530288092890788,[0.73743017 0.56862745],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,29
0,0.387876635965179,0.6329838037490845,0.6329184106598316,[0.62801932 0.6378175 ],0.6354278592782638,[0.66872428 0.60213144],0.634992714025501,[0.59198543 0.678     ],0.19306829571723938,0.708185076713562,0.6756475225225226,[0.77837838 0.57291667],0.6825189063408958,[0.7539267  0.61111111],0.6718424800087632,[0.80446927 0.53921569],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,29
0,0.34597211900879354,0.6549094319343567,0.654818782087642,[0.64922481 0.66041276],0.6577449538733915,[0.69358178 0.62190813],0.6571001821493625,[0.61020036 0.704     ],0.18087908923625945,0.7473309636116028,0.7184487941180622,[0.80862534 0.62827225],0.7277036516853932,[0.78125   0.6741573],0.7131120604666448,[0.83798883 0.58823529],35,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.5,0.001,1,focal,2,False,,Conv1d,,concatenation,64,30
